@relation FeaturesSetC_IG

@attribute MFCC5_Dias numeric
@attribute MFCC5_Sys numeric
@attribute LPC_Coefficient5 numeric
@attribute LPC_Coefficient4 numeric
@attribute atomFreq6 numeric
@attribute MFCC6_S2 numeric
@attribute atomFreq5 numeric
@attribute atomFreq7 numeric
@attribute MFCC5_S2 numeric
@attribute atomFreq8 numeric
@attribute atomFreq9 numeric
@attribute atomFreq10 numeric
@attribute MFCC6_S1 numeric
@attribute LPC_Coefficient6 numeric
@attribute atomFreq4 numeric
@attribute MFCC6_Sys numeric
@attribute LPC_Coefficient9 numeric
@attribute atomFreq13 numeric
@attribute atomFreq3 numeric
@attribute MFCC6_Dias numeric
@attribute LPC_Coefficient2 numeric
@attribute atomFreq11 numeric
@attribute LPC_Coefficient10 numeric
@attribute atomFreq14 numeric
@attribute atomFreq12 numeric
@attribute LPC_Coefficient8 numeric
@attribute MFCC5_S1 numeric
@attribute atomFreq2 numeric
@attribute MFCC2_S2 numeric
@attribute LPC_Coefficient14 numeric
@attribute atomFreq15 numeric
@attribute LPC_Coefficient15 numeric
@attribute atomFreq1 numeric
@attribute atomLen6 numeric
@attribute LPC_Coefficient11 numeric
@attribute MFCC4_S2 numeric
@attribute atomLen7 numeric
@attribute MFCC3_Dias numeric
@attribute MFCC13_Dias numeric
@attribute MFCC2_S1 numeric
@attribute MFCC7_Sys numeric
@attribute atomLen5 numeric
@attribute atomLen8 numeric
@attribute LPC_Coefficient3 numeric
@attribute atomLen4 numeric
@attribute MFCC7_Dias numeric
@attribute MFCC9_Dias numeric
@attribute atomLen9 numeric
@attribute LPC_Coefficient7 numeric
@attribute MFCC1_S1 numeric
@attribute MFCC12_Dias numeric
@attribute atomLen1 numeric
@attribute atomLen11 numeric
@attribute MFCC1_S2 numeric
@attribute MFCC4_Sys numeric
@attribute LPC_Coefficient13 numeric
@attribute atomLen13 numeric
@attribute LPC_Coefficient12 numeric
@attribute MFCC11_Dias numeric
@attribute atomLen3 numeric
@attribute MFCC13_Sys numeric
@attribute MFCC2_Dias numeric
@attribute atomLen10 numeric
@attribute atomPos4 numeric
@attribute atomPos3 numeric
@attribute atomLen2 numeric
@attribute MFCC3_Sys numeric
@attribute atomPos1 numeric
@attribute atomPos2 numeric
@attribute MFCC9_S1 numeric
@attribute MFCC4_S1 numeric
@attribute MFCC4_Dias numeric
@attribute MFCC1_Dias numeric
@attribute atomAmp2 numeric
@attribute atomPos5 numeric
@attribute MFCC9_Sys numeric
@attribute MFCC14_Dias numeric
@attribute atomLen15 numeric
@attribute atomPos11 numeric
@attribute atomAmp1 numeric
@attribute MFCC10_Dias numeric
@attribute atomAmp3 numeric
@attribute MFCC9_S2 numeric
@attribute atomPos14 numeric
@attribute LPC_Coefficient16 numeric
@attribute MFCC8_Dias numeric
@attribute MFCC14_Sys numeric
@attribute atomLen14 numeric
@attribute atomLen12 numeric
@attribute atomPos6 numeric
@attribute MFCC3_S2 numeric
@attribute MFCC12_Sys numeric
@attribute MFCC7_S2 numeric
@attribute atomPos15 numeric
@attribute MFCC10_Sys numeric
@attribute atomPos8 numeric
@attribute MFCC11_Sys numeric
@attribute MFCC2_Sys numeric
@attribute atomPos12 numeric
@attribute MFCC3_S1 numeric
@attribute atomAmp4 numeric
@attribute atomPos10 numeric
@attribute MFCC10_S1 numeric
@attribute atomPos9 numeric
@attribute MFCC1_Sys numeric
@attribute MFCC7_S1 numeric
@attribute atomPos7 numeric
@attribute MFCC10_S2 numeric
@attribute MFCC8_S1 numeric
@attribute atomPos13 numeric
@attribute MFCC12_S2 numeric
@attribute MFCC8_S2 numeric
@attribute MFCC14_S1 numeric
@attribute atomAmp5 numeric
@attribute MFCC13_S1 numeric
@attribute atomAmp6 numeric
@attribute Class {abnormal,normal}

@data
0.24018,0.19903,0.017891,-0.097658,0.012742,0.16606,0.013207,0.013114,0.58948,0.010138,0.017485,0.01888,-0.003031,0.072463,0.013951,0.05155,0.047227,0.018787,0.0133,0.06762,-0.56593,0.017299,0.016905,0.017671,0.017392,0.071334,0.52725,0.016741,5.6161,-0.017539,0.01981,0.002484,0.015997,163.05,-0.005307,1.5363,175.24,2.8884,-0.034196,5.5523,0.069202,291.05,169.14,-0.28646,240.76,0.12908,-0.017448,121.9,0.085165,-6.1974,-0.037751,134.1,252.95,-6.7627,1.0487,-0.024311,195.05,-0.019766,-0.056975,207.24,-0.012139,6.2793,228.57,348.19,288,167.62,2.5207,292.95,392,-0.17465,1.5534,1.176,-11.738,4.0713,230.1,-0.044145,-0.01463,170.67,376.38,5.8254,-0.052025,3.3687,-0.10127,400.38,0.036741,-0.013312,-0.012185,167.62,181.33,338.48,3.1107,-0.0108,0.042172,325.33,-0.064936,381.71,-0.031001,6.1649,268.76,3.1646,2.6396,309.33,-0.12474,300.38,-11.346,-0.15268,435.43,-0.11003,-0.20334,364.57,-0.073727,-0.0756,0.003114,2.3604,-0.015947,2.0087,abnormal
-0.27449,-0.29736,0.71729,0.81328,0.27465,0.1176,0.27016,0.29953,-0.27181,0.26941,0.29074,0.3327,0.035076,0.65032,0.30062,0.14949,0.45674,0.27203,0.2468,0.13352,1.0211,0.30488,0.40181,0.28195,0.25773,0.51299,-0.17357,0.32453,4.9467,0.13435,0.27746,0.10179,0.35781,81.92,0.30691,1.2963,128.64,0.084046,-0.011502,4.0664,-0.0122,131.2,93.44,0.95897,85.76,-0.024499,0.020172,91.52,0.56495,-3.9467,-0.066237,81.28,87.04,-5.0018,1.3705,0.17295,110.08,0.24168,-0.003239,64,-0.026813,5.0532,99.84,910.16,972.48,79.36,0.058647,699.44,829.84,-0.017023,1.0421,1.2933,-4.8981,0.90095,839.84,0.026935,-0.012394,146.56,858.8,0.95374,-0.1001,0.86885,0.008393,787.68,0.066653,-0.21234,-0.012837,122.88,142.72,909.52,0.038209,-0.080917,-0.00406,861.52,-0.14989,903.52,-0.019193,5.2283,874.4,0.1797,0.82121,747.84,-0.13817,872.48,-5.6217,-0.070087,873.52,-0.17024,-0.1787,834.8,-0.0342,-0.21521,-0.000306,0.79627,0.002563,0.79319,normal
0.27641,0.16421,0.071627,-0.085917,0.014209,0.008003,0.011279,0.018311,0.29557,0.013281,0.012695,0.017236,-0.024354,0.083691,0.014453,0.091859,0.031986,0.017871,0.01958,0.19533,-0.72013,0.012549,0.003837,0.015479,0.018896,0.058109,0.4494,0.018066,5.9013,-0.012669,0.019092,0.001373,0.016406,187.2,-0.010697,1.2524,195.2,1.4723,-0.048298,5.6271,0.12914,211.2,204,-0.23512,253.6,0.16765,0.054648,199.2,0.097871,-5.7774,-0.034126,156.8,153.6,-7.1252,1.4765,-0.020003,182.4,-0.021527,-0.013395,152,-0.059,5.8927,165.6,279.7,268.2,179.2,1.3754,126.2,390.2,-0.07692,1.5898,1.5204,-13.309,3.1482,369.8,0.009295,0.025165,196.8,441.1,3.872,-0.084358,2.4328,0.001643,372.8,0.0202,-0.16092,0.016402,206.4,228.8,241.6,2.4551,-0.021853,-0.027375,247.9,-0.11447,398.8,-0.007191,5.9045,314.6,2.8274,1.8396,369.8,-0.054731,284.8,-12.459,-0.04234,268,-0.063804,-0.14028,370.2,-0.00834,-0.14281,-0.012357,1.6562,-0.017193,1.3836,normal
0.1337,-0.059967,0.036812,-0.049142,0.016498,0.046112,0.017329,0.019365,0.31156,0.015293,0.016498,0.020487,0.1016,0.071449,0.015459,0.21065,0.029205,0.019365,0.014669,0.12146,-0.61981,0.01762,0.008429,0.018659,0.020819,0.046105,0.46521,0.015417,5.5198,-0.001071,0.018866,0.004394,0.016124,199.49,0.005335,1.6247,167.49,1.3937,-0.051411,5.496,0.15021,165.45,183.83,-0.22016,164.77,0.10116,0.060396,172.26,0.066194,-2.9735,0.012224,187.91,191.32,-4.1894,1.7547,-0.001405,175.66,0.000749,-0.029356,156.6,-0.029272,5.7002,187.23,186.98,207.83,160.68,0.96942,35.404,358.3,-0.010906,1.6137,1.8426,-10.193,2.9986,273.36,0.08818,-0.003564,160.68,283.66,5.1885,-0.14795,2.207,-0.076027,295.23,0.014031,-0.27127,0.009536,199.49,198.13,221.53,1.6626,-0.027491,0.070745,268.6,-0.17962,210.72,-0.031007,5.4379,291.91,2.3975,1.8159,265.79,-0.066324,351.23,-7.9016,-0.11871,203.91,-0.081275,-0.26872,242.04,0.003654,-0.27447,0.000125,1.4711,-0.043787,1.2162,abnormal
0.33003,0.33156,0.047681,-0.06875,0.013075,0.035461,0.016819,0.019314,0.4566,0.018283,0.018283,0.017524,0.11354,0.0932,0.013618,0.20809,0.029952,0.019151,0.018229,0.27822,-0.6799,0.020074,-0.000102,0.019694,0.018609,0.060526,0.69445,0.015842,5.6376,-0.004157,0.019586,0.007063,0.019965,209.78,-0.014255,1.5177,176.89,0.96095,-0.041788,5.2273,0.17926,220.44,202.67,-0.28884,208,0.19315,0.029085,224.89,0.088475,-6.9852,-0.029697,122.67,212.44,-5.0702,1.9568,-0.014267,202.67,-0.018083,-0.084632,201.78,-0.040891,5.5954,232.89,334.78,433.78,153.78,1.0518,277.56,360.78,-0.19206,1.9574,2.0019,-10.638,2.736,278.22,0.024702,0.033481,206.22,297.56,3.7769,-0.21731,2.0743,-0.12573,405,0.017041,-0.32155,0.014126,194.67,210.67,461.33,2.1897,-0.007456,-0.072365,386.44,-0.20322,389.22,-0.093797,5.398,399.78,2.2883,1.6289,362,-0.17231,298,-10.304,-0.099653,380.89,-0.12533,-0.39238,509.89,0.004637,-0.30933,0.047055,1.3053,0.011417,1.1609,normal
0.017388,-0.014133,0.10105,-0.001026,0.021423,-0.11981,0.019714,0.023621,-0.083369,0.021606,0.016418,0.018738,-0.28357,0.12388,0.018494,0.024567,-0.000851,0.023193,0.018311,0.10208,-0.79006,0.019043,-0.024203,0.021301,0.016052,0.040135,-0.084913,0.016113,6.4624,0.002619,0.03009,0.016386,0.021729,153,-0.030714,0.63823,150,1.5352,-0.041347,6.1989,0.18733,142,232,-0.24927,165,0.25697,-0.012143,236,0.08893,-4.9082,-0.009097,118,205,-6.1546,0.74161,-0.009963,242,-0.023672,-0.053258,176,-0.036155,6.5952,213,116.12,279.75,190,1.4467,14.75,318,0.000365,0.82073,0.77613,-14.23,3.5147,295.5,-0.003341,-0.015821,171,261.62,5.6167,-0.063984,2.9497,-0.059051,368.75,0.024329,-0.10032,-0.003361,167,199,292.5,2.2625,-0.018828,0.07341,277,-0.050277,187.75,-0.028023,6.4205,392,2.4138,2.2599,234,0.021655,284.12,-12.279,-0.073486,486,-0.10982,-0.058124,322,0.017229,-0.021809,-0.041688,1.8291,-0.05144,1.5717,normal
0.47417,0.45147,0.014551,-0.069405,0.013049,0.16553,0.014752,0.014794,0.56856,0.01629,0.016082,0.015916,0.11847,0.043649,0.014212,0.12669,0.027516,0.0187,0.01309,0.11658,-0.57213,0.016581,0.024033,0.022274,0.016705,0.035964,0.61471,0.012758,5.6176,-0.000555,0.021318,0.000121,0.0187,254.64,0.018387,1.5085,224,2.3525,-0.037164,5.3624,0.01248,204.94,197.45,-0.24074,243.06,0.011406,-0.051316,208.34,0.044605,-7.3033,-0.023912,136.17,213.11,-5.76,1.6907,0.004744,191.32,0.012015,-0.078267,209.7,-0.042545,5.7447,227.4,251.4,237.02,219.91,2.2748,619.74,147.66,-0.072225,1.6697,1.7319,-11.206,3.2574,391.15,-0.058146,0.006905,185.87,352.85,4.4241,-0.16671,2.4647,-0.04642,322.72,0.010294,-0.17801,0.018826,189.28,178.38,362.55,2.3049,-0.054989,0.00068,316.17,-0.13063,352.68,-0.057339,5.6414,434.47,2.6102,2.0762,349.87,-0.063423,380.43,-10.55,-0.062412,281.02,-0.092109,-0.20504,348.09,-0.001775,-0.18173,0.003153,1.7566,-0.047686,1.4931,abnormal
0.28151,0.31271,0.67951,0.78283,0.41008,0.31581,0.37538,0.38634,0.35287,0.41046,0.4128,0.37328,0.17506,0.58338,0.39871,0.34282,0.39601,0.36263,0.42793,0.31906,1.015,0.39177,0.32506,0.36198,0.37446,0.43905,0.29175,0.43608,5.0581,0.096412,0.35493,0.07507,0.41023,139.92,0.25953,1.8135,97.255,1.0634,-0.085272,4.3084,0.12695,104.16,175.69,0.91973,87.216,0.10883,0.029354,180.08,0.5015,-4.3843,-0.017397,89.725,155.61,-5.7611,1.971,0.1323,180.08,0.21507,-0.053407,77.176,-0.086071,5.1146,143.06,666.2,546.9,205.8,1.1674,377.18,726.43,-0.022921,1.3513,1.8324,-6.027,1.1658,632.78,0.058847,0.063016,165.02,731.29,1.166,-0.25165,1.0529,-0.013218,621.33,0.026384,-0.33653,0.043664,146.82,70.902,696.55,1.2465,-0.013802,0.1118,679.14,-0.25057,635.29,-0.081973,5.3001,655.22,1.2191,0.98836,651.29,-0.12539,573.18,-6.3367,0.042291,645.88,-0.22781,-0.26648,664.78,-0.043688,-0.33289,0.020808,0.95852,-0.05062,0.92792,abnormal
0.096643,0.079704,0.11172,0.011654,0.014762,0.1945,0.013127,0.018487,0.15644,0.020576,0.018805,0.021848,-0.016542,0.11339,0.0119,0.23318,-0.010164,0.018532,0.016806,0.15021,-0.8232,0.018214,-0.027189,0.022393,0.023892,0.028286,0.29668,0.020712,6.0314,0.00878,0.020803,0.01996,0.021076,177.12,-0.02389,0.94134,139.16,0.61821,-0.018843,5.709,0.20853,192.74,148.84,-0.23228,287.26,0.1687,0.023975,204.65,0.072467,-6.6341,-0.076623,111.63,130.98,-6.7296,1.2892,-0.003124,197.95,-0.015162,-0.041872,169.67,-0.023305,5.8347,200.19,148.09,100.28,105.67,0.54757,283.91,387.53,-0.10373,1.3411,1.5898,-13.004,3.3734,262.05,0.012393,0.001191,197.95,332.19,3.7686,-0.12724,2.5696,0.093638,301.21,0.021582,-0.23701,0.009279,229.95,162.23,280.74,1.2675,-0.079337,0.070944,279.81,-0.14545,338.51,-0.043706,5.8444,334.51,2.1397,1.7473,280.84,-0.090991,284.93,-11.926,-0.075319,336.28,-0.01168,-0.28431,350.33,-0.079966,-0.20198,-0.006296,1.2042,-0.029559,1.0738,abnormal
0.21955,0.1779,0.028683,-0.095996,0.016602,0.027284,0.014697,0.013916,0.39325,0.016504,0.011621,0.014014,0.053139,0.048944,0.014307,0.10483,0.033891,0.014209,0.014551,0.12465,-0.56751,0.01582,0.025425,0.021484,0.018115,0.056396,0.62757,0.013721,5.5616,-0.010093,0.020117,-0.004602,0.012793,188.8,0.006939,1.5843,192.8,2.024,-0.039346,5.419,-0.00372,180.8,145.6,-0.1883,186.4,0.013598,0.063234,180.8,0.05764,-5.6455,0.005382,160,174.4,-7.7937,2.1077,-0.009301,145.6,0.001838,-0.062581,211.2,-0.038064,5.4371,204.8,289.8,239.8,184,1.9815,13,319.6,-0.12551,1.8621,2.2812,-13.687,3.1182,229.6,0.052031,0.003212,190.4,299.8,5.7741,-0.14306,2.2912,-0.020867,346.7,0.011052,-0.3799,-0.000578,139.2,139.2,154.5,2.389,0.024042,-0.055674,227.9,-0.14141,357.4,-0.036511,5.301,308.2,3.0851,1.8676,321.4,-0.05485,323.3,-13.093,-0.15545,316.8,-0.11934,-0.29902,418.3,-0.02021,-0.20051,-0.014864,1.5854,-0.01902,1.3494,abnormal
0.051313,-0.1455,0.012724,-0.082593,0.017918,-0.036356,0.014564,0.017536,0.32277,0.019659,0.017408,0.017706,-0.012132,0.057316,0.014733,0.018284,0.04209,0.01864,0.014309,0.136,-0.4927,0.020041,0.025681,0.019531,0.022631,0.0569,0.24103,0.015455,5.5156,-0.008047,0.023735,-0.000542,0.014436,173.22,0.011944,1.6825,155.83,1.2727,-0.062119,5.7964,0.1197,203.83,171.83,-0.24296,164.17,0.16737,0.051835,166.96,0.06637,-5.3687,0.001404,126.61,174.61,-5.4539,1.3689,-0.007588,196.17,0.000168,-0.010092,157.91,-0.028873,5.8054,180.87,133.3,208.43,151.65,0.70391,59.826,331.48,-0.017105,1.3768,1.7653,-13.009,2.1852,213.91,0.087221,0.010352,164.87,223.3,2.9541,-0.14999,1.5909,0.01703,356.96,0.011737,-0.26069,-0.013486,148.87,188.52,167.04,1.6142,-0.001672,-0.017894,269.39,-0.12858,303.13,-0.045096,5.7708,231.3,2.2029,1.0959,344.52,-0.079122,264.96,-9.9371,-0.098642,284.43,-0.049847,-0.25135,244,0.020294,-0.25953,-0.015777,0.90097,-0.042408,0.7702,abnormal
0.41093,-0.017995,0.054077,-0.064332,0.016039,0.015829,0.018436,0.016246,0.35856,0.014323,0.024444,0.018614,0.071546,0.076791,0.017193,0.016338,0.02927,0.02181,0.015388,0.13185,-0.58277,0.020123,0.01489,0.020715,0.02036,0.051657,0.44719,0.013849,5.8311,-0.004267,0.024148,0.001661,0.01817,187.15,0.002488,1.1183,179.88,1.4206,-0.030132,5.4958,0.2277,148.36,200.24,-0.18928,156.12,0.1149,-0.034957,154.18,0.076028,-4.3302,-0.045754,198.79,189.58,-8.31,1.2676,-0.006478,171.64,-0.001855,-0.061235,126.55,-0.074265,5.6745,137.7,129.88,133.7,147.39,0.5471,23.152,29.818,-0.07886,1.4776,1.4876,-13.69,2.5954,257.33,0.075446,0.006574,150.3,246,4.9122,-0.098222,1.6746,-0.044842,226.12,0.012071,-0.19424,-0.001889,144.97,199.76,188.42,1.8659,-0.017838,0.000401,214.79,-0.11404,146.55,-0.027798,5.6082,248.97,2.2338,1.3597,202.55,-0.095917,264.3,-10.983,-0.007309,217.15,-0.077031,-0.19549,207.45,-0.015472,-0.16738,0.012081,1.1162,-0.033178,0.90745,abnormal
0.29942,0.33304,0.008681,-0.093457,0.011275,0.15682,0.013494,0.013938,0.70204,0.013938,0.019709,0.014471,0.098163,0.058644,0.014915,0.090308,0.045317,0.015803,0.014471,0.12085,-0.58801,0.015181,0.024674,0.018111,0.017667,0.065403,0.62641,0.012784,5.5839,-0.011459,0.015447,0.001374,0.012251,248.73,0.006615,1.393,177.45,2.4084,-0.01762,5.5606,0.097955,248.73,187.64,-0.2693,225.45,0.14329,-0.007579,187.64,0.072874,-3.4334,-0.029793,180.36,210.91,-1.7659,1.1009,-0.014707,225.45,-0.008118,-0.069912,244.36,-0.046445,6.3939,283.64,256,194.91,155.64,2.2704,348.36,372.36,-0.12714,1.5465,1.1331,-9.0961,6.4509,239.64,0.028147,-0.020527,216.73,413.27,8.2031,-0.033614,4.2633,-0.066485,304.36,0.020945,-0.07355,-0.030663,264.73,171.64,418.18,2.7536,-0.021284,-0.08734,286.73,-0.025345,431.09,-0.05847,6.0745,382.18,3.0335,3.4428,333.09,-0.087561,368.73,-6.9573,-0.099849,254.18,-0.083152,-0.18877,283.45,-0.04855,-0.12662,-0.015585,3.0099,-0.022738,2.4938,abnormal
-0.08079,-0.29677,0.017037,-0.091362,0.015625,0.031647,0.011328,0.016183,-0.018935,0.013783,0.01596,0.013783,-0.032679,0.078099,0.013114,-0.06429,0.051055,0.020982,0.013504,0.090322,-0.59401,0.015681,0.017409,0.018527,0.012946,0.074377,0.19461,0.009096,5.9104,-0.016506,0.020815,-0.001968,0.009487,204.8,-0.004461,0.88952,200.23,0.80531,-0.034747,5.8934,0.041178,201.14,171.89,-0.28242,147.2,0.13171,0.1525,214.86,0.089219,-1.2634,-0.055177,309.03,247.77,-2.4339,1.335,-0.022291,144.46,-0.018166,0.003305,206.63,-0.053963,5.7473,195.66,235.77,235.66,321.83,0.48455,48.229,81.829,0.041345,1.3981,1.8479,-7.7274,4.8975,214.51,0.1016,0.011391,188.34,322.86,5.9772,-0.1394,3.5447,0.12076,334.51,0.021699,-0.18513,-0.00196,161.83,165.49,254.17,1.3089,-0.040018,0.16331,301.26,-0.08015,232.57,0.034528,6.0474,316.46,2.2213,2.6479,265.83,-0.029411,252.8,-3.5068,0.041335,255.09,0.004589,-0.12273,258.4,-0.006185,-0.10193,0.015597,2.1109,-0.008485,1.8454,abnormal
0.062016,0.022808,0.017695,-0.087967,0.012538,-0.064286,0.019279,0.016633,0.30573,0.021358,0.021169,0.0172,0.099446,0.062064,0.017767,-0.11561,0.03995,0.018964,0.023564,0.014428,-0.60773,0.020098,0.020984,0.020413,0.019342,0.058725,0.52876,0.012601,5.8774,-0.009298,0.020287,0.00048,0.016633,173.42,0.004846,1.0911,164.13,2.6254,-0.041602,5.4471,-0.073925,131.1,160,-0.24502,165.16,0.078416,-0.03478,169.29,0.070459,-6.3028,-0.025797,214.71,207.48,-4.0006,0.81079,-0.010999,168.26,-0.005748,-0.040499,161.03,-0.020901,6.669,187.87,206.19,417.03,165.16,2.5968,402.58,235.61,-0.079146,1.4333,0.86371,-14.301,4.9858,337.29,-0.089532,-0.025613,162.06,315.87,6.7355,-0.056016,2.5446,-0.003546,335.48,0.020296,-0.070272,-0.01271,236.39,203.35,321.03,2.6713,0.005444,-0.13179,380,-0.078268,398.71,-0.039473,6.5873,296.39,2.9592,2.1836,360,-0.040803,365.16,-12.533,-0.076075,335.74,-0.048611,-0.14783,286.06,-0.028244,-0.093549,-0.026563,1.7828,-0.029989,1.3754,normal
0.046529,0.054657,0.033862,-0.064648,0.016992,0.13127,0.014844,0.015479,0.15186,0.017285,0.015283,0.016455,0.16258,0.082158,0.013623,0.40466,0.029826,0.018457,0.014795,0.42312,-0.66921,0.015332,0.017484,0.016455,0.020752,0.064672,0.63009,0.017188,5.7271,-0.014172,0.016748,0.004905,0.016699,197.6,-0.009058,1.4358,209.6,0.89991,-0.031932,5.161,0.039748,260.8,232,-0.27391,200.8,0.062836,0.38857,199.2,0.08173,-6.3655,0.002942,108.8,179.2,-5.3774,2.2471,-0.023614,210.4,-0.024038,-0.14509,217.6,-0.034291,5.1017,211.2,384.3,205.2,114.4,0.99383,162.4,563.8,-0.027802,2.0165,2.3952,-11.636,4.6558,291.4,0.35818,0.018704,232,450.5,5.392,-0.26155,3.1125,0.021892,421.6,0.021056,-0.36629,0.029509,189.6,174.4,264.5,2.0699,0.006041,-0.015948,360.6,-0.25372,295.2,-0.14002,5.0472,409.7,2.7588,2.5113,372.6,-0.16748,407.2,-10.82,-0.12478,290.6,-0.22634,-0.34841,380.6,-0.001576,-0.31441,0.007776,2.079,-0.015041,1.7742,abnormal
0.42273,0.42324,0.029626,-0.059986,0.01285,0.22119,0.014134,0.013672,0.68299,0.015008,0.013312,0.014648,0.42742,0.058626,0.013569,0.28436,0.02321,0.013672,0.013466,0.29828,-0.6612,0.012079,0.017055,0.016088,0.015985,0.040399,1.0738,0.015419,5.2125,-0.006213,0.017116,-0.008158,0.015214,166.74,0.009562,1.823,208,2.2768,-0.041209,4.8399,0.24423,208.84,222.32,-0.25231,210.53,0.22313,-0.096263,192,0.055445,-3.9566,-0.080316,144.84,210.53,-5.1028,2.1585,-0.001537,171.79,0.003718,-0.065178,198.74,-0.035606,5.2432,208.84,268,75.158,141.47,2.2056,180.63,564,-0.26175,2.1476,2.3049,-12.021,4.8838,342.42,-0.061367,0.025688,221.47,404.95,6.6082,-0.19416,2.9758,-0.047696,198.32,-0.003162,-0.20722,0.010477,190.32,155.79,342.84,2.9017,-0.084013,0.043134,428.21,-0.13834,352,-0.06438,5.1322,328.63,3.1522,1.9147,319.16,-0.20577,327.68,-11.753,0.038928,415.05,-0.090103,-0.26526,421.37,-0.04887,-0.11233,0.031953,1.5162,-0.000503,1.3757,abnormal
0.68822,0.529,0.01172,-0.090732,0.011941,0.16508,0.013805,0.012784,0.54091,0.01487,0.013849,0.01456,0.071714,0.052331,0.014382,0.20344,0.054922,0.024769,0.015225,0.31037,-0.55225,0.019043,0.036664,0.01487,0.014737,0.067018,0.71983,0.013361,5.5785,-0.02662,0.021085,-0.013524,0.013761,181.82,0.011914,1.5419,250.91,1.7762,-0.017366,5.3109,-0.15178,172.36,194.18,-0.27044,195.64,-0.07045,0.10136,191.27,0.067827,-8.5457,0.013336,157.09,165.09,-9.0346,2.1203,-0.025574,192.73,-0.010654,-0.12381,131.64,-0.003118,5.2068,197.09,331.64,372.55,139.64,1.5833,124.36,325.82,-0.098836,1.9466,2.2865,-15.09,2.8492,254.09,0.15392,0.019902,199.27,332.73,4.3495,-0.25009,2.1972,-0.035936,381.82,0.014019,-0.33251,0.014634,168.73,234.91,371.91,2.5666,0.009391,-0.043786,341.55,-0.21887,326.36,-0.1097,5.1856,231,2.9307,1.7878,325.36,-0.1166,352.36,-14.508,-0.16076,305,-0.1756,-0.27339,314.64,-0.05105,-0.17218,0.003742,1.5186,-0.014622,1.33,abnormal
0.55858,0.2678,0.01813,-0.059798,0.013595,-0.18133,0.013174,0.013212,-0.10769,0.016085,0.015587,0.017999,0.3601,0.047343,0.013136,0.22339,0.034849,0.020527,0.011106,0.21596,-0.47425,0.015702,0.029066,0.020335,0.019493,0.04584,0.93145,0.011642,6.2166,-0.008802,0.02045,-0.002915,0.013059,183.84,0.016815,0.57002,155.61,1.8405,-0.050193,5.3202,0.23006,177.57,188.86,-0.19559,159.37,0.1386,-0.023057,173.8,0.052726,-4.7759,-0.053661,193.25,178.2,-7.5439,1.4027,-0.003011,171.29,0.007283,-0.081409,148.71,-0.07774,5.8439,143.69,167.61,69.098,165.65,1.3008,8.1569,36.549,-0.088607,1.8284,1.495,-13.309,2.8966,181.88,0.006366,0.011115,218.98,298.12,5.9189,-0.10438,1.7111,0.033491,374.59,0.01394,-0.13358,0.018493,178.82,185.73,201.57,1.3823,-0.059791,0.013713,218.82,-0.086684,259.14,-0.053559,5.7662,282.75,2.8808,1.2701,249.02,-0.085381,331.45,-12.901,0.12743,221.25,-0.071261,-0.087227,294.2,-0.036737,-0.067128,-0.011723,1.0614,-0.047276,0.88536,abnormal
0.56939,0.40438,0.050035,-0.056414,0.011914,0.22199,0.014648,0.01748,0.70409,0.013672,0.015625,0.014746,0.25986,0.084294,0.015137,0.24648,0.026372,0.019922,0.016211,0.21372,-0.63162,0.015527,0.008172,0.019336,0.019531,0.050922,0.7028,0.01543,5.6837,-0.001872,0.018945,0.004304,0.018164,256,-0.001003,1.4229,172.8,2.3871,-0.024995,5.4079,0.13289,323.2,241.6,-0.27184,240,0.16533,-0.10195,176,0.075923,-2.4814,-0.060043,224,238.4,-4.4742,1.1116,-0.004179,169.6,-0.004231,-0.11612,152,-0.042099,6.0514,163.2,282.8,356.4,171.2,2.0647,36,286.4,-0.14246,1.4746,1.5077,-8.5084,3.5014,217.6,-0.063215,-0.001198,131.2,327.6,5.8032,-0.12374,2.9987,-0.21502,440.4,0.017154,-0.13325,-0.012466,160,217.6,366.8,2.601,-0.064706,0.077927,363.6,-0.050064,323.2,-0.078635,5.9751,343.6,2.8084,2.4633,279.4,-0.11336,236.4,-7.7164,0.02846,346.4,-0.16262,-0.14553,356.6,-0.065188,-0.12832,0.025433,2.0769,0.001071,1.8847,abnormal
