atomLen1,atomAmp1,atomFreq1,atomPhase1,atomPos1,atomLen2,atomAmp2,atomFreq2,atomPhase2,atomPos2,atomLen3,atomAmp3,atomFreq3,atomPhase3,atomPos3,atomLen4,atomAmp4,atomFreq4,atomPhase4,atomPos4,atomLen5,atomAmp5,atomFreq5,atomPhase5,atomPos5,atomLen6,atomAmp6,atomFreq6,atomPhase6,atomPos6,atomLen7,atomAmp7,atomFreq7,atomPhase7,atomPos7,atomLen8,atomAmp8,atomFreq8,atomPhase8,atomPos8,atomLen9,atomAmp9,atomFreq9,atomPhase9,atomPos9,atomLen10,atomAmp10,atomFreq10,atomPhase10,atomPos10,atomLen11,atomAmp11,atomFreq11,atomPhase11,atomPos11,atomLen12,atomAmp12,atomFreq12,atomPhase12,atomPos12,atomLen13,atomAmp13,atomFreq13,atomPhase13,atomPos13,atomLen14,atomAmp14,atomFreq14,atomPhase14,atomPos14,atomLen15,atomAmp15,atomFreq15,atomPhase15,atomPos15,LPC_Coefficient1,LPC_Coefficient2,LPC_Coefficient3,LPC_Coefficient4,LPC_Coefficient5,LPC_Coefficient6,LPC_Coefficient7,LPC_Coefficient8,LPC_Coefficient9,LPC_Coefficient10,LPC_Coefficient11,LPC_Coefficient12,LPC_Coefficient13,LPC_Coefficient14,LPC_Coefficient15,Class
256,1.7466,0.33594,-0.09436,1344,256,1.6731,0.32811999999999997,1.4435,448,32,1.5493,0.375,2.3209999999999997,1656,128,1.5263,0.33594,-1.2539,256,128,1.5095,0.33594,2.1898,912,32,1.4325,0.34375,2.5956,1628,32,1.3572,0.3125,-0.8251799999999999,100,32,1.3337,0.34375,3.0948,1168,32,1.2483,0.34375,-1.7969,1296,128,1.2461,0.32811999999999997,0.086116,1200,32,1.2267,0.375,1.5303,1196,32,1.2162,0.34375,-1.7342,232,32,1.1989,0.34375,0.61792,164,32,1.1623,0.34375,-2.1277,496,256,1.1621,0.32031,2.54,544,2.7844,4.6604,5.7115,6.0227,6.0702,6.0232,5.6986,5.0168,4.1645,3.3334,2.512,1.7069999999999999,0.98765,0.4347,0.12708,abnormal
32,0.9336200000000001,0.4375,0.44504,1572,32,0.9162100000000001,0.46875,2.2189,244,32,0.9093899999999999,0.46875,0.76322,1412,32,0.71839,0.46875,2.542,1496,32,0.70243,0.4375,2.8573,772,64,0.6996100000000001,0.34375,-2.71,856,32,0.60642,0.46875,0.38382,1468,64,0.64188,0.32811999999999997,-1.2654,1448,32,0.63208,0.4375,0.50562,64,32,0.59532,0.375,0.14976,1236,32,0.50976,0.46875,0.18844,696,32,0.59146,0.4375,-0.96634,1708,32,0.56243,0.375,0.91469,808,32,0.7168899999999999,0.46875,-1.8848,608,32,0.54806,0.34375,1.4043,8,2.7935,4.6397,5.8046,6.3506,6.5589,6.4872,6.0547,5.3302,4.4719999999999995,3.5539,2.6131,1.7192,0.9626600000000001,0.41198,0.10037,abnormal
32,0.22180999999999998,0.4375,0.8153100000000001,1568,64,0.19129000000000002,0.42188000000000003,-2.9878,232,128,0.17875,0.46093999999999996,1.8646,256,256,0.17365,0.375,1.6688,160,32,0.17296,0.40625,0.57193,72,32,0.16443,0.4375,1.3838,648,32,0.16029000000000002,0.375,-2.0502,568,128,0.15979000000000002,0.39844,-2.9213,704,128,0.1563,0.48438000000000003,-0.26518,384,32,0.15289,0.375,-1.2918,448,32,0.14717,0.46875,0.64074,944,128,0.1452,0.46093999999999996,0.89195,1424,32,0.12247000000000001,0.46875,2.7812,204,64,0.1384,0.40625,2.3267,376,32,0.18300999999999998,0.46875,-1.6083,1272,2.011,2.8669,3.4084,3.647,3.6869,3.525,3.2198,2.8278,2.3737,1.9301,1.4693,1.0342,0.63983,0.30396999999999996,0.094868,normal
32,0.37874,0.4375,-0.63818,668,32,0.34384000000000003,0.46875,0.74651,860,32,0.32774000000000003,0.4375,0.10132000000000001,1144,256,0.32385,0.48438000000000003,-2.8589,32,32,0.31275,0.40625,2.5826,248,32,0.27605,0.4375,0.027224,1120,32,0.26676,0.40625,-2.3065,320,32,0.25092,0.4375,-0.5605,416,32,0.25403000000000003,0.40625,2.7792,468,32,0.24995,0.40625,0.86126,144,32,0.24753000000000003,0.4375,0.5179,1612,32,0.24473000000000003,0.375,0.13651,836,32,0.23995,0.40625,0.6549699999999999,1372,32,0.23681,0.4375,-2.6437,640,32,0.2316,0.34375,1.2377,216,1.8263,2.4984,2.9807,3.2713,3.3792,3.2851,3.0835,2.7706,2.36,1.9052,1.4372,0.99467,0.62588,0.31329,0.12793,abnormal
32,0.94125,0.34375,0.8487299999999999,372,32,0.8415100000000001,0.34375,-0.009354600000000001,1624,32,0.81896,0.375,-0.7793,1528,32,0.7845,0.34375,1.1519,1720,32,0.76744,0.3125,-0.31208,276,32,0.73227,0.28125,2.8666,1576,64,0.71859,0.32811999999999997,2.7691,936,32,0.68645,0.34375,0.47053999999999996,664,32,0.68013,0.3125,1.203,860,32,0.66492,0.3125,-1.3466,1280,32,0.66175,0.3125,1.1604,1148,32,0.6570699999999999,0.3125,-2.1263,80,32,0.6520199999999999,0.34375,1.8509,1052,32,0.64886,0.3125,-1.3204,568,32,0.6130899999999999,0.3125,-0.69711,1436,2.4795,4.4057,5.9837,6.8379,6.8234,6.2664,5.5067,4.7336,3.9447,3.0571,2.1144,1.2612,0.6026199999999999,0.21349,0.029537,abnormal
32,0.099397,0.40625,-0.029743000000000002,348,32,0.09552000000000001,0.4375,-3.0037,960,64,0.09477999999999999,0.48438000000000003,2.2389,1136,32,0.09172000000000001,0.40625,2.8019,524,256,0.084749,0.46875,-0.93826,256,32,0.076484,0.46875,2.4364,740,256,0.08085,0.3125,-0.1451,0,256,0.077674,0.41016,-2.6493,480,32,0.075624,0.40625,-2.8738,908,128,0.075113,0.49218999999999996,2.3065,80,64,0.072499,0.46875,-2.6388,24,128,0.072422,0.42188000000000003,-1.7822,1264,256,0.070381,0.37109000000000003,-1.3365,576,128,0.069082,0.48438000000000003,-1.3742,160,64,0.067676,0.35938000000000003,1.2715,232,1.8204,2.4082,2.702,2.8335,2.798,2.6427,2.4096,2.2039,1.9715,1.7032,1.2930000000000001,0.87208,0.52855,0.28983000000000003,0.095256,abnormal
64,2.1265,0.125,-2.03,680,64,1.8798,0.14062,1.0288,864,32,1.4944,0.1875,2.6707,1388,64,1.3973,0.125,0.34475,480,128,1.334,0.13280999999999998,1.6249,1456,256,1.3039,0.13280999999999998,-1.4088,224,64,1.1938,0.125,1.9975,1608,128,1.1888,0.14844000000000002,0.9102399999999999,352,64,1.1488,0.125,1.0469,1032,32,1.114,0.15625,-2.345,956,128,1.0735,0.11719,-2.0589,368,256,1.0135,0.12891,0.8583200000000001,704,256,1.0037,0.13280999999999998,-0.14599,1280,32,0.92442,0.3125,1.5272,420,32,0.9112299999999999,0.15625,-0.22976999999999997,0,1.111,2.0412,2.7072,3.4599,4.0042,4.3398,4.3858,4.2185,3.6688,3.0803,2.3413,1.6387,1.0243,0.5636899999999999,0.26347,normal
128,1.7751,0.14062,-2.3834,512,32,1.7784,0.1875,-1.379,508,32,1.5029,0.15625,1.6147,860,32,1.4526,0.15625,2.8237,716,32,1.3059,0.15625,0.091821,1004,32,1.2892,0.21875,2.3992,540,64,1.1787,0.14062,2.0066,368,128,1.1389,0.34375,-0.67772,592,32,0.97101,0.15625,0.8317200000000001,1604,32,0.9450700000000001,0.28125,2.0735,652,128,0.9327799999999999,0.125,1.311,480,32,0.8897700000000001,0.1875,1.7958,492,64,0.8531200000000001,0.125,1.7545,656,64,0.80696,0.125,-2.0004,1136,32,0.7518600000000001,0.15625,1.3723,400,1.4428,2.3417,3.1273,3.9888,4.6242,4.9554,5.0024,4.6951,4.218999999999999,3.4246,2.5889,1.7936,1.0802,0.58896,0.23296999999999998,abnormal
32,2.2803,0.15625,0.67643,1316,32,1.6363,0.1875,-1.054,128,32,1.5393,0.15625,-1.6946,1524,32,1.3668,0.125,1.319,1744,32,1.348,0.15625,-1.9796,292,32,1.2132,0.25,-1.4745,1744,32,1.1459,0.15625,0.90295,920,32,1.1206,0.15625,-1.5169,24,32,1.0433,0.15625,-1.0366,1168,32,1.0338,0.1875,0.18509,1744,32,0.9313600000000001,0.15625,-1.0155,708,64,0.8626,0.125,2.9548,1008,32,0.8316600000000001,0.25,-0.80045,1316,64,0.8213600000000001,0.125,2.7217,104,32,0.81698,0.34375,-0.18349000000000001,1744,0.93655,1.8263,2.3143,2.9574,3.4344,3.6864,3.7325,3.5403,3.1438,2.6076,1.9829,1.4138,0.89141,0.46681000000000006,0.26374000000000003,abnormal
32,1.8523,0.15625,0.84285,1312,64,1.4665,0.125,-0.73037,912,32,1.3928,0.15625,-0.6145,184,32,1.2631,0.15625,1.7088,1644,32,1.2243,0.15625,-2.2001,992,32,1.1269,0.15625,-0.68743,1476,64,1.1131,0.14062,0.35125,480,128,1.1118,0.125,0.57491,64,32,1.0642,0.15625,-0.94058,1148,32,1.0087,0.1875,-1.6903,824,128,1.003,0.125,-2.8825,1360,32,0.9064200000000001,0.125,0.8312299999999999,268,32,0.8748600000000001,0.15625,0.069738,1248,32,0.83354,0.15625,-1.9589,584,32,0.8085600000000001,0.15625,-0.61857,340,0.7925,1.6324,1.7924,2.3676,2.6216,2.8015,2.7466,2.6065,2.3383,1.9648,1.541,1.1068,0.73933,0.40986000000000006,0.2384,normal
32,1.6917,0.21875,-2.5654,756,128,1.3758,0.13280999999999998,1.1077,16,64,1.3224,0.14062,1.16,824,32,1.3166,0.1875,2.9753,1412,128,1.2895,0.11719,0.28321999999999997,1632,64,1.2489,0.125,0.68152,264,32,1.0707,0.15625,-1.5478,1124,64,1.0364,0.14062,1.4138,616,32,0.9139700000000001,0.15625,-2.1589,1476,32,0.84119,0.15625,-0.43699,752,32,0.81376,0.21875,-1.9032,20,32,0.7336199999999999,0.1875,0.12337999999999999,68,256,0.71424,0.12891,-1.1537,32,64,0.6795,0.125,-0.6208199999999999,328,256,0.6754100000000001,0.13672,0.9070799999999999,1152,0.8983399999999999,1.9001,2.3437,3.0449,3.4916,3.7438,3.8289999999999997,3.6201,3.2665,2.6792,2.0981,1.4938,0.94731,0.49201999999999996,0.26466999999999996,normal
64,2.1733,0.125,-1.5565,1080,64,2.1069,0.125,2.2237,296,64,2.0713,0.125,2.0385,872,64,1.7791,0.125,-2.1126,696,64,1.6125,0.14062,0.80103,1152,64,1.4789,0.14062,-0.83835,1360,64,1.3442,0.125,3.0772,1280,32,1.3325,0.125,-0.039304,972,32,1.2875,0.15625,2.1298,388,32,1.2258,0.1875,2.662,896,64,1.1552,0.14062,0.33357,168,32,1.0944,0.125,-0.5402,108,32,0.89125,0.1875,-0.4323,1572,32,0.8912200000000001,0.1875,2.1156,708,128,0.8490700000000001,0.14062,-2.3902,464,0.7037899999999999,1.6093,1.7379,2.3319,2.4795,2.7135,2.6524,2.4971,2.2247,1.8353,1.43,1.0632,0.67473,0.36027,0.20057,normal
64,2.8227,0.14062,-2.365,1424,32,2.7074,0.15625,-2.5171,1212,32,2.4997,0.15625,0.41684,992,64,2.2974,0.14062,1.291,32,64,2.0042,0.125,2.0168,600,32,1.9902,0.15625,-1.9506,236,32,1.6092,0.15625,0.19116,428,32,1.4013,0.15625,0.17573,1660,32,1.3333,0.125,2.2671,116,32,1.1715,0.15625,-0.8644700000000001,1064,64,1.1164,0.125,-1.2597,304,32,1.0979999999999999,0.15625,1.3138,1516,32,1.0847,0.125,1.9707,796,32,1.056,0.15625,-0.7490399999999999,1288,32,1.0329,0.15625,-1.8007,868,0.71548,1.4562,1.6101,2.0813,2.2407,2.2702,2.3044,2.0555,1.8414,1.5016,1.1379,0.812,0.53497,0.30833,0.16729000000000002,abnormal
64,2.3581,0.14062,1.4037,1344,32,2.1497,0.15625,2.7736,744,32,1.9783,0.15625,-0.4688,668,32,1.8846,0.15625,-2.0877,468,64,1.8296,0.14062,0.6825899999999999,528,64,1.8186,0.15625,-1.932,1056,64,1.8168,0.15625,-2.8058,856,64,1.7807,0.14062,-0.21459,1696,32,1.7185,0.15625,-1.4313,1284,32,1.5546,0.15625,0.37916,1568,32,1.5346,0.15625,1.0522,352,32,1.2355,0.15625,-2.8662,940,128,1.2099,0.16405999999999998,-2.5304,96,64,1.1181,0.14062,1.8573,264,32,1.0251,0.15625,2.7739999999999996,680,0.9353600000000001,1.7291,2.1401,2.7375,2.9275,3.182,3.1202,2.9434,2.457,2.0393,1.5005,1.0556,0.62455,0.35297,0.14836,normal
32,2.4307,0.1875,2.8742,1076,32,2.07,0.15625,-1.6745,276,64,1.6969999999999998,0.14062,0.6223,24,32,1.6799,0.15625,-2.6701,1420,32,1.6625,0.15625,0.23539000000000002,120,32,1.5601,0.15625,-2.3686,904,128,1.4846,0.125,2.2105,304,32,1.4157,0.21875,-3.029,1304,64,1.4154,0.20312,2.3626,816,64,1.386,0.14062,0.025606999999999998,968,32,1.3477,0.15625,2.0688,1220,64,1.2943,0.14062,2.4851,192,64,1.2287,0.20312,-3.0787,344,256,1.2097,0.125,-1.4124,1504,32,1.1705,0.15625,-0.16157,1064,1.0154,1.8956,2.3684,3.0661,3.4843,3.7618,3.7266,3.5091,3.0989,2.4998,1.9108,1.3299,0.85345,0.42891999999999997,0.22737,abnormal
64,2.9613,0.125,-2.3033,112,64,2.6137,0.125,0.73215,512,64,2.3678,0.125,1.3345,832,64,2.2329,0.125,2.4504,904,32,2.229,0.15625,-1.395,1120,64,2.06,0.125,-1.9869,56,64,2.0004,0.14062,0.9801799999999999,1648,128,1.9172,0.13280999999999998,1.6425,208,64,1.8552,0.14062,1.6409,440,64,1.8398,0.14062,1.3231,304,32,1.6337,0.125,-2.173,1328,128,1.6086,0.14062,1.1858,512,64,1.5323,0.125,-2.4081,1048,64,1.3683,0.14062,2.7692,1248,256,1.2273,0.15234,-0.23744,384,0.8716299999999999,1.5311,2.1519999999999997,2.6476,2.9601,3.2491,3.3156,3.1223,2.7936,2.3795,1.8419999999999999,1.3022,0.84398,0.49699,0.2598,normal
32,2.0328,0.15625,-1.3425,1632,32,2.0072,0.15625,0.34952,692,64,1.9173,0.14062,-1.5008,56,32,1.6815,0.125,2.6852,1168,64,1.6408,0.14062,-1.1774,216,32,1.4873,0.15625,-2.3053,776,32,1.4251,0.15625,-2.0344,1480,64,1.4247,0.14062,-0.24944000000000002,296,32,1.1711,0.15625,0.6479600000000001,1720,64,1.1664,0.14062,0.43238000000000004,920,32,1.1518,0.15625,0.9203399999999999,1188,32,1.1049,0.15625,0.65603,1392,32,1.0344,0.125,-1.4981,460,32,1.0059,0.15625,1.5374,1016,32,0.9766299999999999,0.15625,2.8598,1244,0.59002,1.4746,1.5401,2.0655,2.1162,2.3447,2.1842,2.1381,1.7492,1.4898,1.1719,0.73009,0.54686,0.24747,0.14474,normal
32,2.1406,0.15625,-2.82,856,32,2.0551,0.15625,-1.6541,692,128,1.6722,0.13280999999999998,2.6319,1040,64,1.6387,0.14062,-2.338,0,128,1.5707,0.14844000000000002,2.4418,1536,32,1.3877,0.15625,2.6899,232,32,1.22,0.1875,2.0034,368,64,1.2154,0.15625,1.6946,1008,128,1.1825,0.13280999999999998,-2.8138,1248,256,1.1811,0.13280999999999998,-0.64878,704,128,1.1721,0.125,2.7089999999999996,304,32,1.126,0.125,-1.8014,1736,32,1.0805,0.15625,-2.1169,1672,64,1.0275,0.125,-1.2265,1536,128,0.92455,0.14844000000000002,-1.5629,688,1.1332,2.0851,2.7133,3.457,4.0063,4.3309,4.3948,4.1719,3.7247,3.1145,2.3541,1.685,1.0538,0.5139,0.28196,abnormal
32,2.1779,0.15625,-2.9947,948,128,1.6005,0.13280999999999998,3.0541,832,32,1.5512,0.15625,-1.646,120,32,1.3879,0.15625,1.8539,1632,64,1.2891,0.125,2.3945,512,32,1.2847,0.25,-1.4375,276,64,1.2378,0.15625,0.9830899999999999,384,32,1.2363,0.125,-0.41573000000000004,1220,64,1.181,0.125,1.1745,1344,32,1.1547,0.15625,2.9229,8,32,1.1387,0.15625,1.8336,1020,64,1.1138,0.125,-0.51069,472,32,1.0989,0.25,2.1498,1216,256,1.0908,0.12109,1.743,192,32,1.0261,0.28125,-2.9202,196,1.3109,2.1841,2.938,3.7988,4.3971,4.769,4.8497,4.5635,4.085,3.3807,2.5777,1.7854,1.1406,0.59906,0.26898,normal
64,2.6287,0.125,-0.74232,1288,64,2.228,0.14062,2.1637,528,64,2.0815,0.125,-1.3054,1464,64,1.7878,0.125,-2.9614,136,64,1.7189,0.14062,-2.3021,336,32,1.6585,0.15625,1.6805,936,64,1.5091,0.125,-3.1414,728,128,1.3594,0.125,1.6943,1328,64,1.2003,0.14062,0.87915,1112,64,1.138,0.125,-0.59692,1640,64,1.1222,0.1875,0.37012,520,64,1.1218,0.14062,-2.3975,216,32,1.061,0.15625,-0.9839200000000001,20,256,1.0608,0.125,0.8312,288,64,1.0304,0.15625,-1.5371,976,0.63098,1.5968,1.78,2.3483,2.5519,2.7687,2.6782,2.5140000000000002,2.1088,1.7423,1.286,0.8824700000000001,0.53933,0.26322,0.13918,normal
