atomLen1,atomAmp1,atomFreq1,atomPhase1,atomPos1,atomLen2,atomAmp2,atomFreq2,atomPhase2,atomPos2,atomLen3,atomAmp3,atomFreq3,atomPhase3,atomPos3,atomLen4,atomAmp4,atomFreq4,atomPhase4,atomPos4,atomLen5,atomAmp5,atomFreq5,atomPhase5,atomPos5,atomLen6,atomAmp6,atomFreq6,atomPhase6,atomPos6,atomLen7,atomAmp7,atomFreq7,atomPhase7,atomPos7,atomLen8,atomAmp8,atomFreq8,atomPhase8,atomPos8,atomLen9,atomAmp9,atomFreq9,atomPhase9,atomPos9,atomLen10,atomAmp10,atomFreq10,atomPhase10,atomPos10,atomLen11,atomAmp11,atomFreq11,atomPhase11,atomPos11,atomLen12,atomAmp12,atomFreq12,atomPhase12,atomPos12,atomLen13,atomAmp13,atomFreq13,atomPhase13,atomPos13,atomLen14,atomAmp14,atomFreq14,atomPhase14,atomPos14,atomLen15,atomAmp15,atomFreq15,atomPhase15,atomPos15,LPC_Coefficient2,LPC_Coefficient3,LPC_Coefficient4,LPC_Coefficient5,LPC_Coefficient6,LPC_Coefficient7,LPC_Coefficient8,LPC_Coefficient9,LPC_Coefficient10,LPC_Coefficient11,LPC_Coefficient12,LPC_Coefficient13,LPC_Coefficient14,LPC_Coefficient15,LPC_Coefficient16,Class
114.53,5.7435,0.015419,0.88664,54.105,188.63,3.8654,0.01141,0.60659,465.26,202.11,2.7605,0.014237,-0.00042368,484.63,190.32,2.2529,0.014648,-0.10607,411.37,175.16,1.8347,0.016036,0.37596,219.05,162.53,1.4735,0.012695,0.46611,234.63,176,1.3555,0.016345,0.074602,277.68,229.89,1.2251,0.017784,0.50916,310.11,203.79,1.1192,0.01141,0.65572,357.26,179.37,0.97094,0.01506,-0.12293,410.84,243.37,0.91696,0.013929,0.17593,319.37,210.53,0.80186,0.021484,0.43018,325.26,255.16,0.71373,0.014648,-0.056862,415.79,192,0.6712,0.019531,0.47719,391.58,153.26,0.58853,0.022101,-0.034296,296.21,-0.54089,-0.27315,-0.091804,0.018167,0.071131,0.081279,0.066508,0.043132,0.018477,0.0020503,-0.0083557,-0.012943,-0.012697,-0.0054645,0.0093918,abnormal
126,3.8567,0.026367,-0.79489,47.5,186,2.8022,0.016479,0.56915,212.5,235,2.0798,0.013855,0.26711,277.75,220,1.7547,0.014526,0.49278,255.12,199,1.6298,0.015808,0.58737,247.25,210,1.3403,0.014526,0.0091092,347.12,243,1.2328,0.015869,-0.19806,319.88,211,1.1416,0.014526,0.26366,368.5,231,1.0521,0.016479,-0.25873,253,167,0.84394,0.015076,0.67594,361.12,189,0.8516,0.021057,0.39314,294.38,222,0.72239,0.020508,0.37396,298.25,230,0.66923,0.019531,0.30362,342,201,0.62324,0.021729,0.24325,335.62,191,0.55736,0.022949,0.49968,306.12,-0.58925,-0.28501,-0.086128,0.032378,0.083693,0.089146,0.070538,0.050092,0.016246,-0.0048474,-0.019924,-0.026084,-0.019893,-0.00080916,0.029457,abnormal
256,3.5494,0.012233,-0.0082371,236.63,240.84,2.7237,0.013877,-0.14746,410.32,225.68,2.3118,0.013466,0.059903,408.42,274.53,1.8016,0.013055,-0.31929,353.26,254.32,1.6225,0.011667,-0.041046,306.74,236.63,1.4156,0.01213,0.24028,447.79,176,1.216,0.011308,0.89666,436.95,231.58,1.0534,0.015985,0.035687,334.11,195.37,0.93971,0.014905,0.064953,371.47,207.16,0.84519,0.015419,0.59476,435.16,217.26,0.74794,0.015831,0.35705,440.95,154.11,0.67755,0.018246,0.3734,282.74,202.95,0.60274,0.014751,-0.3417,371.05,162.53,0.57177,0.017784,0.62753,395.37,267.79,0.5414,0.019428,0.084243,344.63,-0.57295,-0.24328,-0.097496,-0.01222,0.036724,0.04547,0.043821,0.036065,0.02725,0.018746,0.010648,0.004055,-0.0019936,-0.0052889,-0.0045982,abnormal
156.9,6.9526,0.0089466,1.2966,30.452,187.87,4.1179,0.016633,0.068472,539.61,115.61,2.7874,0.0093246,0.11763,135.48,215.74,2.3492,0.015751,-0.30711,300.65,205.42,1.859,0.013798,0.20767,325.68,218.84,1.6823,0.014365,0.48855,332.9,307.61,1.5441,0.014302,-0.82486,288,180.65,1.3037,0.016255,-0.28145,413.94,200.26,1.1287,0.014617,0.16652,311.48,217.81,1.0057,0.01594,0.78905,329.42,239.48,0.97104,0.020917,0.34303,305.29,184.77,0.8931,0.017263,0.029449,370.71,157.94,0.78228,0.014239,0.50851,301.42,174.45,0.75407,0.022114,-0.288,317.03,213.68,0.67059,0.019216,0.27288,367.1,-0.50286,-0.24772,-0.10445,-0.014941,0.034136,0.053175,0.053584,0.048671,0.030189,0.020791,0.010518,0.00072113,-0.0060233,-0.0067566,-0.0020011,normal
180.21,4.2183,0.024568,-0.084029,652.21,160,2.0051,0.02205,-0.24794,445.89,168.42,1.5256,0.017064,-0.010033,117.26,160,1.3011,0.018144,0.027481,215.16,211.37,1.0728,0.016396,0.10642,410.21,157.47,0.89459,0.018606,0.75054,457.68,187.79,0.74886,0.018298,-0.10876,350,238.32,0.66665,0.017218,0.27415,352.84,223.16,0.5949,0.017681,-0.093238,324.53,236.63,0.5498,0.01876,0.35311,316.63,219.79,0.51225,0.017424,-0.12851,299.26,150.74,0.47499,0.020868,0.5478,353.37,194.53,0.38806,0.018606,0.59564,352.53,186.95,0.37352,0.019428,0.10423,359.79,214.74,0.34071,0.020816,-0.48302,244.84,-0.6618,-0.22,-0.059444,0.057635,0.070013,0.061723,0.034384,0.018842,0.01284,0.0091326,0.005843,-0.00023216,-0.0087846,-0.0069902,0.0080699,abnormal
192,6.1358,0.021307,0.4282,8,142.55,3.3961,0.021839,0.6908,106.91,162.91,2.3594,0.017756,-0.10075,242.55,138.18,2.1095,0.015891,0.084356,181.64,199.27,1.5717,0.01527,0.13978,128.73,218.18,1.3643,0.016246,-0.04676,253.27,173.09,1.1814,0.014027,0.11094,236.18,241.45,1.0338,0.016069,-0.091158,367.27,189.09,0.82479,0.012873,-0.66469,385.45,184.73,0.74748,0.019176,-0.38814,268.36,256,0.69715,0.014382,-0.50452,294.18,200.73,0.64922,0.02033,0.21123,206.91,208,0.56572,0.023082,0.25458,317.64,178.91,0.51111,0.019709,0.48412,320.73,235.64,0.46547,0.019531,-0.15787,333.27,-0.56202,-0.2649,-0.067242,0.041044,0.07456,0.07114,0.050319,0.030091,0.015328,0.0065974,-0.00096237,-0.0081235,-0.012309,-0.007337,0.010941,abnormal
102.4,4.1666,0.019308,-0.68853,21.943,138.97,2.0386,0.015737,0.40953,400.91,124.34,1.6327,0.016741,0.041744,167.77,138.97,1.1488,0.017076,0.51856,129.71,196.57,0.87694,0.017801,0.58765,188.11,167.31,0.80522,0.018025,0.46353,291.54,178.29,0.66572,0.014788,0.15829,310.86,169.14,0.58648,0.01942,0.094209,363.43,196.57,0.53818,0.016295,0.17922,310.4,224.91,0.44986,0.014174,0.17505,294.29,164.57,0.42466,0.018248,0.22371,343.66,201.14,0.36399,0.018583,0.49067,255.77,166.4,0.32358,0.021931,0.25626,298.29,196.57,0.29926,0.023717,-0.02831,303.2,164.57,0.28421,0.02221,-0.20219,237.83,-0.80915,-0.24953,-0.0014201,0.097943,0.10868,0.073775,0.035683,0.012098,-0.014263,-0.018029,-0.021159,-0.010352,-0.0050481,0.011132,0.031026,normal
198.98,5.9724,0.014702,0.62397,69.382,138.47,4.5006,0.01598,0.48429,194.33,148.95,3.6569,0.01527,0.71326,292.22,259.49,2.4713,0.012358,0.33455,176.29,250.76,2.0527,0.013352,0.36221,228.51,183.85,1.7028,0.018608,0.17241,258.04,199.56,1.4409,0.018643,-0.096155,258.69,168.73,1.2574,0.019886,0.64509,300.51,180.95,1.0849,0.019247,0.2281,225.38,180.95,0.96673,0.016832,0.50433,282.91,158.84,0.81905,0.019141,-0.12216,302.69,197.24,0.72063,0.0212,-0.0092594,238.91,152.44,0.66354,0.021023,0.34728,252.36,181.53,0.58183,0.017578,-0.048064,279.93,169.89,0.52994,0.023366,0.45561,224.29,-0.7612,-0.1845,-0.0037201,0.090286,0.084896,0.057271,0.027924,0.011927,0.00092063,-0.00051768,-0.0065216,-0.0097189,-0.0080065,0.00076901,0.029199,abnormal
152.77,4.1587,0.023185,0.7746,715.87,212.65,2.7171,0.015121,-0.18162,291.35,187.87,1.7109,0.015247,0.16691,317.42,161.03,1.3321,0.017263,0.35636,390.19,190.97,1.1256,0.015436,0.80672,329.03,231.23,0.92814,0.014491,-0.20235,405.94,241.55,0.8296,0.018586,0.36694,370.84,244.65,0.7413,0.016885,0.19225,473.81,218.84,0.65466,0.016066,-0.20791,369.55,244.65,0.5859,0.018019,0.18625,384,206.45,0.54269,0.018397,0.25765,393.94,218.84,0.49349,0.013357,0.35255,485.03,200.26,0.44461,0.020665,-0.31728,406.45,221.94,0.39352,0.015688,0.25104,312,170.32,0.36186,0.016066,-0.31137,442.84,-0.6034,-0.25804,-0.11802,-0.010452,0.042277,0.065036,0.065184,0.048905,0.036067,0.016701,0.00031611,-0.010959,-0.015183,-0.011114,0.0048171,abnormal
169.93,4.3751,0.015086,-0.72051,41.655,123.59,3.0666,0.018858,-0.19173,41.379,228.41,1.4702,0.014345,-0.092035,151.17,184.28,1.1388,0.018117,-0.26406,354.62,246.07,0.95961,0.010506,0.49516,227.31,194.21,0.85455,0.014952,-0.44294,340.69,212.97,0.69328,0.012796,-0.043941,266.34,219.59,0.61415,0.020339,0.46957,258.9,205.24,0.52138,0.015019,0.40749,235.59,220.69,0.46234,0.016433,0.3893,186.48,205.24,0.43033,0.017511,0.18096,306.07,235.03,0.38843,0.020946,-0.11022,206.34,232.83,0.36219,0.01805,-0.25873,338.76,207.45,0.34654,0.016568,-0.20322,355.03,184.28,0.31796,0.017848,-0.0097544,418.34,-0.59646,-0.21771,-0.075851,0.017443,0.048668,0.056842,0.049478,0.036732,0.022356,0.010188,0.0031646,0.00070907,-0.0010015,-0.0041653,-0.0056879,abnormal
130.78,5.8066,0.015455,0.41125,34.087,154.43,4.6768,0.018342,0.36535,113.74,150.26,3.9598,0.018173,0.0064323,287.3,212.87,3.1921,0.019531,0.05963,298.43,222.61,2.6363,0.018342,0.13744,361.74,274.09,2.3383,0.016474,-0.35593,308.52,193.39,2.1063,0.016474,-0.022213,226.78,272.7,1.9123,0.014776,0.018856,351.3,233.74,1.8233,0.018852,0.16231,237.22,250.43,1.6369,0.018088,0.085137,412.17,182.26,1.5426,0.019701,-0.66547,400,224,1.2955,0.022503,0.246,262.26,187.83,1.1924,0.015031,0.10902,526.61,219.83,1.1654,0.016219,-0.43023,297.74,226.78,1.0139,0.021315,-0.39312,388.7,-0.64183,-0.25272,-0.046884,0.051422,0.082923,0.076151,0.052323,0.030412,0.00097177,-0.0047948,-0.0096632,-0.008703,-0.0025494,0.0074487,0.018958,abnormal
96,5.2948,0.019531,-0.029206,7.6667,114.67,3.6645,0.01888,-0.41202,21,182.67,2.2722,0.016032,-0.70956,55.333,192,1.8353,0.017334,0.08471,95.667,162.67,1.4688,0.024577,0.52526,180,230.67,1.3227,0.020264,0.12383,209.5,164,1.0847,0.026204,0.57957,226,129.33,0.98316,0.029297,0.3311,225.5,140,0.92128,0.025879,0.30945,291.17,181.33,0.82828,0.022705,0.50514,238.67,114.67,0.72792,0.032715,0.32645,301.5,117.33,0.70701,0.027588,0.015754,217.5,141.33,0.60311,0.030355,0.13276,214,196,0.58899,0.02596,0.14241,171.17,140,0.5381,0.03304,0.11131,267.17,-0.62044,-0.15365,0.03089,0.076865,0.048831,0.042691,0.040842,0.045767,0.031659,0.018779,0.0015479,-0.0041131,0.0021761,0.0090001,0.010642,abnormal
199.76,4.3953,0.014915,0.29201,311.52,174.55,3.3051,0.014086,0.32079,254.79,203.64,2.0575,0.013909,-0.00033695,199.52,226.91,1.5566,0.013909,-0.0035591,246.06,153.21,1.3132,0.018348,0.36419,302.06,245.33,1.1923,0.011778,-0.28015,198.3,174.55,0.95486,0.017874,-0.41785,259.52,155.15,0.82032,0.011896,0.57694,423.88,210.42,0.73627,0.013139,-0.050671,187.64,221.09,0.73498,0.016098,0.22487,291.76,181.33,0.63769,0.01888,0.53326,354.79,170.67,0.56432,0.016809,0.033418,357.33,189.09,0.52244,0.019709,0.12267,365.58,188.12,0.44769,0.019768,0.88244,309.7,187.15,0.40439,0.022135,0.58194,285.82,-0.50231,-0.20158,-0.1013,-0.013289,0.03396,0.053823,0.055242,0.043027,0.033307,0.015134,0.0066902,-0.0035646,-0.0073906,-0.0049516,0.0029276,normal
206.4,6.3055,0.012939,0.2174,173.8,187.2,4.0144,0.0146,0.35171,414.6,208,2.9288,0.015283,0.0065609,398,224,2.4848,0.012207,0.22481,330.9,219.2,1.9678,0.013818,-0.31364,274.8,248.8,1.682,0.013623,0.3779,227.8,198.4,1.4257,0.01416,0.59578,336.1,174.4,1.2555,0.01167,0.65976,421.4,185.6,1.1143,0.013623,0.20257,286.9,192.8,0.92514,0.01543,-0.025263,382.4,177.6,0.86776,0.018018,-0.23075,325.2,210.4,0.73493,0.015918,0.35487,393.6,186.4,0.66251,0.017578,0.047209,341.6,208.8,0.61691,0.017383,0.17827,355.2,200.8,0.54071,0.018652,0.56108,367.3,-0.75324,-0.2695,-0.039611,0.066767,0.093123,0.078211,0.048889,0.020515,0.0013548,-0.0080146,-0.010811,-0.0087709,-0.0040317,0.0039003,0.01172,abnormal
129.78,6.9211,0.02322,-0.63077,20.444,135.11,2.2481,0.022678,-0.20705,52.667,121.78,1.5476,0.02653,0.8899,39.556,239.11,1.1258,0.016493,-0.018587,112,186.67,0.89808,0.010471,0.64087,190,200.89,0.76705,0.012804,0.34906,168.44,195.56,0.68892,0.019151,0.14734,210.11,193.78,0.61809,0.018338,-0.034657,194.44,173.33,0.54894,0.016385,0.30481,258.78,132.44,0.45007,0.017904,0.14135,363.11,143.11,0.4088,0.020074,0.46319,227.22,133.33,0.36688,0.021267,-0.30234,259.11,161.78,0.31808,0.022732,0.030605,301.67,144,0.29835,0.023872,-0.44772,217.89,174.22,0.2676,0.021484,0.16671,319.56,-0.4876,-0.16835,-0.078417,0.035239,0.055299,0.071153,0.053078,0.042349,0.026153,0.013482,0.0029221,-0.0084384,-0.012115,-0.0099949,0.0071266,normal
224,2.3241,0.018359,0.02239,602.67,192,1.3808,0.013997,-0.40465,65.867,170.67,0.97159,0.017513,-0.10641,257.6,149.33,0.76763,0.014779,0.089116,292,164.27,0.70781,0.015495,0.23165,474.4,233.6,0.59507,0.016992,0.63871,300,168.53,0.50591,0.017383,-0.25403,334.67,199.47,0.44894,0.019336,0.075492,351.73,228.27,0.39381,0.013477,0.12085,232.67,186.67,0.36138,0.019271,0.021023,337.33,209.07,0.33494,0.017839,-0.043407,340.4,146.13,0.31042,0.023047,0.49444,270.67,204.8,0.26779,0.016536,-0.5049,362.4,188.8,0.22815,0.015234,-0.20877,396,202.67,0.2204,0.019206,0.025684,309.07,-0.67212,-0.18168,-0.063114,0.038406,0.064855,0.065049,0.050028,0.02937,0.0123,0.015009,-0.010649,-0.0058214,-0.0097935,-0.0020819,0.01011,normal
197.05,5.4807,0.016961,0.30104,365.26,173.47,4.0567,0.016293,-0.27078,186.74,179.37,2.6476,0.015625,-0.35847,200.21,168.42,2.2265,0.014597,-0.58901,224,142.32,1.727,0.014854,-0.30577,221.79,154.11,1.6301,0.016036,-0.30044,250.32,212.21,1.4057,0.018709,-0.31471,246.53,165.05,1.2922,0.015625,-0.14378,257.68,178.53,1.1035,0.018041,0.17004,353.79,197.89,0.94367,0.018246,0.25244,317.68,189.47,0.81177,0.017732,0.16296,314.11,201.26,0.78067,0.022975,0.089913,230.53,178.53,0.67371,0.021741,0.54299,312.95,154.95,0.65031,0.024311,0.45553,264.63,116.21,0.55086,0.021896,0.51345,279.26,-0.57954,-0.232,-0.049886,0.040149,0.069296,0.064486,0.046926,0.028412,0.014232,0.004127,-0.0021562,-0.0043466,-0.0021409,0.006494,0.017274,normal
