,MFCC5_Dias,MFCC5_Sys,MFCC6_S2,MFCC5_S2,MFCC6_S1,MFCC6_Sys,MFCC6_Dias,MFCC5_S1,MFCC2_S2,MFCC4_S2,MFCC3_Dias,MFCC13_Dias,MFCC2_S1,MFCC7_Sys,MFCC7_Dias,MFCC9_Dias,MFCC1_S1,MFCC12_Dias,MFCC1_S2,MFCC4_Sys,MFCC11_Dias,MFCC13_Sys,MFCC2_Dias,MFCC3_Sys,MFCC9_S1,MFCC4_S1,MFCC4_Dias,MFCC1_Dias,MFCC9_Sys,MFCC14_Dias,MFCC10_Dias,MFCC9_S2,MFCC8_Dias,MFCC14_Sys,MFCC3_S2,MFCC12_Sys,MFCC7_S2,MFCC10_Sys,MFCC11_Sys,MFCC2_Sys,MFCC3_S1,MFCC10_S1,MFCC1_Sys,MFCC7_S1,MFCC10_S2,MFCC8_S1,MFCC12_S2,MFCC8_S2,MFCC14_S1,MFCC13_S1,Class
10,-0.017311,-0.21645,-0.27814,0.077472,-0.4027,-0.18055,-0.061266999999999995,-0.074837,6.1046,1.2237,1.0095,-0.040419,6.3371,-0.016373,0.062638,0.038289,-6.2211,-0.029485,-9.5516,0.95209,-0.047137,-0.061970000000000004,6.3183,1.0535,-0.047665,0.9850399999999999,1.1835,-15.59,0.032549,0.011479999999999999,-0.08734199999999999,-0.11712,-0.2594,-0.027855,1.925,0.0016885000000000001,-0.14983,-0.10951,-0.022742,6.4146,2.4229,-0.07077,-14.775,-0.28517,-0.080819,-0.20629,0.0038016999999999994,-0.27926,-0.021469,-0.038774,normal
11,-0.07803500000000001,-0.1352,0.089634,0.32265,0.10914000000000001,0.030876,0.18714,0.52973,5.7997,1.3449,1.8406,-0.08530499999999999,5.4504,0.097328,0.18135,0.091731,-9.9166,0.04584,-9.1783,1.2277,-0.034980000000000004,-0.07057999999999999,6.1425,2.0594,-0.040126999999999996,1.6076,1.3373,-17.177,0.11017,-0.0099205,-0.15718,-0.028232999999999998,-0.22202,-0.0031739,2.6845,0.046214,0.11905999999999999,-0.097968,-0.041012,6.1535,2.9577,-0.093209,-16.257,-0.038475,-0.095736,-0.15124,-0.027429000000000002,-0.055222,-0.022064,-0.058540999999999996,normal
12,-0.36296999999999996,-0.38221,0.48544,0.31048000000000003,0.085436,0.60338,0.81604,0.079672,5.2449,1.6169,-0.5,-0.0098679,5.6853,-0.078418,0.0099709,0.28913,-2.8026,-0.097611,-4.3366,1.8791,-0.013009999999999999,-0.011276000000000001,5.0713,-0.21348000000000003,0.090036,1.4536,2.0844,-8.4822,0.20256,0.00031062,-0.31665,0.09578400000000001,-0.36835999999999997,-0.0031616,1.4455,-0.050253,0.10822000000000001,-0.25039,0.014581,5.1608,1.8064,-0.09345,-7.6488,-0.16042,-0.20851999999999998,-0.38966,-0.028785,-0.3166,0.016905,-0.053332000000000004,abnormal
13,0.9073100000000001,0.09012300000000001,0.15125,0.60951,-0.24775999999999998,-0.26463000000000003,0.25125,0.25493000000000005,5.5258,1.6318,2.9912,0.018747,6.1211,-0.07960199999999999,-0.088772,-0.2221,-6.7164,0.00073796,-11.572000000000001,1.1216,-0.094289,0.0080116,5.5866,1.3062,-0.058147000000000004,1.2014,2.0871,-16.372,-0.012856999999999999,0.032934,-0.19727999999999998,-0.13934000000000002,-0.34289000000000003,0.021458,2.7581,0.0026076,0.020205,-0.14776,-0.079176,6.3252,2.5540000000000003,-0.0138,-11.32,-0.23586,-0.13671,-0.20215999999999998,-0.035786,-0.1821,-0.025737,-0.027173000000000003,abnormal
14,0.1488,0.16834000000000002,0.21151,0.23549,0.22915,0.41061000000000003,0.3955,0.43181,5.7299,1.2652,2.0495,-0.08745499999999999,5.2931,0.042115,0.058488,0.068883,-6.433,-0.076609,-4.6393,1.8517,0.060323,-0.07875599999999999,5.4786,2.1034,-0.054814,1.787,1.9958,-9.4868,0.052762,0.084578,-0.24875,0.0065772999999999995,-0.2161,0.055283000000000006,2.3223,-0.072223,0.051967,-0.21116,0.068332,5.3691,2.66,-0.17348,-8.7927,-0.015516,-0.10084,-0.1968,-0.027042,-0.14941,0.0541,-0.074337,abnormal
15,0.049712,0.035686,-0.0063774999999999995,0.21436,0.007204,0.048263,0.12568,0.31354,5.8173,1.0112,2.3508,-0.064225,5.7006,0.04363,0.11241,0.017024,-3.2093,-0.016493,-2.3129,0.8493799999999999,-0.048145,-0.07349,6.6234,2.3492,-0.058253,1.2236,0.8015,-8.3407,0.013179,-0.014496,-0.06763999999999999,-0.022428,-0.10275999999999999,-0.009038299999999999,2.6346,-0.022052000000000002,0.008517299999999998,-0.07574700000000001,-0.040449,6.3256,2.9129,-0.062788,-7.507000000000001,-0.032109,-0.029197000000000004,-0.078402,-0.026169,-0.062342999999999996,-0.010697,-0.039499,normal
16,0.19378,0.15763,0.038544999999999996,0.25683,-0.02072,0.31876,0.3081,0.48053,5.8017,1.2533,1.13,-0.030724,5.5454,0.19783,0.16395,0.034878,-10.610999999999999,-0.024919999999999998,-7.1561,1.5587,-0.050081,-0.048931,5.7296,0.74522,-0.1935,1.6474,1.8316,-15.734000000000002,0.050399,0.015482,-0.18857000000000002,-0.064782,-0.31289,0.0071131,2.1288,-0.024655,-0.071024,-0.14774,-0.044627,5.6989,2.5333,-0.12136,-14.704,-0.19963,-0.05680399999999999,-0.40342,-0.05979299999999999,-0.29088,-0.0018204999999999999,0.013253999999999998,abnormal
17,0.76543,0.56742,0.25882,0.72334,0.21436,0.10148,0.21125,0.96267,5.4208,1.5467,3.0283,-0.016627,5.2778,-0.0034493,-0.012293,-0.1151,-6.2532,-0.044287,-11.138,1.4952,-0.089642,-0.025731,5.7945,2.8994,-0.27686,1.9624,1.7116,-17.154,-0.065902,-0.0042787,-0.1125,-0.17869000000000002,-0.15897999999999998,-0.0043401,2.9552,-0.03279,0.028345,-0.075632,-0.07245800000000001,5.9282,3.2998,-0.17736,-16.214000000000002,-0.16934000000000002,-0.19408,-0.31793000000000005,-0.030479000000000003,-0.10377,0.013482,-0.015694,abnormal
18,0.33266,0.2263,0.016991,0.24234,-0.08327999999999999,0.03646,0.15615,0.3222,5.8862,1.1591,2.0517,-0.044092,5.8065,0.058865999999999995,0.11824000000000001,-0.047508,-6.8862,0.007052299999999999,-8.1558,1.4985,-0.076537,-0.03411,5.8226,1.8642,-0.098511,1.3212,1.7401,-16.033,-0.013659000000000001,0.0016224,-0.14089000000000002,-0.081312,-0.29188000000000003,0.0094349,2.3391,0.0050393999999999994,0.13738,-0.1077,-0.044413,5.8808,2.6129,-0.06743099999999999,-13.982000000000001,-0.16057000000000002,-0.094761,-0.24316999999999997,-0.022618,-0.09477000000000001,-0.007962,-0.026839,normal
19,0.044282999999999996,-0.16015,0.17840999999999999,0.08654400000000001,0.049844,0.14085,0.1027,0.2411,5.9434,0.9480700000000001,1.1644,-0.057453,5.6409,0.080832,0.06425700000000001,0.06711900000000001,-1.9234,0.006705,-2.6914,1.3189,-0.0079342,-0.041679,5.946000000000001,0.69852,-0.00066533,1.3318,1.5065,-9.426,0.11765,0.008427,-0.13857,0.069627,-0.27204,0.018774000000000002,1.2982,0.0092641,0.18487,-0.15598,0.0026849,5.6925,2.0577,-0.07409,-7.827000000000001,0.1075,-0.016692,-0.10012,-0.010681999999999999,-0.17775,-0.01916,-0.053464,abnormal
20,0.41767,0.35395,0.15407,0.5108600000000001,0.23872,0.145,0.15072,0.7761100000000001,5.9193,1.0487,2.2424,-0.039605,5.4475,0.134,0.10862000000000001,-0.071301,-10.809000000000001,-0.021294,-7.077999999999999,1.1139,-0.07860199999999999,-0.036547,6.3114,2.0887,-0.201,1.6487,1.1868,-16.089000000000002,-0.049114,-0.009980500000000002,-0.092282,-0.049086000000000005,-0.14506,-0.0073524,2.5333,-0.036744,-0.0030066,-0.093609,-0.07362,6.1384,2.8795,-0.14109000000000002,-15.115,-0.0024538,-0.057426,-0.20553000000000002,-0.053678,-0.061134,0.021601,0.005335,abnormal
21,0.45116000000000006,-0.52632,0.1839,0.26921,0.20714000000000002,0.41863999999999996,0.3597,0.67594,5.5604,1.3764,0.9279299999999999,-0.051199,5.3099,0.097637,0.24115999999999999,0.07710700000000001,-5.5736,-0.052601,-9.0147,1.4580000000000002,-0.072598,-0.019887000000000002,5.3674,-1.0751,-0.11703,1.9095,2.199,-15.735,0.28944000000000003,0.012112000000000001,-0.19353,0.020209,-0.19659000000000001,-0.020152,1.2766,-0.08555499999999999,0.11408,-0.20035999999999998,0.049335000000000004,5.3717,2.3697,-0.14865,-7.8509,-0.035825,-0.13885999999999998,-0.2974,-0.06015499999999999,-0.19146,0.035134,0.00085383,abnormal
22,0.20759,-0.32272,-0.013441999999999999,0.00010238,-0.056012,0.17837,0.097288,0.36298,5.9155,1.0585,1.7101,-0.033993,5.7656,0.077409,0.031081,-0.033995,-3.4291,-0.017903,-3.8148,1.9083,-0.06187,-0.031598,5.9181,0.4479,-0.063431,1.4904,1.808,-9.4212,0.064691,-0.0084277,-0.15838,-0.020903,-0.33304,-0.007774,1.6215,-0.048794,0.099457,-0.20269,0.0050082,5.4107,2.6567,-0.076793,-5.669,-0.13410999999999998,-0.14869000000000002,-0.21385,-0.044073,-0.13518,0.00024878,0.0060791000000000005,abnormal
23,0.40324,-1.3332,-0.40926999999999997,-0.68275,-0.3087,-0.19802999999999998,0.23792,-0.70326,5.9808,0.66374,1.7242,-0.03115,5.8913,0.42441999999999996,0.13035,-0.0073742,2.4358,-0.015891,1.9044,0.09579299999999999,-0.047873,-0.005591,5.7379999999999995,-1.6311,0.006670399999999999,0.9352799999999999,1.7907,-12.993,-0.10142000000000001,0.029937000000000002,-0.15233,0.040234,-0.25501,0.015297,-0.6218,0.08370599999999999,-0.01766,-0.57601,-0.016263,5.1003,0.44952,-0.32811999999999997,3.8246,0.22171999999999997,-0.31359000000000004,0.062397,-0.026687,-0.18098,-0.004829399999999999,0.029029000000000003,abnormal
24,0.1606,0.075213,0.23260999999999998,0.56712,0.14570999999999998,0.15704,0.26349,0.53332,5.7093,1.3352,2.0733,-0.093463,5.5282,0.13180999999999998,0.16632,0.05561900000000001,-5.0421,-0.007975399999999999,-5.7328,0.8174100000000001,-0.078814,-0.064585,6.349,1.8517,-0.12245,1.4364,1.0297,-12.737,0.026455000000000003,0.022855,-0.14907,-0.11237,-0.13602,0.014193,2.721,-2.8999999999999997e-05,0.062807,-0.10173,-0.057915999999999995,6.257999999999999,2.8458,-0.078662,-11.022,-0.07157999999999999,-0.11807999999999999,-0.20951999999999998,-0.030762,-0.13205999999999998,-0.0065979,-0.012784,normal
25,0.00098894,-0.16742,0.06929199999999999,0.2267,0.095559,0.00059278,0.17608,0.43168,5.8364,1.0056,0.9120799999999999,-0.033658999999999994,5.681,0.040706,0.12212999999999999,0.092024,-10.269,-0.081866,-9.4251,1.0434,0.034738,-0.035441,6.1707,0.8828600000000001,-0.021699,1.3424,1.2763,-15.932,0.07978400000000001,0.021745,-0.12661,0.096467,-0.16651,0.025409,1.5845,-0.068178,0.10495,-0.10121000000000001,0.028798,6.1734,2.2832,-0.026016,-14.777000000000001,0.011375,-0.019989,-0.12114000000000001,-0.069091,-0.026061,-0.010277,-0.029738999999999998,abnormal
26,0.18542,-0.023552,-0.16204000000000002,0.30196,-0.0070845,-0.15449000000000002,-0.061392999999999996,0.5757,6.0053,1.0788,1.0778,-0.050797,5.4507,0.10658,0.15068,0.035588999999999996,-5.8497,0.0057239,-11.492,1.2244,-0.039479,-0.048277999999999995,6.1728,1.3612,-0.10654000000000001,1.5514,1.3571,-17.320999999999998,0.024472999999999998,-0.0015462,-0.14032,-0.09804199999999999,-0.071166,0.0069995000000000005,1.9983,0.008883799999999999,-0.044329,-0.10117000000000001,0.00061028,5.9623,2.7475,-0.071585,-16.809,-0.12325,-0.14027,-0.17926,0.020077,-0.072042,-0.035207,-0.023972999999999998,normal
27,0.16879,0.078082,0.20142000000000002,0.3907,0.18141,0.20156,0.22053000000000003,0.5202,5.5839,1.3677,2.0344,-0.09827799999999999,5.5011,0.14265999999999998,0.09729299999999999,0.055312,-10.169,0.024487000000000002,-8.8271,1.3693,-0.038924,-0.10096000000000001,6.0661,1.9419,-0.050456,1.515,1.4378,-16.022000000000002,0.077674,0.013531999999999999,-0.18111,-0.021001,-0.22154000000000001,0.0093801,2.5283,0.0034186,0.038224,-0.13345,-0.029785000000000002,5.9546,2.7854,-0.10945999999999999,-15.501,0.06920499999999999,-0.095824,-0.1015,-0.060703999999999994,-0.11760999999999999,-0.012798,-0.063641,normal
28,-0.025794,-0.0030781999999999997,-0.036088,0.25634,-0.11897,-0.010683,-0.028754000000000002,0.044683,5.693,1.3261,1.8507,-0.062391999999999996,6.0325,0.14481,0.12788,0.012343000000000002,-9.3898,-0.018368000000000002,-9.3728,1.0993,-0.03123,-0.054113,6.3825,1.8689,0.030172000000000004,1.0502,1.1017,-15.149000000000001,-0.01112,-0.012142,-0.09348300000000001,0.044212,-0.11112999999999999,-0.033917,2.5724,-0.0055858999999999995,-0.011461,-0.056888,-0.010856000000000001,5.9534,2.2840000000000003,-0.054375,-14.075,-0.019842,0.0060796999999999995,-0.095359,-0.033708999999999996,-0.051207,-0.012498,-0.05008,normal
29,0.5831,0.28720999999999997,0.37806,0.79602,0.06866,0.2447,0.39873000000000003,0.45448,5.1159,1.6384,1.4099,-0.044745,5.7159,0.20297,0.33029000000000003,-0.1396,-5.582999999999999,-0.042947000000000006,-8.6349,1.6580000000000001,-0.10568,-0.064233,5.5558,0.93158,-0.13146,1.4565,1.7266,-12.508,0.037823,0.018447,-0.22981,-0.20162,-0.18833,-0.0038844,2.2542,-0.0091622,0.11400999999999999,-0.21619000000000002,-0.022418,5.5399,2.204,-0.13078,-11.12,0.035457,-0.18149,-0.1711,0.00027853,-0.21831,-0.0011517,-0.036885,abnormal
30,-0.23975,-0.62443,-0.19419,-0.3199,-0.25775,-0.18515,0.1132,0.040066000000000004,6.0591,0.9895,0.69855,-0.063829,6.1807,-0.18532,0.084234,0.084151,-5.6611,-0.015949,-6.2412,0.68726,0.009567399999999998,-0.06627899999999999,5.6022,-0.56648,-0.070258,1.1285,1.9592,-13.707,0.11602,0.0014639000000000002,-0.24623,0.0059469,-0.25558000000000003,0.022037,0.98961,-0.07259600000000001,0.015197,-0.17089000000000001,-0.020778,6.3765,2.0509,-0.083347,-5.7759,-0.28291,-0.10504000000000001,-0.32027,0.022531,-0.29454,0.0072943,-0.038377,abnormal
31,-0.11209000000000001,-0.15222,0.21433000000000002,0.21841999999999998,0.14009000000000002,0.42278000000000004,0.51868,0.33199,5.6397,1.1527,1.8676,-0.17156,5.5264,0.14812,0.20647,0.29729,-4.5685,0.096328,-5.627000000000001,1.4321,-0.084881,-0.17371,5.6816,1.7439,0.053501,1.4542,1.7441,-11.599,0.27598,0.09271,-0.32373,0.014284,-0.37006999999999995,0.07466,2.1149,0.069377,0.11927,-0.26654,-0.08733400000000001,5.615,2.7628,-0.083332,-10.264000000000001,-0.059096,-0.20473,-0.22271999999999997,0.019438999999999998,-0.16218,0.007606100000000001,-0.095437,normal
32,0.50627,-0.54069,0.089518,0.011723,-0.16228,0.53876,0.41825,0.45348999999999995,5.4365,1.8011,1.8624,-0.081698,5.5354,-0.028801,0.050877,0.10597000000000001,-7.0348,0.0048961000000000005,-9.6997,2.5789999999999997,-0.096856,-0.02153,5.3020000000000005,-0.1892,-0.051695000000000005,1.8646,2.3347,-16.752,0.18158,0.011099,-0.22953,0.00042294,-0.38315,-0.06168200000000001,1.5345,-0.11955999999999999,-0.08966299999999999,-0.1307,0.11182,4.579,3.1269,-0.006945300000000001,-9.3171,-0.34881,-0.12122000000000001,-0.35409,-0.014199000000000002,-0.42283000000000004,-0.047964,-0.064197,abnormal
33,0.034836,-0.068258,0.17982,0.29667,0.017931,0.042921,0.26056,0.35833000000000004,5.9258,0.9788899999999999,1.3396,-0.10379000000000001,5.9663,-0.032914,0.16523,0.10712999999999999,-3.6425,0.014143000000000001,-4.7036,0.74757,-0.039855,-0.07698200000000001,6.4881,1.5630000000000002,-0.089738,1.2654,0.79951,-8.0717,0.081626,0.021694,-0.1395,-0.040949,-0.16057000000000002,0.029536,1.9905,0.04958,0.016850999999999998,-0.08332300000000001,0.013206,6.4363,2.6763,-0.09020399999999999,-7.4775,-0.12647,-0.16931,-0.22760999999999998,-0.0014479,-0.16967000000000002,0.010477,-0.040833999999999995,abnormal
34,0.11095999999999999,0.041639999999999996,0.14805,0.35046,0.09704199999999999,0.056108000000000005,0.1077,0.46612,5.8117,1.1994,1.5765,-0.083429,5.7641,0.014708,0.020528,0.069629,-7.7396,-0.11698,-8.7851,1.0921,-0.045591,-0.078542,6.2718,1.3452,-0.053516999999999995,1.4973,1.1974,-11.824000000000002,0.034829,0.032944,0.097018,-0.012367,-0.34783000000000003,0.012556999999999999,2.2019,-0.10699000000000002,0.028049,0.12646,-0.007244400000000001,6.1997,2.4873,0.019041,-11.777000000000001,-0.06562799999999999,0.010203,-0.26304,-0.079884,-0.23135999999999998,0.015169,-0.033162,normal
35,-0.0035503999999999996,-0.60146,-0.12437999999999999,-0.12340999999999999,-0.28685,-0.018649000000000002,0.10833,0.069049,5.9066,1.1377,1.2754,-0.033479,6.0796,-0.16119,-0.012107999999999999,0.05588099999999999,-5.9794,0.00088887,-5.3097,0.68093,-0.012526,-0.060039999999999996,5.7574,-0.34067,-0.061866,1.2109999999999999,1.7773,-13.264000000000001,0.13175,-0.01962,-0.20228,0.0033493999999999998,-0.22538000000000002,0.0029429,1.4946,-0.071338,-0.042763,-0.13825,-0.00079802,6.3134,2.251,-0.062175,-5.2256,-0.27707,-0.072263,-0.30082,-0.029674000000000002,-0.25451999999999997,-0.041407,-0.0538,abnormal
36,-0.037356,-0.18997999999999998,0.011034,0.18975999999999998,-0.032682,-0.095068,0.02052,0.40484000000000003,5.6770000000000005,1.3347,1.9448,-0.045838,5.6205,0.21674000000000002,0.22357,0.03608,-7.108,-0.016939,-9.1631,1.5425,-0.064277,-0.053887,5.9107,1.6531,-0.10138,1.6669999999999998,1.6178,-13.456,0.052244000000000006,0.0020215999999999997,-0.10929000000000001,-0.0018086999999999999,-0.14417,0.007713600000000001,2.4268,-0.004399800000000001,0.044074,-0.082334,-0.038619,5.8921,2.9424,-0.095091,-13.677,-0.076083,-0.07457000000000001,-0.20238,-0.029079,-0.090643,0.0098339,-0.037334,abnormal
37,0.32049,0.36741,0.11810999999999999,0.59386,0.082617,0.072118,0.10330999999999999,0.50661,5.6985,1.3011,1.9871,-0.027507,5.6763,0.010789,0.028109,-0.10803,-5.1274,-0.017283,-4.2223,1.1143,-0.048336000000000004,0.0014169,6.227,1.9931,-0.15641,1.3831,1.2323,-8.8337,-0.10843,0.0021021,-0.11554,-0.14703,-0.23839000000000002,0.0027703000000000003,2.204,0.0062647,0.042792000000000004,-0.1375,-0.055103,6.2208,2.3533,-0.14720999999999998,-8.292,-0.042957,-0.16188,-0.20961999999999997,-0.035542000000000004,-0.096095,0.031310000000000004,0.0058263,normal
38,0.21385,0.13656,0.38683,0.5899300000000001,0.28631,0.2762,0.38487,0.52554,5.322,1.5041,0.6491100000000001,-0.027001999999999998,5.5368,0.20518000000000003,0.16735,0.026267000000000002,-18.93,-0.034959,-18.328,1.5278,-0.010634000000000001,-0.0363,5.3856,0.85759,-0.040562,1.4971,1.7216,-24.886999999999997,0.045344,-0.014591,-0.14751,-0.030407999999999998,-0.10765999999999999,-0.007475399999999999,1.8473,-0.053977,0.11507,-0.10540999999999999,-0.011262000000000001,5.5803,2.0845,-0.12227,-24.549,0.052562,-0.1151,-0.14636,-0.05171799999999999,-0.069471,-0.017564,-0.038447,abnormal
39,-0.2215,-0.36124,-0.057664,-0.35117,-0.057205,0.21204,0.32936,-0.066786,6.2151,0.88456,1.3179,-0.09173200000000001,5.8496,0.008354700000000001,0.0011470999999999999,0.27326999999999996,-4.9783,0.040373,-3.6921,1.2898,-0.017307,-0.099148,5.7381,0.8320200000000001,0.083703,1.1599,1.6014,-10.013,0.23485,0.040260000000000004,-0.24345999999999998,0.13155999999999998,-0.28936,0.044756,1.1901,0.014500999999999998,-0.006690000000000001,-0.21114000000000002,0.01569,5.8113,1.6764,-0.10851,-8.5654,-0.071006,-0.10082,-0.19698,-0.022033,-0.25101999999999997,-0.005354600000000001,-0.086453,abnormal
