MFCC1_S1,MFCC2_S1,MFCC3_S1,MFCC4_S1,MFCC5_S1,MFCC6_S1,MFCC7_S1,MFCC8_S1,MFCC9_S1,MFCC10_S1,MFCC11_S1,MFCC12_S1,MFCC13_S1,MFCC14_S1,MFCC1_S2,MFCC2_S2,MFCC3_S2,MFCC4_S2,MFCC5_S2,MFCC6_S2,MFCC7_S2,MFCC8_S2,MFCC9_S2,MFCC10_S2,MFCC11_S2,MFCC12_S2,MFCC13_S2,MFCC14_S2,MFCC1_Sys,MFCC2_Sys,MFCC3_Sys,MFCC4_Sys,MFCC5_Sys,MFCC6_Sys,MFCC7_Sys,MFCC8_Sys,MFCC9_Sys,MFCC10_Sys,MFCC11_Sys,MFCC12_Sys,MFCC13_Sys,MFCC14_Sys,MFCC1_Dias,MFCC2_Dias,MFCC3_Dias,MFCC4_Dias,MFCC5_Dias,MFCC6_Dias,MFCC7_Dias,MFCC8_Dias,MFCC9_Dias,MFCC10_Dias,MFCC11_Dias,MFCC12_Dias,MFCC13_Dias,MFCC14_Dias,Class
-6.1733,4.4255,1.6448,1.2371,0.39673,-0.007927,-0.062001,-0.17712999999999998,-0.1246,-0.12857000000000002,-0.0401,-0.014738,0.0013119000000000002,0.013705000000000002,-8.2383,5.2387,2.0488,1.6812,0.64582,0.074876,-0.036419,-0.28963,-0.20626,-0.17322,-0.08076900000000001,0.0011131,0.0088568,0.017016,-8.9483,5.656000000000001,2.0485,1.7830000000000001,0.57995,0.0012804000000000001,-0.034207,-0.28099,-0.14162,-0.15214,-0.074025,-0.0064659999999999995,-0.02207,0.026077,-9.0531,5.3554,1.9068,1.7449,0.55671,0.053219,-0.009909399999999999,-0.24946,-0.14115,-0.14790999999999999,-0.060824,-0.021582,-0.0013226,0.020208,abnormal
1.413,3.0756,-0.90761,2.2629,-0.2452,0.27676,0.11032,-0.2842,0.11553,-0.19935999999999998,0.058790999999999996,-0.043155,-0.020794999999999998,-0.0065289,0.63674,3.5285,-1.3438,2.9747,-0.48027,0.35200000000000004,0.19408,-0.3056,0.18402000000000002,-0.3041,0.030049,-0.11844,-0.011254,0.015836000000000003,0.10622000000000001,3.8072,-1.5193,3.1967,-0.53423,0.38211,0.22821,-0.35713,0.21811999999999998,-0.32268,0.013274000000000001,-0.071437,0.023684999999999998,0.019716,0.41308,3.6396,-1.4305,3.034,-0.44192,0.40365999999999996,0.17719000000000001,-0.31436,0.16094,-0.30072,0.031047,-0.10985,-0.0017170999999999998,0.01505,abnormal
-7.6599,4.4671,0.5253,1.1424,-0.15070999999999998,-0.0093277,0.1077,-0.13542,-0.014094,-0.16824,0.027469999999999998,-0.037153,-0.050295,0.025567,-8.5985,5.3078,0.37088000000000004,1.4418,-0.35908,0.088407,0.24752,-0.22851999999999997,-0.010022,-0.2005,0.034652999999999996,0.003171,-0.047427,-0.0048645,-8.6885,5.6634,0.30751999999999996,1.6085,-0.4542,0.023947,0.24561999999999998,-0.19632,-0.008293,-0.21379,0.082201,-0.023717,-0.055702,-0.0043887,-8.9754,5.4152,0.32124,1.4915,-0.36532,0.047367,0.22857,-0.21980999999999998,-0.02864,-0.20418,0.070156,-0.023672,-0.050033,0.0017759,abnormal
-1.7301,4.2057,0.68675,1.1826,0.30125,0.26491,0.51427,-0.12334,-0.2387,-0.10933,-0.051975,-0.026166000000000002,-0.0054339,-0.0032216000000000002,-3.9307,5.3356,0.78285,1.4331,0.10095,0.28643,0.6964,-0.12379000000000001,-0.17852,-0.16027,-0.043907,-0.0070638,-0.013544999999999998,0.031217,-3.9422,5.4437,0.9184,1.4758,-0.025506,0.39515,0.889,-0.14865,-0.23939000000000002,-0.15989,-0.13656,-0.065071,-0.0014109,0.022841,-3.4464,5.2116,0.50447,1.4849,0.064794,0.40665999999999997,0.6499699999999999,-0.23363,-0.1423,-0.16906,-0.09907200000000001,-0.032159,-0.008754999999999999,0.027687,normal
-1.8921,4.1528,0.58111,1.1972,0.054867,0.06687799999999999,0.20019,-0.076864,-0.017537999999999998,-0.093583,0.030693,-0.019812,-0.065042,0.0052823,-2.9528,5.0262,0.43791,1.4877,0.041423,0.18444000000000002,0.22891,-0.18262,0.068342,-0.098175,-0.012718,-0.044341000000000005,-0.073489,-0.0059134999999999995,-3.7245,5.4633,0.3988,1.8119999999999998,0.07656,0.061789,0.13622,-0.28824,-0.0059147,-0.14989,0.02246,-0.048891000000000004,-0.069871,0.014284,-3.1281,5.0315,0.16739,1.4806,0.029144999999999997,0.014387,0.17371,-0.22929000000000002,0.11208,-0.016622,-0.081131,-0.067234,-0.024256,0.002729,abnormal
-8.0019,4.3689,1.864,0.99918,0.53779,0.23089,0.16510999999999998,0.006701,-0.12757000000000002,-0.12813,-0.048441000000000005,-0.036144,-0.038997000000000004,-0.029175,-9.2503,5.3293,2.1696,1.2429999999999999,0.6267699999999999,0.25694,0.15055,-0.0082441,-0.091283,-0.11979000000000001,-0.028506,-0.039348,-0.029462000000000002,0.015263999999999998,-11.058,5.7202,2.4321,1.3313,0.70699,0.29241,0.22801,-0.0033598,-0.163,-0.13433,-0.036954,-0.010487999999999999,-0.018458000000000002,-0.02468,-9.8803,5.4806,2.0463,1.1191,0.64541,0.31761999999999996,0.24622,0.0021590999999999997,-0.14179,-0.11118,-0.024399,-0.055575,-0.075099,-0.019804,abnormal
-5.9528,4.1998,1.7657,1.3376,0.46328,0.099867,0.10968,-0.007495900000000001,-0.072163,-0.17047,-0.09361900000000001,-0.036416000000000004,-0.0099024,0.0096864,-8.7931,5.229,1.9849,1.5161,0.40681999999999996,0.16810999999999998,0.09979,-0.10958,-0.034098,-0.14914000000000002,-0.029463999999999997,0.00032498,-0.053092999999999994,-0.010232,-9.7197,5.5693,2.1383,1.8584,0.58055,0.23453000000000002,0.16291,-0.095075,-0.014093000000000001,-0.13508,-0.09623999999999999,-0.011114,-0.032737,-0.013281,-9.3751,5.3452,1.9269,1.6047,0.41806000000000004,0.21172,0.21229,-0.14817,-0.035272000000000005,-0.10955,-0.073494,-0.013775999999999998,-0.046916,-0.00040088,normal
-6.6108,4.3684,2.2698,1.1455,0.55103,0.20468,0.010795,-0.09869700000000001,-0.07367699999999999,-0.070987,-0.036012,0.0108,-0.024111,-0.052215,-9.6271,5.2977,2.7555,1.4075,0.56857,0.16742,0.018764,-0.15345,-0.13697,-0.085418,-0.058851,-0.037466,-0.0041298,0.0023958,-10.232000000000001,5.7805,3.0643,1.4957,0.59258,0.20535,0.060133000000000006,-0.09542300000000001,-0.11606,-0.12695,-0.09015,-0.0462,-0.020027,-0.006665899999999999,-9.9581,5.3924,2.8023,1.2986,0.48782,0.13598,0.0074221999999999995,-0.12115,-0.13572,-0.1251,-0.062185000000000004,-0.0077305,0.012299,-0.0087485,normal
-4.8202,4.3552,1.9047,1.0336,0.42157,0.23399999999999999,0.090255,-0.040304,0.020817,-0.088214,-0.083926,-0.073032,-0.053809,0.026924,-8.0974,5.1701,2.1855,1.3544,0.49126000000000003,0.24456,0.11974000000000001,-0.034795,-0.013686000000000002,-0.13402999999999998,-0.062966,-0.036045,-0.060240999999999996,-0.041357,-7.4939,5.5053,2.4751,1.6304,0.76912,0.36148,0.12768,-0.089921,-0.031609,-0.10923,-0.038285,-0.037116,-0.048931,-0.00092758,-9.7299,5.4401,2.0988,1.4143,0.46943,0.19152,0.096332,-0.087875,0.00149,-0.10575,-0.06828,-0.051240999999999995,-0.04545,0.0079526,normal
-5.2625,4.4487,1.706,1.1353,0.42295,0.16806,-0.005905,-0.23649,-0.09071900000000001,-0.027482999999999997,-0.0039942,0.0020552,-0.015972,-0.019781,-7.7924,5.2774,2.0137,1.3940000000000001,0.41946000000000006,0.27657,0.092088,-0.20027,-0.016517,-0.11722,-0.050329,-0.02816,-0.049634,0.039455000000000004,-8.9769,5.6711,2.1272,1.6201,0.5321600000000001,0.26195999999999997,0.14152,-0.14476,-0.031905,-0.08731900000000001,-0.01855,-0.0043552,-0.043696,-0.010556999999999999,-6.8793,5.3696,2.0469999999999997,1.5119,0.4794,0.29002,0.17631,-0.17522000000000001,-0.084413,-0.096785,-0.029462000000000002,-0.049984,-0.052515,0.012651,abnormal
-3.9942,4.5225,1.0526,0.9609,0.38333,0.2243,0.15864,-0.11755,-0.014106,-0.08012799999999999,-0.07506,-0.020346,-0.021795,-0.0098786,-4.2666,5.4043,0.9573299999999999,1.204,0.49967,0.19766,0.27744,-0.041261,-0.011878,-0.11434000000000001,-0.081795,-0.040979,-0.038536,0.0039246,-6.8017,5.7222,0.8416399999999999,1.4580000000000002,0.41463999999999995,0.20689000000000002,0.31262,-0.091763,0.064085,-0.17329,-0.089171,0.018271000000000003,-0.086711,-0.010747,-4.6035,5.4162,1.2189,1.3758,0.55477,0.16715,0.19408,-0.049627,0.003312,-0.10579000000000001,-0.1059,-0.058821000000000005,-0.041487,0.005751300000000001,normal
-1.1554,4.6384,1.1775,1.0042,0.29953,0.091059,0.15531,-0.084112,-0.039182999999999996,-0.00041823,-0.010609,-0.073764,-0.032037,0.014725,-2.9937,5.5886,1.1409,1.245,0.44711000000000006,0.16852999999999999,0.32875,-0.057548,-0.07395499999999999,-0.08419700000000001,-0.060007000000000005,-0.093628,-0.036617000000000004,0.035585000000000006,-3.2106,5.9908,1.0707,1.4484,0.3101,0.17003,0.32947,-0.13832,-0.021108000000000002,-0.095788,-0.0082135,-0.030527,-0.063716,0.035911,-2.4446,5.6178,1.0048,1.2698,0.24875999999999998,0.11897,0.25905,-0.15475,-0.03291,-0.042778,-0.054558,-0.062286,-0.038377,-0.014948,abnormal
-3.978,4.489,1.2434,1.1682,0.41568999999999995,0.17190999999999998,0.32126,0.038222000000000006,-0.026247000000000003,-0.086742,-0.10336,-0.082268,-0.04243,0.023807,-3.8068,5.3248,1.5509,1.4283,0.4677,0.27466999999999997,0.39768000000000003,0.02603,-0.038926999999999996,-0.11243,-0.08427899999999999,-0.099065,-0.068099,0.018951,-4.9659,5.6562,1.3591,1.6514,0.48588000000000003,0.21136999999999997,0.44766000000000006,0.021592,-0.016107,-0.086108,-0.0653,-0.084636,-0.07235599999999999,-0.0018522999999999999,-4.8598,5.3641,1.0929,1.4829,0.30573,0.18114,0.41803,-0.050712,0.025981999999999998,-0.045533,-0.044176,-0.025852999999999998,-0.060421,-0.033101,normal
-4.5663,4.1871,1.9767,1.3609,0.60065,0.19288,-0.027408,-0.11506,-0.11475999999999999,-0.10830999999999999,-0.023356000000000002,-0.013196000000000001,0.038517,0.022531,-8.513,5.0445,2.3069,1.6702,0.7614,0.28998,0.06387000000000001,-0.13392,-0.07369400000000001,-0.13097,-0.060538999999999996,0.015609,-0.019681999999999998,-0.0033705,-8.6022,5.2846,2.3271,1.9405,0.72337,0.13229000000000002,0.03286,-0.16774,-0.086792,-0.18161,-0.12397000000000001,-0.028038,0.020814,0.051947,-7.6836,5.1337,2.3375,1.7949,0.66374,0.20815,0.047409,-0.1913,-0.060903,-0.12025999999999999,-0.0599,-0.004137600000000001,-0.024699000000000002,0.019021,normal
-4.7895,4.7752,2.0402,0.80383,0.40487,0.1109,-0.10680999999999999,-0.17302,-0.049249,0.018413,-0.005619699999999999,-0.041416,-0.031205,-0.028845999999999997,-6.8417,5.5453,2.5202,1.1505,0.63758,0.27414,-0.0019037,-0.077796,0.007404300000000001,-0.011868,-0.064515,-0.06310700000000001,0.0019239,0.012884,-6.9833,6.1089,2.5962,1.0852,0.59454,0.18504,-0.16084,-0.22699,-0.0243,0.0027156,-0.073306,-0.08251900000000001,-0.021196,0.0094949,-6.765,5.9046,2.5585,1.0549,0.5714199999999999,0.1883,-0.10705,-0.16355,-0.016004,0.012184,-0.032908,-0.048183,-0.031686,-0.029517,abnormal
-4.623,4.663,1.9180000000000001,0.8985200000000001,0.42345,0.13382,0.056525,-0.071865,-0.09048400000000001,-0.025403,0.014012,-0.021255,-0.023024,0.006794800000000001,-5.55,5.6078,2.4473,1.1434,0.61869,0.27714,0.14917,-0.051878999999999995,-0.15242999999999998,-0.1046,-0.055948000000000005,-0.064747,-0.035443999999999996,-0.0092551,-7.034,5.914,2.5099,1.1943,0.64125,0.21522,0.09722,-0.027207,-0.10628,-0.10411,-0.043536,-0.020225,-0.058636,-0.065398,-7.2324,5.8217,2.2578,1.0433,0.49778,0.16249,0.12132000000000001,-0.041250999999999996,-0.087742,-0.084351,-0.07486699999999999,-0.026652,-0.0097456,-0.010445,normal
-2.8197,4.2063,0.70311,1.0434,0.36966,0.28003,0.31089,0.028372,0.043729000000000004,-0.07951799999999999,-0.10759,-0.051248,-0.008539,-0.030352999999999998,-3.4882,5.2405,0.7562800000000001,1.1844,0.58387,0.27648,0.45716999999999997,0.11755,0.018678,-0.03943,-0.16951,-0.11373,-0.044881,-0.040981000000000004,-4.9338,5.5575,0.49473,1.4564,0.5606300000000001,0.34518000000000004,0.36072,0.040361,0.20158,-0.10446,-0.18728,-0.126,-0.06763,-0.020831,-3.7038,5.3269,0.72226,1.3247,0.49271000000000004,0.35791999999999996,0.37638,0.071301,0.023171,-0.18871,-0.1079,-0.055524000000000004,-0.035207,-0.044336,normal
-4.5772,4.6747,1.0919,0.94391,0.026847000000000003,0.11188,0.14332,-0.042169,0.11259000000000001,-0.07572899999999999,-0.010757,0.046551,-0.043852999999999996,-0.059279,-6.3104,5.4862,0.94239,1.1188,0.15478,0.086518,0.2177,-0.022243000000000002,0.081623,-0.08102100000000001,-0.08569299999999999,-0.047731,-0.041446,-0.0014022,-6.9949,6.0784,1.1275,1.104,0.055186,0.031155000000000002,0.15499000000000002,-0.0012224,0.1551,-0.054387,-0.060851999999999996,0.0074891,-0.021412999999999998,-0.037994,-6.9904,5.7586,1.0124,1.0946,-0.010709999999999999,0.06562,0.21209,-0.036496,0.10454000000000001,-0.079804,-0.069573,-0.020587,-0.014773,-0.0056862,normal
-13.767999999999999,4.6118,1.5455,0.7991,0.24536,0.18262,0.13602,0.010719,0.0066122,-0.070026,0.0020629999999999997,-0.055402,-0.05099,-0.0031882,-14.047,5.4356,1.6474,0.9941,0.046452,0.1156,0.19472,-0.026542000000000003,0.052347000000000005,-0.1067,-0.050718,-0.023918000000000002,-0.058178,-0.020641999999999997,-14.785,6.0562,1.4708,1.0022,0.04295,0.046962000000000004,0.16468,-0.010528000000000001,0.061292,-0.16221,-0.09679,-0.0011752000000000002,-0.053212,-0.030273,-15.31,5.757999999999999,1.5043,0.90307,-0.04995,0.14082999999999998,0.24727,-0.055149000000000004,0.096139,-0.044691,-0.039789,-0.059547,-0.074581,-0.033004,normal
-7.4545,4.2183,1.6753,0.9787,0.30368,0.06789400000000001,0.048701999999999995,-0.076555,-0.0034952,0.0011106,-0.031353,-0.060311000000000003,0.004920300000000001,0.01029,-8.164,5.3553,2.2192,1.4178,0.38381,0.16535999999999998,0.16194,-0.11962,-0.060908000000000004,-0.12538,-0.10592,-0.015704,-0.010225,-0.022312000000000002,-9.8885,5.7658,2.1788,1.4652,0.42194,0.25778,0.22945,-0.14043,-0.031093,-0.067163,-0.03733,-0.0094713,-0.061974,0.0043024,-9.6196,5.4728,2.2027,1.4576,0.4806,0.226,0.18899999999999997,-0.11911,-0.038119,-0.070765,-0.075054,-0.028366000000000002,-0.043421,-0.018897999999999998,normal
-6.4126,4.5973,1.5928,0.85756,0.41978000000000004,0.18554,0.07695199999999999,-0.10935999999999998,-0.064903,-0.062269000000000005,-0.025914,-0.0052045,-0.035503,-0.0029991999999999996,-7.4014,5.2816,2.1933,1.3836,0.62688,0.35375999999999996,0.25808000000000003,-0.06428500000000001,-0.093579,-0.11104000000000001,-0.11004000000000001,-0.090516,-0.043834,0.022234999999999998,-8.5405,5.9017,2.0175,1.3641,0.68295,0.29125999999999996,0.20743000000000003,-0.0042256,-0.0049386000000000005,-0.12694,-0.11417000000000001,-0.05876699999999999,-0.035151,0.0058112,-8.9656,5.5582,1.8194,1.2315,0.48925,0.23409000000000002,0.17159000000000002,-0.080805,0.009882,-0.06336900000000001,-0.095332,-0.064351,-0.048986,0.0068323,normal
-4.2464,4.7262,1.3348,0.89746,0.1579,0.026535000000000003,0.11074,-0.0080473,0.047673,-0.028619,-0.005738,-0.019793,-0.0022723,-0.015636,-5.6848,5.6701,0.9007299999999999,1.1145,-0.0151,0.021514,0.16585999999999998,-0.069975,0.064386,-0.06856,0.012315000000000001,-0.047748,-0.06124500000000001,-0.0029774000000000003,-5.303999999999999,6.1599,0.83644,1.0682,0.05874600000000001,0.057548,0.14201,-0.09098200000000001,0.12623,-0.046275,-0.030501999999999998,-0.031721,-0.039606,-0.027316000000000003,-5.0257,5.702999999999999,0.82978,0.99505,0.010918,-0.066096,0.096505,-0.015962999999999998,0.12504,-0.074254,-0.049053,-0.041137,-0.019435,-0.016669,abnormal
