,atomPos1,atomLen4,atomPos4,atomFreq5,atomPos5,atomLen6,atomFreq6,atomPos6,atomLen7,atomFreq7,atomLen8,atomLen11,atomFreq11,atomFreq13,atomFreq15,LPC_Coefficient2,LPC_Coefficient4,LPC_Coefficient6,LPC_Coefficient8,LPC_Coefficient9,LPC_Coefficient10,LPC_Coefficient14,Class
38,603.2,273.37,210.86,0.015792,314.06,232.23,0.013783000000000002,383.09,202.06,0.017188,163.66,174.63,0.015066999999999999,0.015681,0.020313,-0.688,-0.041437,0.080821,0.047105,0.020413999999999998,0.0033249000000000004,-0.0012832,abnormal
39,241.31,196.57,211.76,0.013034,305.31,161.31,0.012636,326.69,240.98,0.015944,184.82,178.94,0.022959,0.018774000000000002,0.022122,-0.59801,-0.08955,0.058261,0.061399,0.046415,0.027416000000000003,-0.010456,abnormal
40,42.0,217.78,214.67,0.012695,308.11,292.44,0.012587000000000001,275.33,197.33,0.016819,184.89,181.33,0.014106,0.01964,0.021863999999999998,-0.64552,-0.085326,0.049807,0.057505999999999995,0.031346,0.022865,-0.0061908,abnormal
41,20.8,106.4,313.4,0.017578,326.8,232.8,0.01958,230.0,194.4,0.019043,217.6,259.2,0.018799,0.022021000000000002,0.022559,-0.76799,-0.022164,0.11049,0.044916000000000005,0.013437000000000001,-0.0072199,-0.012190000000000001,abnormal
42,104.19,144.76,146.0,0.016276,228.19,178.29,0.017811,377.71,215.62,0.017253,164.57,168.38,0.021903,0.021949,0.023019,-0.7168399999999999,-0.037276,0.095778,0.040073000000000004,0.013828,-0.013845,0.0064263,abnormal
43,101.04,206.22,383.11,0.014612,400.89,228.74,0.013021000000000001,509.33,283.26,0.014612,214.52,208.59,0.021700999999999998,0.020255000000000002,0.024089,-0.76826,-0.035029000000000005,0.11409000000000001,0.051385,0.014485,-0.0047112,-0.0079348,abnormal
44,25.455,123.15,205.45,0.021366,236.97,187.15,0.022195,332.48,229.82,0.025923,231.76,241.45,0.022431,0.021544,0.018584,-1.0086,0.11625999999999999,0.13178,-0.025067,-0.02823,-0.043759,0.019084999999999998,abnormal
45,78.933,256.71,265.42,0.016753,278.84,172.8,0.015061000000000001,264.09,145.07,0.015061000000000001,186.31,158.58,0.017578,0.021832,0.020703,-0.47688,-0.08470499999999999,0.049436,0.054729999999999994,0.042904000000000005,0.029692000000000003,-0.013812999999999999,abnormal
46,880.94,189.49,783.53,0.29764,793.96,151.22,0.3022,860.24,145.57,0.27704,147.45,215.84,0.26432,0.28148,0.25843,1.0186,0.84678,0.6552,0.52654,0.44841000000000003,0.38247,0.094284,abnormal
47,16.727,186.18,274.73,0.014159999999999999,242.91,188.36,0.014915000000000001,264.0,256.73,0.016868,220.36,202.91,0.014426,0.017401,0.018688,-0.55418,-0.10969000000000001,0.062439,0.071752,0.05301,0.02635,-0.0089419,abnormal
48,18.667,166.79,335.76,0.013021000000000001,260.12,224.97,0.017164,222.79,201.7,0.011541,229.82,192.0,0.015743,0.022313,0.013849,-0.71723,-0.029508,0.075994,0.031333,0.015181,0.0021444000000000003,-0.0015733,normal
49,35.111,218.67,202.44,0.014648,242.44,198.22,0.014757,282.67,218.67,0.012044,152.0,233.78,0.015137000000000001,0.02002,0.021700999999999998,-0.57787,-0.058051,0.067606,0.040461000000000004,0.025515,0.012490000000000001,-0.0052706,normal
50,529.88,175.69,590.82,0.32426,523.22,158.12,0.28359,632.39,189.49,0.33689,218.98,218.98,0.31759,0.32004,0.31522,0.99736,0.7118899999999999,0.56496,0.42993000000000003,0.38023,0.29985,0.1534,abnormal
51,342.2,136.8,427.6,0.013477000000000001,288.3,133.6,0.018652000000000002,253.1,176.0,0.016553000000000002,189.6,188.8,0.019922,0.022119,0.023828,-0.4409,-0.10452,0.037118,0.062465999999999994,0.052599,0.037637000000000004,-0.011575,abnormal
52,18.222,233.78,285.56,0.012967,297.11,232.0,0.012858000000000001,350.67,246.22,0.016981,188.44,213.33,0.017741,0.014214,0.020182,-0.6198899999999999,-0.11437,0.043298,0.055328999999999996,0.045325,0.029084,-0.016988,normal
53,63.628,151.81,417.3,0.014216999999999999,243.72,254.51,0.011174,385.49,206.88,0.012445,217.3,162.23,0.014399,0.019032,0.019622,-0.77728,-0.008874600000000002,0.07724099999999999,0.033533999999999994,0.0040302,0.008434700000000002,0.0043588,abnormal
54,22.805999999999997,137.55,130.09,0.016441,115.28,174.33,0.017345,139.64,195.82,0.018278,206.81,156.66,0.025886000000000003,0.021688,0.026732,-0.5616800000000001,-0.029674000000000002,0.08217999999999999,0.046964,0.03284,0.018655,-0.010501,normal
55,61.176,162.82,144.24,0.014706,362.35,168.47,0.014591,259.65,224.0,0.014993000000000001,226.82,182.59,0.017521000000000002,0.01798,0.017233000000000002,-0.72752,-0.067091,0.07423099999999999,0.05271900000000001,0.023969999999999998,0.0031513,-0.0030599,abnormal
56,25.090999999999998,136.0,440.09,0.021529,290.73,154.18,0.015225,208.27,137.45,0.019354,182.55,200.73,0.018954,0.021838999999999997,0.02255,-0.51273,-0.09544,0.06154400000000001,0.062928,0.042871,0.022731,-0.0070584,abnormal
57,21.818,221.09,366.91,0.013316999999999999,417.45,250.18,0.015714,261.45,174.55,0.014648,250.18,197.82,0.018377,0.020241,0.021838999999999997,-0.72249,-0.030064999999999998,0.070573,0.052137,0.026382999999999997,0.012931,-0.00078026,abnormal
58,4.2667,217.6,505.33,0.016732,413.6,250.67,0.014193,341.87,173.87,0.016602000000000002,198.4,205.87,0.014128,0.019727,0.019466,-0.71072,-0.07065700000000001,0.08439400000000001,0.05363099999999999,0.022965,-0.0006295,-0.001667,abnormal
59,156.44,134.22,370.78,0.02181,311.11,123.56,0.021484,421.78,145.78,0.022407,144.89,159.11,0.021376,0.020833,0.022732,-0.71792,-0.004247,0.10142999999999999,0.033673,0.0057361,-0.0068135,0.0029927,abnormal
60,68.324,227.46,92.757,0.018528,53.405,160.86,0.019003,145.3,199.78,0.018634,153.95,174.7,0.016364,0.017473,0.021643,-0.71944,-0.046299,0.09675700000000001,0.057678999999999994,0.02214,0.00049441,-0.010227,abnormal
61,307.68,128.86,378.92,0.021273,397.19,215.35,0.0142,296.43,235.24,0.015519,160.86,179.89,0.019742,0.018264,0.017419999999999998,-0.76059,-0.019712999999999998,0.088226,0.033583999999999996,0.006238800000000001,-0.0016567,-0.00085053,abnormal
62,629.89,174.32,549.05,0.011822,398.11,213.05,0.015265,431.37,234.11,0.013465999999999999,219.79,175.16,0.016961,0.016396,0.020456000000000002,-0.6038,-0.088392,0.048873,0.049758,0.035119,0.017462000000000002,-0.003546,abnormal
63,642.59,268.11,274.81,0.01288,245.19,233.51,0.012827000000000002,326.27,218.81,0.015097,254.27,230.05,0.020217,0.014939,0.019637,-0.6140800000000001,-0.10372,0.037218,0.051384000000000006,0.043363,0.024565,-0.014049,abnormal
64,651.79,193.68,240.42,0.017166999999999998,248.84,218.11,0.018246000000000002,289.68,169.26,0.021330000000000002,226.53,242.53,0.017938,0.015882,0.023078,-0.63951,-0.076567,0.07524199999999999,0.066193,0.042783999999999996,0.019093000000000002,-0.020426,abnormal
65,494.49,226.59,363.03,0.017894999999999998,536.0,224.0,0.016364,393.08,219.68,0.018423,243.03,208.43,0.016786000000000002,0.017314,0.02122,-0.80401,-0.04011,0.10182999999999999,0.05631900000000001,0.023507,-2.37e-05,-0.007780800000000001,abnormal
66,20.174,268.52,336.17,0.014012,403.3,304.7,0.011804,263.13,204.52,0.018427000000000002,237.91,217.04,0.019361,0.017322999999999998,0.018852,-0.9479200000000001,0.07109,0.13985,-0.008649700000000001,-0.034225,-0.03951,0.0060609999999999995,abnormal
67,6.9565,114.78,282.43,0.019701,356.0,154.43,0.01864,289.04,175.3,0.018894,168.35,228.17,0.017366,0.019063999999999998,0.023691999999999998,-0.73461,-0.00065088,0.080839,0.026407,0.010444,0.0010126,-0.0067485,normal
68,176.0,155.15,399.64,0.012311,310.55,209.45,0.016631,332.36,277.33,0.014205,235.64,161.94,0.019827,0.018643,0.019413,-0.72438,-0.018963,0.08162799999999999,0.034508,0.019338,0.0063467,-0.014881,normal
69,45.714,252.57,219.43,0.013602000000000001,390.29,194.29,0.016392,333.71,209.14,0.014997,189.71,260.57,0.016602000000000002,0.01702,0.018903,-0.74656,-0.035401,0.094498,0.043332,0.016279,-0.00067858,-0.006306399999999999,normal
70,13.333,213.33,323.78,0.019857,206.44,184.89,0.016059,147.33,213.33,0.014269,225.78,159.11,0.018826,0.018229,0.017849,-0.74351,-0.01744,0.09732,0.04437,0.013885,-0.0034644,-0.011047,normal
71,11.922,153.73,83.529,0.017884,278.12,186.35,0.021293,290.35,195.14,0.020144,194.51,218.98,0.015702,0.015472,0.022327,-0.7384,-0.02685,0.089826,0.05416,0.022559,0.011963,-0.0061818,abnormal
72,193.33,248.0,353.78,0.011122,452.0,258.67,0.011393,334.44,226.67,0.013835,224.89,266.67,0.01671,0.014377000000000001,0.018446,-0.66078,-0.058595,0.049969,0.028539,0.022018,0.017797,0.00073154,abnormal
73,151.29,94.118,264.24,0.35106,137.18,124.86,0.37263,153.65,110.43,0.38404,108.55,117.96,0.34746,0.33161,0.3516,1.19,0.97004,0.73969,0.53659,0.46841000000000005,0.41722,0.1643,abnormal
74,993.02,32.0,1067.1,0.30391999999999997,1141.9,32.0,0.28064,1181.3,32.0,0.21998,32.0,34.51,0.31342,0.28952,0.25398000000000004,1.0799,0.8904700000000001,0.6836800000000001,0.5163300000000001,0.4395,0.39755999999999997,0.20306,abnormal
75,17.164,171.05,202.91,0.017436,193.24,239.71,0.014240000000000001,253.45,200.15,0.014524,234.47,207.71,0.016229,0.018430000000000002,0.022727,-0.6078600000000001,-0.067441,0.073064,0.060973,0.037739,0.01939,-0.012185,abnormal
76,4.1905,154.67,167.14,0.015484999999999999,176.38,225.52,0.013904,314.1,197.33,0.018462,219.43,186.67,0.019578,0.016509,0.018973,-0.56308,-0.09497699999999999,0.069049,0.063706,0.039832,0.022886,-0.015155000000000002,abnormal
77,40.457,218.51,217.83,0.015569,251.89,239.54,0.015737,212.11,226.74,0.012444,203.89,190.17,0.01635,0.01596,0.01942,-0.71181,-0.056791999999999995,0.086502,0.050158999999999995,0.040530000000000004,-0.006156,-0.009773299999999999,abnormal
78,315.68,244.76,221.51,0.014464,267.46,203.24,0.013777000000000001,354.7,254.27,0.017789,204.11,240.43,0.012247,0.01932,0.025813,-0.74548,-0.049941,0.098833,0.061204999999999996,0.025403,-0.0020789000000000003,-0.0067155,abnormal
79,517.46,127.22,473.95,0.017149,340.78,94.439,0.018579,281.56,136.59,0.021008000000000002,137.37,188.1,0.022151,0.024486,0.024343,-0.68192,-0.031297000000000005,0.091178,0.042785000000000004,0.012988999999999999,0.0013584,-0.006922800000000001,normal
80,299.33,173.33,261.17,0.018188,297.92,176.0,0.018066,282.08,205.33,0.016846,187.33,188.67,0.018392,0.019124000000000002,0.023804,-0.5864699999999999,-0.060204999999999995,0.07626799999999999,0.054896,0.031731999999999996,0.011612,-0.0052405,normal
81,309.85,140.31,492.62,0.0085637,493.85,161.23,0.013447,443.85,179.69,0.013071000000000001,189.54,227.69,0.020132,0.017428,0.019906999999999998,-0.66305,-0.096985,0.076633,0.066437,0.040858,0.014853,-0.011085,abnormal
82,3.7895,152.42,292.21,0.011770000000000001,122.63,182.74,0.015368000000000001,197.05,200.42,0.015213999999999998,194.53,183.58,0.01619,0.019223,0.017475,-0.48777,-0.059865999999999996,0.052969,0.045494,0.03416,0.020638999999999998,-0.00026772,abnormal
83,137.85,256.0,282.77,0.010367,471.08,220.31,0.014422999999999998,304.92,290.46,0.014648,196.92,289.23,0.014047,0.020433,0.020433,-0.75305,-0.048895,0.072602,0.050758,0.035507,0.010293,-0.0048607,abnormal
84,294.32,222.32,366.53,0.014597,331.05,204.63,0.016859,224.21,179.37,0.019171,170.11,157.47,0.016909999999999998,0.019583,0.018862999999999998,-0.6864399999999999,-0.060655999999999995,0.08659800000000001,0.058677,0.027302,0.003382,-0.0039104,normal
85,670.8,224.0,544.8,0.014013999999999999,289.0,205.6,0.013866999999999999,351.4,238.4,0.016846,223.2,248.0,0.017773,0.017383000000000003,0.017334,-0.55501,-0.062107,0.054842999999999996,0.040582,0.032819,0.021205,-0.007429000000000001,normal
86,69.913,269.91,161.74,0.017069,320.7,228.17,0.016729,409.39,171.13,0.019191999999999997,237.91,194.78,0.022334,0.024031999999999998,0.017662999999999998,-0.70599,-0.09375499999999999,0.05941900000000001,0.061085,0.048707,0.016777,-0.013066,abnormal
87,496.18,189.09,253.64,0.015847,258.36,199.27,0.013138999999999998,330.91,182.55,0.013006,167.27,157.82,0.021085,0.019798,0.01962,-0.5966,-0.057710000000000004,0.072523,0.04987,0.030160000000000003,0.015872,-0.009509299999999998,normal
88,690.53,205.87,679.07,0.43568,619.6,199.47,0.44218999999999997,529.33,187.73,0.40443,141.87,145.07,0.44043000000000004,0.40371,0.42141999999999996,1.4667,1.9847,1.8942,1.4359,1.1502,0.88764,0.23838,abnormal
89,29.818,235.64,147.45,0.015447,434.91,256.0,0.014825999999999999,250.91,170.18,0.015536000000000001,173.09,205.09,0.016513,0.017933,0.024592,-0.61119,-0.036593,0.070154,0.043907999999999996,0.021871,-0.010074,-0.012227,abnormal
90,483.43,226.29,315.43,0.012068,436.29,250.29,0.012905000000000002,296.29,200.0,0.019671,226.29,184.0,0.023298,0.025879000000000003,0.024065,-0.83952,0.0018433,0.095667,0.04058,0.023147,0.0011834,-0.007356100000000001,normal
91,501.94,106.97,451.66,0.020926,352.8,195.66,0.016518,303.31,170.06,0.018527000000000002,160.91,266.06,0.019865999999999998,0.019809999999999998,0.021931,-0.7045100000000001,-0.10074,0.083863,0.076559,0.045051,0.010681999999999999,-0.014972,abnormal
92,481.14,156.34,325.94,0.016462,333.26,181.94,0.014565,289.49,162.74,0.014509000000000001,191.09,144.46,0.018527000000000002,0.016685,0.019531,-0.54455,-0.085444,0.054412,0.058299000000000004,0.043209,0.02888,-0.012653,normal
93,3.4,136.8,135.3,0.019531,268.6,161.6,0.020508000000000002,346.0,183.2,0.016699000000000002,121.6,177.6,0.020068,0.017676,0.02251,-0.61721,-0.07400000000000001,0.07362,0.052198,0.030844,0.0041562,-0.0066708,normal
94,51.788999999999994,144.84,381.89,0.022512,325.58,165.05,0.017681,318.11,183.58,0.016293000000000002,192.84,193.68,0.017269999999999997,0.019119999999999998,0.020302,-0.51055,-0.086186,0.040772,0.06191900000000001,0.052713,0.037596,-0.016212999999999998,abnormal
95,64.348,189.22,269.04,0.013502000000000002,152.35,187.13,0.011209,306.52,189.22,0.01087,221.22,168.35,0.014903,0.021144999999999997,0.018597,-0.58268,-0.062763,0.054358000000000004,0.046397,0.035024,0.015749000000000003,-0.0088484,abnormal
96,13.867,238.93,199.47,0.015147999999999998,277.16,216.89,0.012543,265.6,196.98,0.016363,189.87,181.33,0.01901,0.018229,0.016276,-0.59439,-0.083518,0.077404,0.064117,0.044086,0.013302000000000001,-0.013827,abnormal
97,143.03,111.52,295.52,0.022491,326.79,149.33,0.021425,232.48,134.79,0.01888,203.64,122.18,0.027344,0.022491,0.026042000000000003,-0.68516,-0.037826,0.070549,0.04082,0.03833,0.017135,-0.020237,abnormal
98,258.67,160.0,528.0,0.013737000000000001,363.33,234.67,0.013346,310.93,266.67,0.016862000000000002,212.27,269.87,0.015755,0.018164,0.021419,-0.61935,-0.11706,0.040482,0.049322000000000005,0.039422000000000006,0.023032,-0.0053435,abnormal
99,20.174,164.17,234.78,0.019022,214.26,196.17,0.017833,235.83,233.74,0.012823,282.43,136.35,0.019956,0.017322999999999998,0.025476,-0.48539,-0.088202,0.048902,0.05289,0.040503,0.027445999999999998,-0.0019676,abnormal
100,605.89,296.42,230.53,0.012593,335.79,281.26,0.011616,300.0,211.37,0.014083000000000002,231.58,227.37,0.013722999999999999,0.015008,0.016704,-0.66363,-0.10578,0.061190999999999995,0.058377,0.034773,0.012337,6.39e-06,abnormal
101,27.921999999999997,170.67,183.61,0.015855,313.1,170.04,0.01754,318.75,198.9,0.015778,188.86,158.12,0.018765,0.019455,0.019799,-0.6129899999999999,-0.07749199999999999,0.059622,0.057575,0.038817000000000004,0.019212,-0.011492,normal
102,28.666999999999998,226.67,208.5,0.012451,242.0,192.0,0.013672,197.0,208.0,0.015299,238.67,224.0,0.02002,0.015137000000000001,0.019694,-0.47306000000000004,-0.081635,0.026748,0.045535,0.041824,0.037841,-0.0029143,abnormal
103,292.95,240.76,348.19,0.013207,230.1,163.05,0.012742,338.48,175.24,0.013113999999999999,169.14,252.95,0.017299000000000002,0.018787,0.019809999999999998,-0.56593,-0.09765800000000001,0.072463,0.07133400000000001,0.047227,0.016905,-0.017539,abnormal
104,699.44,85.76,910.16,0.27016,839.84,81.92,0.27465,909.52,128.64,0.29953,93.44,87.04,0.30488000000000004,0.27203,0.27746,1.0211,0.81328,0.65032,0.51299,0.45674,0.40181,0.13435,normal
105,126.2,253.6,279.7,0.011279,369.8,187.2,0.014209000000000001,241.6,195.2,0.018311,204.0,153.6,0.012549,0.017871,0.019091999999999998,-0.72013,-0.085917,0.083691,0.058109,0.031986,0.0038366,-0.012669,normal
106,35.404,164.77,186.98,0.017329,273.36,199.49,0.016498,221.53,167.49,0.019365,183.83,191.32,0.01762,0.019365,0.018866,-0.6198100000000001,-0.049142,0.071449,0.046105,0.029205000000000002,0.0084286,-0.0010705,abnormal
107,277.56,208.0,334.78,0.016819,278.22,209.78,0.013075,461.33,176.89,0.019313999999999998,202.67,212.44,0.020074,0.019150999999999998,0.019586000000000003,-0.6799,-0.06875,0.0932,0.060525999999999996,0.029952,-0.00010176,-0.0041566,normal
