atomLen1,atomAmp1,atomFreq1,atomPhase1,atomPos1,atomLen2,atomAmp2,atomFreq2,atomPhase2,atomPos2,atomLen3,atomAmp3,atomFreq3,atomPhase3,atomPos3,atomLen4,atomAmp4,atomFreq4,atomPhase4,atomPos4,atomLen5,atomAmp5,atomFreq5,atomPhase5,atomPos5,atomLen6,atomAmp6,atomFreq6,atomPhase6,atomPos6,atomLen7,atomAmp7,atomFreq7,atomPhase7,atomPos7,atomLen8,atomAmp8,atomFreq8,atomPhase8,atomPos8,atomLen9,atomAmp9,atomFreq9,atomPhase9,atomPos9,atomLen10,atomAmp10,atomFreq10,atomPhase10,atomPos10,atomLen11,atomAmp11,atomFreq11,atomPhase11,atomPos11,atomLen12,atomAmp12,atomFreq12,atomPhase12,atomPos12,atomLen13,atomAmp13,atomFreq13,atomPhase13,atomPos13,atomLen14,atomAmp14,atomFreq14,atomPhase14,atomPos14,atomLen15,atomAmp15,atomFreq15,atomPhase15,atomPos15,LPC_Coefficient1,LPC_Coefficient2,LPC_Coefficient3,LPC_Coefficient4,LPC_Coefficient5,LPC_Coefficient6,LPC_Coefficient7,LPC_Coefficient8,LPC_Coefficient9,LPC_Coefficient10,LPC_Coefficient11,LPC_Coefficient12,LPC_Coefficient13,LPC_Coefficient14,LPC_Coefficient15,Class
256,0.31503,0.015625,2.1656,576,256,0.31361,0.019531,0.18025,768,256,0.21848,0.019531,-0.73236,864,256,0.1992,0.023438,-2.6139,0,128,0.18358,0.03125,2.0676,688,256,0.18223,0.015625,-0.35731,224,256,0.18219,0.019531,-3.019,480,64,0.15027,0.03125,1.2414,800,32,0.18808,0.03125,1.6565,784,128,0.11707,0.023438,-2.5885,464,256,0.11096,0.027344,1.7078,800,64,0.10674,0.03125,2.9698,8,256,0.077786,0.015625,-2.9626,64,128,0.076047,0.03125,1.7764,352,128,0.075556,0.015625,2.0223,992,-1.234,0.84985,-0.37915,-0.079217,0.31932,-0.14403,-0.048728,0.17931,-0.061976,-0.024268,0.14976,-0.06668,-0.049135,0.1118,-0.035145,abnormal
64,0.9315,0.015625,-1.5849,16,64,0.65092,0.03125,0.69057,672,256,0.62183,0.015625,0.51261,672,64,0.5281,0.046875,-2.5535,712,128,0.50341,0.023438,-1.2272,80,64,0.38008,0.03125,1.3716,48,256,0.28022,0.023438,-2.4487,736,256,0.26799,0.011719,-1.2626,544,32,0.17182,0,3.1416,4,256,0.23637,0.019531,2.5631,384,64,0.20294,0.03125,2.3267,744,256,0.1998,0.019531,2.3337,96,256,0.20141,0.015625,-2.5484,224,128,0.1731,0.015625,1.9808,896,32,0.1693,0.03125,-0.928,696,-1.5224,0.99049,-0.38059,-0.14137,0.38533,-0.051533,-0.12473,0.16801,-0.025385,-0.11348,0.072345,0.03183,-0.0063971,0.03283,-0.0017297,normal
128,0.53812,0.03125,2.8178,704,256,0.21127,0.03125,1.3886,0,64,0.20771,0.046875,1.8,672,128,0.17166,0.023438,-0.22387,0,128,0.1444,0.0625,-0.71208,704,256,0.13639,0.023438,-2.7212,576,256,0.11027,0.019531,0.87024,672,256,0.081601,0.039062,1.8215,608,256,0.078861,0.042969,-0.33251,32,32,0.05154,0,3.1416,4,256,0.057762,0.015625,-1.7448,544,256,0.052785,0.027344,1.5567,32,256,0.052284,0.015625,-0.24617,64,256,0.050774,0.015625,-1.4303,416,128,0.049445,0.085938,-0.58698,640,-0.61738,-0.02017,-0.031675,-0.021148,0.12194,0.057216,-0.036854,0.041628,0.065285,-0.011689,0.014394,0.060268,-0.0085335,-0.042691,0.0089342,abnormal
128,0.52578,0.023438,3.0377,32,256,0.31003,0.015625,-0.063342,640,128,0.22209,0.039062,2.428,0,256,0.19302,0.015625,0.16015,128,128,0.15971,0.039062,2.4857,48,256,0.15874,0.015625,-2.5539,544,32,0.13084,0.03125,-2.2586,0,256,0.08646,0.023438,-2.4402,416,256,0.084599,0.023438,2.1843,32,128,0.0726,0.023438,-2.2656,672,256,0.069342,0.023438,-1.0216,224,256,0.067736,0.011719,2.0274,32,32,0.076185,0.03125,1.4219,56,32,0.05288,0.0625,1.1001,8,128,0.046266,0.015625,-0.90361,736,-1.5806,1.076,-0.24254,-0.22622,0.31174,0.00021666,-0.091861,0.092286,-0.012293,-0.053743,0.065774,-0.018585,0.036033,0.04763,-0.036209,abnormal
128,0.8289,0.015625,1.9837,16,64,0.73155,0.015625,1.2922,8,256,0.45713,0.015625,2.2926,512,128,0.38049,0.0078125,-1.8513,64,128,0.25079,0.039062,0.59571,32,32,0.24851,0.03125,-1.8588,0,32,0.22558,0.03125,1.5893,592,256,0.13905,0.019531,-1.6503,544,128,0.12918,0.023438,2.364,96,256,0.12486,0.015625,0.29552,352,256,0.11739,0.019531,0.28917,128,32,0.13759,0.03125,1.426,52,256,0.099623,0.011719,0.93581,480,128,0.08796,0.015625,-3.1105,672,32,0.084308,0.0625,2.0497,8,-0.65701,-0.050477,0.072674,0.028103,0.060107,0.052968,0.0063854,0.032161,0.047338,0.012914,0.0052002,0.02954,0.0045815,-0.022905,0.042707,normal
256,0.80666,0.015625,2.1284,0,128,0.59123,0.015625,1.0545,0,128,0.36561,0.023438,1.5194,560,64,0.27935,0.015625,0.52576,0,128,0.28621,0.023438,1.1161,64,128,0.2563,0.046875,1.6243,16,32,0.23606,0.03125,1.9877,568,64,0.17977,0.03125,-2.2727,640,128,0.1567,0.023438,-2.4209,464,256,0.14063,0.0078125,1.2779,32,256,0.11728,0.015625,-1.4121,160,128,0.11577,0.015625,2.5088,656,32,0.11078,0.03125,1.1234,48,64,0.10304,0.015625,2.0234,72,128,0.069654,0.0625,-1.6054,48,-0.69524,0.20573,-0.031001,-0.048521,0.1902,0.051694,-0.082936,0.053349,0.073647,-0.010245,0.019915,0.020362,-0.013267,0.056895,0.088256,abnormal
128,0.60119,0.023438,-0.45552,736,256,0.22286,0.015625,-1.9517,0,256,0.19278,0.042969,3.1244,672,256,0.1233,0.011719,0.84073,640,128,0.10904,0.023438,-1.4226,848,256,0.1087,0.015625,2.7776,128,256,0.10428,0.03125,0.66755,0,256,0.083566,0.015625,-2.7352,864,256,0.079544,0.019531,0.34817,672,256,0.07504,0.023438,2.8095,288,128,0.071943,0.0625,-1.409,752,64,0.084161,0.015625,-1.2091,8,256,0.057791,0.027344,-0.78655,416,64,0.057148,0.078125,0.94983,728,256,0.046463,0.023438,-0.60046,128,-0.9583,0.21587,0.067802,-0.093957,0.063543,0.039918,-0.07704,-0.0018758,0.065227,0.0054972,-0.013662,0.030934,0.016497,-0.018799,0.023875,abnormal
128,0.51682,0.015625,1.3494,80,128,0.34202,0.015625,1.0769,0,256,0.26863,0.015625,1.8971,96,64,0.17556,0.015625,0.37404,0,64,0.21185,0.015625,-0.96115,72,64,0.09765,0.03125,-1.0004,744,256,0.092958,0.015625,-2.7862,192,64,0.10751,0.015625,1.9729,128,32,0.071124,0.03125,-2.524,0,128,0.077802,0.023438,-1.2867,752,128,0.073338,0.03125,2.3258,464,64,0.094747,0.015625,-1.6057,616,64,0.086581,0.015625,1.7987,152,64,0.071327,0.015625,-1.3662,720,256,0.050684,0.023438,-2.6811,256,-1.5943,1.7864,-1.2997,0.4586,0.35728,-0.55293,0.28768,0.15487,-0.27888,0.2025,0.04407,-0.17722,0.18955,-0.11049,0.040824,abnormal
256,0.46037,0.03125,-2.3054,0,256,0.43054,0.019531,2.1558,64,64,0.427,0.03125,-1.172,0,128,0.35472,0.039062,-1.2288,16,64,0.28981,0.046875,-1.4454,800,256,0.23955,0.027344,2.5936,384,128,0.21728,0.023438,-1.2206,736,128,0.19882,0.03125,2.6684,816,256,0.18246,0.019531,0.0017728,480,128,0.16598,0.039062,-0.59481,64,256,0.13999,0.03125,2.5069,320,128,0.13077,0.10938,-2.4056,768,256,0.1265,0.019531,2.3793,224,128,0.12443,0.078125,-3.0184,736,32,0.14656,0.03125,-1.0644,0,-0.99362,0.89819,-0.31579,-0.14959,0.34241,-0.023822,0.031581,0.22706,-0.050203,-0.070418,0.093494,-0.0074545,0.0094854,0.083312,0.031278,abnormal
64,1.0472,0.015625,1.9288,40,32,0.35863,0,0,0,64,0.36727,0.015625,0.39289,80,128,0.3602,0.039062,1.9713,0,256,0.35434,0.097656,-1.1257,352,32,0.34059,0.03125,1.7512,440,32,0.22372,0.0625,2.636,372,256,0.22311,0.015625,-2.6567,64,256,0.20626,0.0625,-0.31535,416,128,0.20146,0.10156,-3.1057,160,32,0.25004,0.03125,-1.2977,12,128,0.15079,0.0078125,0.4467,0,128,0.16872,0.023438,-0.083712,512,32,0.16634,0.0625,-0.75856,348,256,0.16623,0.074219,-0.20057,320,-1.5761,1.8916,-1.379,0.59108,0.41007,-0.50063,0.42875,0.08313,-0.2927,0.31307,0.0074189,-0.11336,0.25258,-0.16227,0.075511,abnormal
256,0.71441,0.015625,0.19843,576,64,0.36978,0.03125,0.83198,0,128,0.28486,0.03125,2.4099,32,128,0.22825,0.015625,1.9132,720,256,0.21039,0.023438,-2.6201,448,256,0.19686,0.03125,2.1116,544,256,0.16927,0.015625,1.2303,64,256,0.15448,0.011719,2.7124,512,256,0.1389,0.035156,-2.6062,128,32,0.17258,0.03125,1.5374,0,128,0.12481,0.054688,-2.8596,608,256,0.11444,0.019531,-2.9272,256,128,0.098187,0.046875,1.4371,0,64,0.080595,0.015625,-0.46469,672,128,0.080567,0.015625,-2.2462,0,-1.6159,0.99589,-0.18709,-0.18163,0.32471,-0.11843,-0.12216,0.20989,-0.052443,-0.12181,0.16701,0.032808,-0.11371,0.064321,0.0041885,normal
128,0.16373,0.023438,-0.9574,16,256,0.12718,0.019531,2.0283,32,256,0.11574,0.019531,-0.25709,608,256,0.090827,0.042969,-3.02,544,128,0.076093,0.023438,0.16677,752,128,0.072854,0.039062,0.071572,48,32,0.049111,0,3.1416,8,32,0.068285,0.0625,-2.6275,572,256,0.058379,0.023438,1.8566,512,64,0.055082,0.046875,0.79001,40,256,0.051902,0.066406,1.7694,544,64,0.055047,0.015625,1.7878,16,128,0.040738,0.054688,-2.207,656,128,0.037704,0.023438,2.2686,944,256,0.034889,0.023438,-2.4453,224,-0.98289,0.66619,-0.067985,-0.14525,0.21032,-0.014062,-0.077259,0.12624,0.022224,-0.063871,0.10169,0.071259,-0.029515,0.050191,0.023275,abnormal
128,1.5521,0.023438,-0.78204,32,128,0.53134,0.015625,2.2801,80,64,0.66903,0.015625,-1.5282,24,64,0.20793,0.015625,0.24425,0,128,0.23628,0.03125,-1.7437,96,256,0.16514,0.0039062,-2.5218,32,128,0.13595,0.015625,0.85488,48,64,0.13362,0.03125,2.4798,624,256,0.092788,0.046875,2.9672,0,256,0.057519,0.015625,0.78678,608,128,0.054083,0.015625,1.1981,208,128,0.051191,0.03125,-2.1121,0,64,0.04748,0.03125,-2.2793,592,64,0.039827,0.10938,2.8952,48,32,0.0272,0,0,0,-1.1127,0.83148,-0.084623,-0.25187,0.21152,0.059352,-0.13597,0.049499,0.098137,-0.011936,0.0072736,0.037205,-0.0066691,-0.059637,-0.0079886,normal
128,0.36604,0.023438,-1.651,0,256,0.3451,0.019531,1.6762,64,128,0.20495,0.03125,2.3704,624,128,0.19044,0.046875,-2.7181,672,128,0.15767,0.023438,-0.32628,432,64,0.13878,0.015625,-0.40092,0,256,0.1532,0.015625,-0.76789,640,128,0.11866,0.03125,-2.7116,96,64,0.11851,0.03125,0.99627,392,256,0.11342,0.023438,-2.5885,800,128,0.095642,0.039062,1.1318,0,64,0.092641,0.10938,2.1512,376,128,0.09235,0.023438,-0.33518,48,64,0.08806,0.03125,1.4683,744,32,0.083482,0.0625,-1.8404,880,-1.5178,1.6432,-0.98043,0.010947,0.49771,-0.38678,0.038191,0.30299,-0.17302,0.026843,0.12009,-0.16827,0.088611,0.032172,0.048764,normal
64,0.26838,0.03125,-1.33,40,256,0.22367,0.015625,3.0066,480,256,0.17933,0.019531,1.503,32,128,0.12461,0.023438,1.1031,624,32,0.12064,0.03125,-2.1987,12,128,0.11034,0.03125,0.072032,528,256,0.087903,0.039062,1.1679,0,64,0.10373,0.015625,-1.2624,496,128,0.070538,0.046875,-2.6152,736,256,0.056574,0.019531,-2.1309,320,128,0.054973,0.023438,1.3937,160,64,0.054814,0.0625,3.0289,544,128,0.053552,0.054688,2.5366,16,128,0.053328,0.023438,-0.024271,752,64,0.044658,0.046875,1.2114,616,-1.3226,1.2061,-0.54343,-0.061795,0.43674,-0.23441,-0.062586,0.22298,-0.0995,-0.011846,0.16317,-0.035883,-0.021712,0.092748,-0.038927,normal
256,0.40188,0.03125,2.6809,0,256,0.27055,0.019531,2.6149,32,128,0.20252,0.046875,0.45904,16,256,0.12477,0.019531,1.8874,736,64,0.10639,0.03125,-1.7934,16,128,0.10362,0.015625,0.96858,1040,256,0.098223,0.035156,1.3678,64,256,0.091017,0.019531,-2.7228,608,256,0.087451,0.015625,1.2058,160,256,0.076758,0.050781,0.10384,32,128,0.077291,0.015625,-1.4772,48,32,0.063516,0.0625,2.9505,1064,128,0.062538,0.039062,2.009,640,128,0.062518,0.078125,2.4162,16,256,0.059339,0.023438,0.7713,384,-2.3746,4.0048,-4.7178,3.9241,-1.925,-0.34616,1.831,-1.804,0.78087,0.48944,-1.2477,1.2849,-0.87243,0.41815,-0.12193,abnormal
256,0.71365,0.03125,1.2841,32,256,0.3794,0.027344,-1.9309,704,256,0.27786,0.042969,1.1854,704,64,0.19611,0.046875,-2.4508,56,256,0.16025,0.023438,0.46123,0,128,0.13088,0.046875,0.74975,112,128,0.1042,0.0625,2.417,688,256,0.10234,0.066406,2.7552,416,256,0.094948,0.039062,0.88476,576,64,0.092988,0.03125,-2.5691,856,32,0.087036,0.03125,-0.53758,20,128,0.089088,0.070312,-2.1982,32,256,0.084329,0.015625,1.9806,672,128,0.083956,0.03125,2.4369,160,256,0.080326,0.027344,1.5623,512,-1.4449,1.0827,-0.27949,-0.14627,0.33924,-0.1052,-0.084132,0.22291,0.0047535,-0.074442,0.10925,0.021323,-0.043835,0.057144,0.040201,abnormal
128,1.0338,0.015625,2.1397,0,128,0.62139,0.015625,1.0204,48,32,0.33737,0,3.1416,0,128,0.3979,0.03125,-1.7832,0,256,0.28523,0.015625,2.0187,704,256,0.23274,0.015625,0.087703,608,128,0.20844,0.0078125,-2.4239,0,256,0.2091,0.046875,2.5969,0,128,0.15184,0.054688,-0.48203,0,256,0.14097,0.039062,-0.62197,768,64,0.14154,0.03125,-1.0892,136,256,0.13472,0.015625,-0.599,128,256,0.11552,0.015625,-0.57154,288,128,0.11046,0.015625,-1.8083,880,256,0.099601,0.0625,-2.2287,0,-1.422,0.62883,-0.051608,-0.083719,0.21458,-0.12717,-0.083677,0.29305,-0.0054623,-0.27678,0.086567,0.14649,-0.13427,0.011921,0.083417,normal
256,0.92432,0.035156,0.35363,32,256,0.29665,0.027344,2.044,64,64,0.2489,0.046875,-0.40159,104,256,0.18194,0.015625,-0.36493,96,128,0.13561,0.023438,-1.4115,16,128,0.13523,0.03125,-0.55029,800,256,0.11846,0.023438,0.20152,480,256,0.11792,0.027344,-0.084923,160,64,0.11537,0.03125,-2.3175,752,64,0.082139,0.03125,2.4623,0,128,0.081198,0.070312,0.4347,80,256,0.07274,0.050781,-1.638,64,32,0.089594,0.03125,1.6761,732,256,0.065515,0.023438,-0.63029,352,32,0.068274,0.03125,-1.1332,816,-1.9663,2.5839,-2.5313,1.5418,-0.23825,-0.6384,0.83727,-0.36353,-0.11864,0.42581,-0.34751,0.079154,0.088005,-0.16704,0.10921,abnormal
