MFCC1_S1,MFCC2_S1,MFCC3_S1,MFCC4_S1,MFCC5_S1,MFCC6_S1,MFCC7_S1,MFCC8_S1,MFCC9_S1,MFCC10_S1,MFCC11_S1,MFCC12_S1,MFCC13_S1,MFCC14_S1,MFCC1_S2,MFCC2_S2,MFCC3_S2,MFCC4_S2,MFCC5_S2,MFCC6_S2,MFCC7_S2,MFCC8_S2,MFCC9_S2,MFCC10_S2,MFCC11_S2,MFCC12_S2,MFCC13_S2,MFCC14_S2,MFCC1_Sys,MFCC2_Sys,MFCC3_Sys,MFCC4_Sys,MFCC5_Sys,MFCC6_Sys,MFCC7_Sys,MFCC8_Sys,MFCC9_Sys,MFCC10_Sys,MFCC11_Sys,MFCC12_Sys,MFCC13_Sys,MFCC14_Sys,MFCC1_Dias,MFCC2_Dias,MFCC3_Dias,MFCC4_Dias,MFCC5_Dias,MFCC6_Dias,MFCC7_Dias,MFCC8_Dias,MFCC9_Dias,MFCC10_Dias,MFCC11_Dias,MFCC12_Dias,MFCC13_Dias,MFCC14_Dias,atomLen1,atomAmp1,atomFreq1,atomPhase1,atomPos1,atomLen2,atomAmp2,atomFreq2,atomPhase2,atomPos2,atomLen3,atomAmp3,atomFreq3,atomPhase3,atomPos3,atomLen4,atomAmp4,atomFreq4,atomPhase4,atomPos4,atomLen5,atomAmp5,atomFreq5,atomPhase5,atomPos5,atomLen6,atomAmp6,atomFreq6,atomPhase6,atomPos6,atomLen7,atomAmp7,atomFreq7,atomPhase7,atomPos7,atomLen8,atomAmp8,atomFreq8,atomPhase8,atomPos8,atomLen9,atomAmp9,atomFreq9,atomPhase9,atomPos9,atomLen10,atomAmp10,atomFreq10,atomPhase10,atomPos10,atomLen11,atomAmp11,atomFreq11,atomPhase11,atomPos11,atomLen12,atomAmp12,atomFreq12,atomPhase12,atomPos12,atomLen13,atomAmp13,atomFreq13,atomPhase13,atomPos13,atomLen14,atomAmp14,atomFreq14,atomPhase14,atomPos14,atomLen15,atomAmp15,atomFreq15,atomPhase15,atomPos15,LPC_Coefficient2,LPC_Coefficient3,LPC_Coefficient4,LPC_Coefficient5,LPC_Coefficient6,LPC_Coefficient7,LPC_Coefficient8,LPC_Coefficient9,LPC_Coefficient10,LPC_Coefficient11,LPC_Coefficient12,LPC_Coefficient13,LPC_Coefficient14,LPC_Coefficient15,LPC_Coefficient16,Class
-5.3552,4.5786,1.2329,0.955,0.3484,0.15938,0.22626999999999997,-0.05467999999999999,-0.020419999999999997,-0.093927,-0.15168,-0.032363,0.02251,0.0021618,-5.6738,5.382000000000001,1.6359,1.4936,0.50839,0.1078,0.2866,-0.10042000000000001,-0.11118,-0.098701,-0.09791,-0.05341799999999999,-0.028104,0.019006,-7.0519,5.9701,1.3594,1.4998,0.48816000000000004,0.11179000000000001,0.42758999999999997,-0.098224,-0.06260399999999999,-0.061277,-0.19884000000000002,-0.07734500000000001,-0.015954,-0.0045743,-5.8105,5.4715,1.4144,1.4705,0.5,0.11094000000000001,0.27426999999999996,-0.10890999999999999,-0.04684,-0.10222,-0.14722000000000002,-0.04671,-0.026017000000000002,-0.0023603,512.0,31.948,0.052734,-1.5351,704.0,64.0,28.304000000000002,0.015625,0.90671,1088.0,37.818000000000005,30.005,0.03125,1.8454,350.55,64.0,32.045,0.015625,1.6202,1232.0,512.0,23.221999999999998,0.06640599999999999,1.4279,576.0,512.0,23.129,0.039062,-2.1857,320.0,128.0,21.769000000000002,0.03125,-2.8462,16.0,128.0,21.221,0.0625,-0.81228,976.0,302.55,20.055,0.018821,1.2759,293.82,430.55,18.052,0.048651,-0.6262,357.82,64.0,17.616,0.058239,-1.8694,259.64,145.45,19.747,0.015625,-1.3865,735.27,93.09100000000001,15.747,0.035511,0.10307999999999999,1239.3,194.91,16.742,0.042614,-0.8398399999999999,1144.7,512.0,16.512999999999998,0.06640599999999999,-1.3709,308.36,-0.736,0.62635,-0.13130999999999998,0.20476,0.034892,0.083946,-0.0012626,0.11797,0.072029,0.08758400000000001,0.051213,0.052091,0.018282,-0.0005991000000000001,0.022149000000000002,normal
-7.3175,4.3175,1.9108,1.0791,0.62389,0.27937,0.08288999999999999,-0.059884,-0.057289,-0.095038,-0.052708000000000005,-0.037771,-0.047404,-0.0055478,-9.1886,5.1586,2.4652,1.5236,0.7028800000000001,0.24911999999999998,0.08808400000000001,-0.078974,-0.063867,-0.090018,-0.061204999999999996,-0.061048000000000005,-0.058512,-0.017555,-10.113999999999999,5.5459,2.6326,1.6454,0.78509,0.27865,0.10113,-0.077599,-0.019565,-0.081492,-0.11417000000000001,-0.06729,-0.047935000000000005,-0.0045138,-8.6428,5.4135,2.4299,1.4724,0.7267100000000001,0.27592,0.11164,-0.10354000000000001,-0.066224,-0.095368,-0.11946,-0.072835,-0.023162000000000002,0.011318,256.0,4.1702,0.035156,-0.36032,1184.0,512.0,3.7001,0.035156,0.45411999999999997,448.0,64.0,3.0582,0.078125,-0.9419200000000001,0.0,128.0,2.8423,0.03125,-3.0236,32.0,128.0,2.8183,0.068892,-2.3874,624.0,512.0,2.6602,0.033202999999999996,0.72396,832.0,512.0,2.5075,0.019531,-1.327,256.0,55.273,2.3499,0.0625,-1.6627,1332.4,128.0,2.3164,0.03125,-2.9352,848.0,32.0,2.2016,0.0625,0.8911899999999999,176.0,40.727,1.8652,0.058239,1.7816,315.64,55.273,1.8413,0.051136,0.59913,128.36,128.0,1.7798,0.046875,-1.2383,1152.0,32.0,1.7262,0.125,-2.7055,344.0,72.727,1.6557,0.13280999999999998,-1.2959,117.82,-0.89671,0.88982,-0.27597,0.26554,-0.043062,0.19784000000000002,-0.01799,0.11144000000000001,0.065402,0.048441000000000005,0.034847,0.048632999999999996,0.0753,-0.053818,0.066742,abnormal
-6.6233,4.1096,1.4405,1.3417,0.38941,0.36593000000000003,0.18250999999999998,-0.029754000000000003,0.010194,-0.096489,0.00087984,-0.064552,-0.053933,-0.00012347,-6.4978,4.8762,1.9093,1.7795,0.60907,0.5329,0.31626,-0.080732,-0.056747000000000006,-0.1976,-0.059092,-0.04046,-0.07984,-0.010772,-7.7464,5.252999999999999,1.8029,1.8853,0.5493100000000001,0.65828,0.42807,-0.12600999999999998,-0.048197000000000004,-0.21255,-0.051591,-0.050314,-0.097624,-0.0047523999999999995,-7.8870000000000005,5.0053,1.6944,1.7255,0.42467,0.49886,0.44832,-0.10022,-0.021764,-0.21047,-0.084427,-0.028075,-0.090848,-0.0086466,512.0,5.9228,0.035156,-1.9895,640.0,64.0,5.2236,0.046875,1.5588,1168.0,64.0,4.9425,0.0625,-0.39131,1368.0,64.0,4.8764,0.046875,-0.031992,584.0,418.91,4.5426,0.045455,-0.082743,750.55,104.73,4.4754,0.026277999999999996,-0.55791,1006.5,256.0,4.3295,0.054688,1.7811,288.0,128.0,4.1160000000000005,0.039062,-2.7926,112.0,256.0,3.7769999999999997,0.035156,-1.2718,576.0,32.0,3.7086,0.0625,2.4251,208.0,381.09,3.4295,0.046875,0.91394,456.73,468.36,3.365,0.033913,1.6132,526.55,206.55,3.1863,0.069602,-0.8772700000000001,840.73,32.0,2.5398,0.03125,-2.9549,1352.0,64.0,2.8353,0.046875,1.3576,1216.0,-1.5806,1.3703,-0.70234,0.48506000000000005,-0.24838000000000002,0.088086,0.04036,0.038334,-0.040244,0.071378,0.0047364,-0.11553,0.2199,-0.14453,0.055012,abnormal
-2.0901,4.4693,2.0219,0.9762799999999999,0.41122,0.20188,0.15458,0.0075479,-0.031906,-0.036863,-0.07502,-0.11559000000000001,-0.068363,-0.025327000000000002,-5.2785,5.3148,2.3657,1.1969,0.42089,0.23143000000000002,0.14375,-0.097567,-0.047855,-0.072921,-0.14965,-0.10231,-0.0098631,-0.0022684000000000003,-6.2452,5.8978,2.4605,1.4013,0.43615,0.10081,0.12212999999999999,-0.043016000000000006,0.030192,-0.035711,-0.1012,-0.083191,-0.055637,-0.012154,-6.1199,5.5006,2.3178,1.3302,0.44472,0.23265999999999998,0.17175,-0.041936,-0.0043631,-0.09541000000000001,-0.079506,-0.055113999999999996,-0.073349,-0.012793,512.0,3.8689999999999998,0.041016000000000004,-1.5423,576.0,64.0,3.4647,0.046875,-0.6127600000000001,1368.7,32.0,2.9368,0.09375,2.7302,908.0,40.727,2.6327,0.0625,0.37049,942.55,55.273,2.6426,0.0625,0.58001,773.45,64.0,2.4693,0.046875,-0.53498,576.0,32.0,2.4217,0.051136,-0.67166,586.18,75.63600000000001,2.3682,0.040128,-0.79314,365.09,49.455,2.6139,0.048295,1.4767,930.91,55.273,2.436,0.049716,0.92011,846.55,128.0,2.1939,0.03125,0.78308,740.36,84.36399999999999,2.3746,0.03125,0.98441,182.18,72.727,2.109,0.046165,-0.29785,218.55,110.55,2.0425,0.035511,0.51218,497.45,98.90899999999999,2.0336,0.038352,-0.15267999999999998,522.18,-1.0537,0.99918,-0.43345,0.29408,-0.091942,0.22596999999999998,-0.063391,0.18464,-0.053078,0.13175,-0.016965,0.04607,0.00067037,0.037157,-0.012490000000000001,normal
-16.656,4.3804,1.0469,1.0418,0.51325,0.18674000000000002,0.13223,-0.11714000000000001,-0.084254,-0.10248,-0.043646,-0.005206199999999999,-0.04993,0.0057188000000000004,-18.340999999999998,5.3272,0.9530200000000001,1.3031,0.33995,0.21964,0.30937,-0.051649,0.033712,-0.06628300000000001,-0.060095,-0.10388,-0.067634,0.0034031999999999995,-19.392,5.6746,1.0918,1.396,0.37727,0.24278000000000002,0.32907,-0.042319,-0.028368,-0.12290999999999999,-0.053692,-0.058383000000000004,-0.049555,-0.022172,-18.647000000000002,5.3925,0.8906200000000001,1.3619,0.40988,0.32503000000000004,0.3398,-0.13660999999999998,-0.011996,-0.12405999999999999,-0.085007,-0.059222000000000004,-0.058254999999999994,0.010192,52.364,5.019,0.041193,-1.6406,637.82,512.0,3.6767,0.026456,-0.16851,250.18,512.0,3.565,0.030185000000000003,-0.63212,314.18,512.0,3.4922,0.021484,-2.0221,523.64,128.0,3.1472,0.023438,1.1535,48.0,32.0,3.1121,0.03125,2.4415,1088.0,372.36,2.886,0.032848,-1.5624,529.45,267.64,2.8613,0.035511,-1.1248,542.55,256.0,2.6343,0.011719,-1.5976,160.0,256.0,2.2299,0.031605,-1.281,433.45,113.45,2.1274,0.075284,0.4554,581.09,154.18,2.0897,0.06321,-0.95321,824.36,314.18,2.0709999999999997,0.062855,0.69644,384.0,250.18,2.0314,0.10263,0.088367,649.45,49.455,1.9809999999999999,0.03125,-0.7341300000000001,529.09,-1.3683,1.1708,-0.5142100000000001,0.27483,0.011212999999999999,0.083399,-0.0501,0.11208,-0.038531,0.027572000000000003,0.11409000000000001,-0.089826,0.055221000000000006,0.0083943,0.0014307,normal
-3.342,4.5051,1.5524,1.048,0.49226000000000003,0.20954,-0.031549,-0.24866,-0.033749,0.0072623,-0.034691,-0.033279,-0.028323,-0.023202,-6.0576,5.513,1.4615,0.96142,0.6645399999999999,0.36078000000000005,-0.077833,-0.19091,0.043823,-0.028716000000000002,-0.05444500000000001,-0.055639,-0.031439,-0.036266,-6.5499,6.0107,1.6872,1.1363,0.5876899999999999,0.2973,0.075818,-0.11609000000000001,0.068249,-0.01324,-0.09991599999999999,-0.08509800000000001,-0.027489999999999997,-0.033572000000000005,-6.1735,5.5188,1.6629,1.0905,0.50778,0.45688999999999996,0.012804,-0.23210999999999998,0.031322,-0.043115,-0.046751,-0.078027,-0.022706999999999998,-0.010447,302.55,4.4822,0.049716,2.6903,1082.2,465.45,4.4744,0.059659000000000004,2.1252,837.82,64.0,3.5859,0.03125,1.3784,968.0,154.18,3.3356,0.043324,-2.7207,688.73,133.82,3.3251,0.04652,-2.6515,775.27,256.0,3.2906,0.019531,-0.7782399999999999,480.0,64.0,3.2519,0.0625,1.8138,288.0,64.0,3.2127,0.0625,-0.7568,112.0,256.0,3.1359,0.019176,-1.5407,724.36,256.0,3.1246,0.01598,1.5812,331.64,34.909,3.6328,0.041193,-0.061779999999999995,796.0,256.0,2.9446,0.015625,1.4022,0.0,32.0,3.0592,0.03125,-0.7899,1412.0,64.0,2.8257,0.0625,-1.105,1083.6,256.0,2.7631,0.023438,-0.68357,1184.0,-0.9232100000000001,0.67405,-0.038293,0.029198,0.073126,0.19158,-0.069202,0.1433,0.056735,-0.0091345,0.10362,-0.015081,0.009431499999999999,0.033038,0.013057,abnormal
-2.8628,4.4327,1.4991,1.0563,0.44433,0.22177,0.17393,-0.098259,-0.093524,-0.063318,-0.025116,-0.019928,-0.019104,-0.020953,-4.5487,5.2321,1.5119999999999998,1.2441,0.65194,0.31043000000000004,0.26239,-0.062712,-0.081487,-0.15974000000000002,-0.1627,-0.05463200000000001,-0.0030129,0.0074354,-6.1447,5.6777,1.7717,1.4929,0.6935600000000001,0.23646999999999999,0.19489,-0.044202,0.0037216999999999997,-0.12065,-0.14587,-0.08611,-0.027841,0.029917000000000003,-5.1723,5.4699,1.8343,1.3443,0.72004,0.31244,0.19852,-0.092507,-0.05966799999999999,-0.12778,-0.11205,-0.032844,-0.038882,0.012747,256.0,5.3075,0.027344,-0.053641999999999995,0.0,256.0,5.0643,0.03125,-2.504,864.0,256.0,4.374,0.046875,-1.4672,1184.0,512.0,4.0393,0.042969,-2.2143,512.0,32.0,3.8311,0.03125,1.9125,204.36,64.0,3.4263,0.046875,-1.7412,16.0,512.0,3.4143,0.017578,1.7594,512.0,128.0,3.2211,0.0625,-1.8675,752.0,128.0,3.011,0.0625,-2.1657,1216.0,98.90899999999999,2.9736,0.044744,1.5224,106.91,221.09,2.9652,0.037287,-1.9152,173.09,32.0,2.7736,0.03125,-0.64099,1094.2,512.0,2.7969999999999997,0.025391,0.96306,448.0,256.0,2.6545,0.015625,2.3280000000000003,864.0,133.82,2.5533,0.044744,0.15567,274.18,-1.1943,1.0892,-0.46807,0.31072,-0.09061,0.16155,0.045048000000000005,0.075672,0.091079,-0.065446,0.093211,0.077407,-0.078561,0.052723,0.060986,normal
-13.675999999999998,4.5473,1.7534,1.0739,0.56004,0.2777,0.04668,-0.13612,-0.063445,-0.15853,-0.099745,-0.0010508,-0.030392000000000002,-0.0067975,-15.027999999999999,5.0895,2.0835,1.5157,0.6513100000000001,0.31576,0.21718,-0.083829,-0.069779,-0.10127,-0.077783,-0.046072,-0.034501,0.020193,-16.118,5.4677,1.9185,1.6272,0.69484,0.3514,0.17282999999999998,-0.13285,0.0026616,-0.12280999999999999,-0.12387000000000001,-0.040523,-0.03047,0.010667,-16.635,5.2399,1.9296,1.4416,0.62863,0.34464,0.15278,-0.1594,-0.03216,-0.10912999999999999,-0.088641,-0.054276,-0.078106,-0.018718000000000002,64.0,4.7297,0.0625,0.72621,1200.0,128.0,3.969,0.03125,1.5695,320.0,512.0,3.5987,0.023438,1.4563,448.0,128.0,3.3193,0.03125,-0.72842,432.0,512.0,3.2485,0.07421900000000001,0.6379100000000001,128.0,142.55,3.1522,0.047585,-1.999,669.09,133.82,2.915,0.056817999999999994,0.092547,725.09,32.0,3.4298,0.03125,1.4394,4.0,98.90899999999999,2.5992,0.049716,1.7668,974.55,64.0,2.5644,0.03125,-0.71041,256.0,162.91,2.4429,0.045099,-0.2694,442.18,66.90899999999999,2.4205,0.039773,2.76,1013.1,58.181999999999995,2.5881,0.022017,2.2607,1368.7,58.181999999999995,2.5551,0.044034,1.6836,670.55,46.545,2.5099,0.044034,1.3254,666.18,-1.2014,1.2077,-0.66125,0.53158,-0.14018,0.069643,0.13479000000000002,-0.03804,0.034127,0.04083,0.048742,0.010834,0.035935,-0.026874000000000002,0.051675,normal
-13.744000000000002,4.5131,2.2214,1.0907,0.51041,0.10979000000000001,-0.056977,-0.08417899999999999,-0.042861,-0.059632000000000004,-0.046669999999999996,-0.036023,-0.048847,-0.019124000000000002,-14.827,5.2339,2.6297,1.3377,0.63584,0.23588,0.03681,-0.09030099999999999,-0.066786,-0.081286,-0.06149299999999999,-0.037706,-0.025810000000000003,-2.71e-05,-16.414,5.8365,2.8824,1.3924,0.60583,0.22005999999999998,0.045522,-0.10855999999999999,-0.087764,-0.075175,-0.07484099999999999,-0.08227999999999999,-0.062294,0.00093032,-14.892000000000001,5.4527,2.6579,1.4057,0.64147,0.25522,0.089934,-0.089365,-0.077251,-0.084939,-0.046985,-0.015452,-0.0463,-0.028671,256.0,3.2889,0.039062,2.6304,192.0,337.45,3.0551,0.09446,-0.37141,653.45,206.55,3.0111,0.14773,1.3918,951.64,128.0,2.9189,0.03125,-2.3234,48.0,64.0,2.8473,0.0625,1.3187,1192.0,64.0,2.8192,0.03125,-1.0989,16.0,64.0,2.5894,0.046875,1.4275,592.0,81.455,2.369,0.058239,-1.0033,1296.0,110.55,2.3642,0.051136,1.0045,1176.0,32.0,2.3546,0.0625,2.6,680.0,64.0,2.3044,0.046875,1.8535,936.0,512.0,2.2091,0.060547000000000004,-1.0417,192.0,128.0,2.0496,0.078125,1.8957,256.0,256.0,2.0069,0.023438,2.9281,960.0,256.0,1.8958,0.015625,-1.4651,1152.0,-1.1361,1.0009,-0.38575,0.2358,-0.065189,0.15692,-0.003993699999999999,0.067262,0.036179,-0.011039,0.054709,-0.0062817,0.044501,-0.0035573999999999996,0.0444,normal
-7.5193,4.2353,0.7621899999999999,1.0905,0.16107,0.028087,0.2833,-0.090007,0.022838999999999998,0.0077458,-0.045216,0.020265000000000002,-0.067999,-0.019053,-7.7947,5.4285,0.6421100000000001,1.3985,0.1261,-0.032004000000000005,0.28718,-0.081089,0.089544,-0.12662,-0.072375,0.017339,-0.05397999999999999,0.0053717,-8.6969,5.8536,0.41981999999999997,1.5345,0.19963,-0.014099,0.38754,-0.17524,-0.013033000000000001,-0.083866,-0.05544299999999999,0.064427,-0.009963,-0.046298,-8.164,5.3995,0.3338,1.4827,0.12652,0.091928,0.27991,-0.18908,0.08063300000000001,-0.12965,-0.005310199999999999,0.044005,-0.076201,0.009665100000000001,512.0,8.9808,0.042969,-1.6117,320.0,256.0,7.0312,0.042969,-0.72031,1184.0,256.0,5.9548,0.042969,0.099472,128.0,512.0,5.6055,0.033202999999999996,3.0146,320.0,32.0,7.0012,0.03125,-0.26355,1412.4,512.0,4.9138,0.035156,-0.18428,768.0,32.0,5.2801,0.03125,-0.8500200000000001,740.0,512.0,4.9845,0.056641,-1.9366,384.0,32.0,4.7416,0.03125,-2.1814,48.0,128.0,4.3587,0.046875,0.45436000000000004,368.0,512.0,4.3042,0.034801,1.4557,465.45,512.0,4.2714,0.031605,-0.8453200000000001,46.545,128.0,4.0828,0.054688,-0.69102,864.0,256.0,3.9591,0.011719,1.642,32.0,206.55,3.8566,0.060369000000000006,-1.4544,302.55,-1.0149,0.62838,-0.08379500000000001,-0.047053,0.19780999999999999,0.010845,-0.058070000000000004,0.13504000000000002,-0.033235,0.098594,-0.031559,0.039527,0.021825999999999998,0.017919,-0.0046481000000000005,normal
-9.7292,4.4842,0.52715,0.9749899999999999,-0.12324,-0.06143099999999999,-0.092696,-0.1446,0.13029000000000002,-0.079552,0.029156,0.0015814,-0.079419,0.026235,-10.219,5.452999999999999,0.21881,1.2963,-0.5435,-0.10602,0.013143,-0.24017,0.21319000000000002,-0.1358,-0.01715,-0.027556999999999998,-0.08093099999999999,-0.002302,-10.687000000000001,5.6481,0.001547,1.3827,-0.36433000000000004,0.061722000000000006,0.043437,-0.30077,0.15032,-0.10645,0.051832,-0.068332,-0.033999,-0.008338600000000002,-10.967,5.3976,0.065364,1.3786,-0.41707,0.016582,0.040029,-0.31527,0.15725999999999998,-0.10918,0.049121,0.0037235999999999997,-0.067061,-0.016666,32.0,5.4372,0.03125,-1.196,152.0,64.0,4.107,0.03125,-1.6546,72.0,128.0,2.3853,0.054688,2.4615,80.0,256.0,2.0413,0.011719,0.99526,32.0,32.0,1.291,0.0,0.0,4.0,256.0,2.0913,0.0039062,1.1948,288.0,256.0,1.3396,0.019531,0.058839999999999996,96.0,128.0,1.1738,0.068892,1.2346,228.36,110.55,1.12,0.025568,1.5499,446.55,81.455,1.1105,0.046165,0.84629,33.455,512.0,1.0386,0.039062,0.72964,256.0,128.0,0.91815,0.015625,1.9763,512.0,512.0,0.8887299999999999,0.039062,2.0211,0.0,256.0,0.8706200000000001,0.015625,1.6187,800.0,128.0,0.8287100000000001,0.023438,-2.1857,1152.0,0.10709,0.35731999999999997,0.14758,0.13143,0.10772000000000001,0.23533,0.1304,0.18323,0.097192,0.07524299999999999,0.12050999999999999,0.049495,0.080318,0.12971,0.03751,normal
-8.0087,4.7869,0.8623299999999999,0.85519,0.17104,-0.010643999999999999,-0.06885,-0.19573,-0.0049898,-0.054341999999999994,0.022109999999999998,-0.020377000000000003,-0.07083400000000001,-0.0082314,-8.5419,5.6962,1.0605,1.2065,0.27385,0.047105,0.08035199999999999,-0.20459000000000002,-0.013291999999999998,-0.045656999999999996,-0.019836000000000003,-0.062766,-0.06690700000000001,0.009777600000000001,-9.124,6.0379,0.82855,1.3326,0.11628,0.00091639,0.09084500000000001,-0.17414000000000002,0.010472,-0.12555999999999998,-0.042375,-0.021869,-0.039613999999999996,-0.034959,-9.0922,5.82,0.62903,1.1076,0.096459,-0.040514999999999995,0.053857,-0.17623,0.016483,-0.082688,-0.030793,-0.024993,-0.042608999999999994,-0.017577000000000002,512.0,8.2146,0.025391,-1.6502,704.0,512.0,5.8147,0.019531,-0.86916,704.0,256.0,5.1578,0.05859400000000001,0.46385,864.0,512.0,4.1883,0.033202999999999996,1.7167,704.0,32.0,4.8316,0.03125,-1.7647,1420.0,64.0,3.6763,0.046875,0.51021,392.0,66.90899999999999,4.1959,0.039773,-1.6564,772.36,256.0,3.49,0.011719,0.59887,928.0,512.0,3.2834,0.056641,2.0125,0.0,512.0,3.0584,0.070312,0.51376,768.0,256.0,2.7765,0.022372,0.16829000000000002,509.09,133.82,2.6978,0.026989,1.8136,665.45,32.0,2.2342,0.03125,-0.67223,1368.0,256.0,2.1919,0.054688,0.43043000000000003,512.0,32.0,2.6521,0.03125,2.0226,1336.0,-0.42563999999999996,0.25998000000000004,-0.050504,0.1835,-0.042695,0.15512,0.11627,0.055351,0.15474000000000002,0.006273,0.019508,0.021812,0.041227999999999994,0.0052271,0.089905,normal
-5.9521,4.3781,1.7141,1.1908,0.30091,0.10544,0.08018600000000001,-0.1108,-0.022473,-0.069836,-0.041835000000000004,-0.026664999999999998,-0.012578,-0.012095999999999999,-6.9522,5.164,1.8343,1.6373,0.48706000000000005,0.27573000000000003,0.21091,-0.12485,-0.061304,-0.19564,-0.071285,0.047793,-0.024525,-0.041247000000000006,-8.2555,5.5256,1.9680000000000002,1.7112,0.41365,0.18367,0.18498,-0.10017999999999999,-0.060013,-0.23281,-0.13777,-0.045237,-0.016749,-0.01007,-7.757999999999999,5.2617,1.9686,1.671,0.38097,0.12716,0.16534000000000001,-0.1381,-0.13021,-0.15646,-0.0049324,-0.007985800000000001,-0.049699,0.0084094,512.0,3.7463,0.060547000000000004,-1.6001,640.0,512.0,3.14,0.03125,0.58529,576.0,87.273,2.9981,0.041193,0.4318,531.64,104.73,2.9787,0.036932,0.9316,708.36,32.0,2.9083,0.0625,-1.2905,156.0,256.0,2.8374,0.027344,-1.8541,1152.0,32.0,2.73,0.0625,-0.073006,1404.0,256.0,2.4644,0.03125,0.80933,1056.0,512.0,2.4427,0.021484,-0.78842,256.0,128.0,2.3902,0.03125,0.12269000000000001,187.64,128.0,2.3843,0.03125,1.2021,292.36,256.0,2.1333,0.030539999999999998,2.1049,96.0,32.0,2.1436,0.0625,-1.5214,572.0,64.0,2.0833,0.046875,2.2747,632.0,256.0,2.0452,0.019531,0.44236000000000003,992.0,-0.82139,0.62669,-0.24064000000000002,0.38863000000000003,-0.13433,0.23287,0.05354299999999999,0.079447,0.067865,0.012289,0.079864,0.0043176,0.072011,-0.032418,0.030438,normal
-4.2058,4.0435,2.1336,1.3064,0.66094,0.24165,0.049541,-0.11224,-0.13242,-0.12425,-0.059940999999999994,-0.052209000000000005,-0.032894,0.006064,-7.8167,4.9382,2.8387,1.7953,0.9007700000000001,0.36019,0.12808,-0.098611,-0.1194,-0.13743,-0.10973,-0.047053,-0.027911000000000002,0.010123,-8.9047,5.0897,2.9106,1.9322,0.9756100000000001,0.42906000000000005,0.17457999999999999,-0.10762000000000001,-0.17115999999999998,-0.1887,-0.11233,-0.063153,-0.033781,0.027243,-8.1055,4.9792,2.8541,1.8079,0.8656799999999999,0.3172,0.1027,-0.11184000000000001,-0.14155,-0.16624,-0.12495,-0.05407000000000001,-0.030298000000000002,0.021155,512.0,4.0549,0.037108999999999996,2.4676,384.0,512.0,3.8274,0.039062,-1.9143,768.0,256.0,3.4875,0.033026,1.1127,0.0,128.0,3.1537,0.03125,0.66463,334.55,512.0,2.9583,0.03125,0.8687299999999999,704.0,256.0,2.8183,0.03125,2.1783,1184.0,512.0,2.6715,0.045277,-0.024065,308.36,488.73,2.5988,0.048651,1.8004,794.18,64.0,2.4977,0.046875,2.4673,688.0,72.727,2.401,0.059659000000000004,-2.4507,542.55,215.27,2.3387,0.04723,-0.70103,160.0,256.0,2.2401,0.022017,0.12347999999999999,177.45,512.0,2.1366,0.048827999999999996,-1.5554,640.0,512.0,2.117,0.035156,1.4999,576.0,512.0,2.0429,0.03125,2.1221,320.0,-1.0192,0.94926,-0.44086000000000003,0.47367,-0.13551,0.20773000000000003,-0.008375,0.11793,0.006736499999999999,0.10550999999999999,-0.048284,0.082015,-0.037656,0.044785000000000005,-0.022106999999999998,normal
-10.606,4.4979,0.9222899999999999,1.1009,0.021075,0.01624,0.046316,-0.14947,0.12983,-0.057954,-0.13194,-0.0049719,-0.02642,-0.014780000000000001,-12.015,5.2033,1.3262,1.3418,0.23668000000000003,0.022101,0.044007,-0.10910999999999998,0.048414,-0.080888,-0.059113,-0.037398,-0.008593,0.0040864000000000004,-12.334000000000001,5.6631,1.1359,1.4601,0.24814,0.0070283,0.079093,-0.19303,0.007708199999999999,-0.11721,-0.063536,0.009409899999999999,-0.024686000000000003,0.022809,-13.001,5.4672,1.0216,1.4699,0.042125,-0.033231000000000004,0.15865,-0.17583,0.032266,-0.059546,-0.00013948,-0.026782999999999998,-0.052557000000000006,0.010288,32.0,3.9826,0.045455,1.2533,19.273,32.0,3.1167,0.1733,0.023128,48.727,32.0,2.688,0.03125,0.5935,0.0,256.0,2.6639999999999997,0.046875,-1.2585,480.0,512.0,2.1766,0.048827999999999996,2.6912,832.0,128.0,2.1499,0.054688,2.4469,1232.0,75.63600000000001,2.4033,0.049006,-2.2306,98.182,84.36399999999999,2.0758,0.061079999999999995,-0.014041,109.09,32.0,1.824,0.034091,-0.25978,103.27,215.27,1.9191,0.085227,-0.3976,771.64,133.82,1.9033,0.065341,-0.6777,313.45,285.09,2.1561,0.046342,0.38705,189.82,293.82,2.1947,0.086293,0.80803,297.09,468.36,1.3169,0.014205,0.21358000000000002,915.27,75.63600000000001,1.7209999999999999,0.14205,1.693,1088.7,-0.18157,0.42122,0.089295,0.23564000000000002,0.15982000000000002,0.21227,0.067121,0.14304,0.10987999999999999,0.14734,0.14834,0.088349,0.07344500000000001,0.053527,0.015415,normal
