,MFCC1_S1,MFCC6_S1,MFCC2_S2,MFCC4_S2,MFCC5_S2,MFCC6_S2,MFCC5_Sys,MFCC5_Dias,MFCC6_Dias,MFCC12_Dias,MFCC13_Dias,MFCC14_Dias,Class
28,-9.3898,-0.11897,5.693,1.3261,0.25634,-0.036088,-0.0030781999999999997,-0.025794,-0.028754000000000002,-0.018368000000000002,-0.062391999999999996,-0.012142,normal
29,-5.582999999999999,0.06866,5.1159,1.6384,0.79602,0.37806,0.28720999999999997,0.5831,0.39873000000000003,-0.042947000000000006,-0.044745,0.018447,abnormal
30,-5.6611,-0.25775,6.0591,0.9895,-0.3199,-0.19419,-0.62443,-0.23975,0.1132,-0.015949,-0.063829,0.0014639000000000002,abnormal
31,-4.5685,0.14009000000000002,5.6397,1.1527,0.21841999999999998,0.21433000000000002,-0.15222,-0.11209000000000001,0.51868,0.096328,-0.17156,0.09271,normal
32,-7.0348,-0.16228,5.4365,1.8011,0.011723,0.089518,-0.54069,0.50627,0.41825,0.0048961000000000005,-0.081698,0.011099,abnormal
33,-3.6425,0.017931,5.9258,0.9788899999999999,0.29667,0.17982,-0.068258,0.034836,0.26056,0.014143000000000001,-0.10379000000000001,0.021694,abnormal
34,-7.7396,0.09704199999999999,5.8117,1.1994,0.35046,0.14805,0.041639999999999996,0.11095999999999999,0.1077,-0.11698,-0.083429,0.032944,normal
35,-5.9794,-0.28685,5.9066,1.1377,-0.12340999999999999,-0.12437999999999999,-0.60146,-0.0035503999999999996,0.10833,0.00088887,-0.033479,-0.01962,abnormal
36,-7.108,-0.032682,5.6770000000000005,1.3347,0.18975999999999998,0.011034,-0.18997999999999998,-0.037356,0.02052,-0.016939,-0.045838,0.0020215999999999997,abnormal
37,-5.1274,0.082617,5.6985,1.3011,0.59386,0.11810999999999999,0.36741,0.32049,0.10330999999999999,-0.017283,-0.027507,0.0021021,normal
38,-18.93,0.28631,5.322,1.5041,0.5899300000000001,0.38683,0.13656,0.21385,0.38487,-0.034959,-0.027001999999999998,-0.014591,abnormal
39,-4.9783,-0.057205,6.2151,0.88456,-0.35117,-0.057664,-0.36124,-0.2215,0.32936,0.040373,-0.09173200000000001,0.040260000000000004,abnormal
40,-8.1775,0.092308,5.8856,1.1174,-0.14736,-0.11900999999999999,-0.30912,-0.20199999999999999,0.14527,0.0037161,-0.09351,0.0086713,abnormal
41,-4.8523,0.23863,5.4551,1.4587,0.47522,0.14288,-0.14427,-0.21886,0.075177,0.025443,-0.061782000000000004,0.06315,abnormal
42,-8.119,-0.089809,5.5286,1.4275,0.50945,0.023303,0.093421,0.41478999999999994,0.20418,-0.021626,-0.046451,-0.015502000000000002,abnormal
43,-5.9754,0.16284,6.2899,0.82915,-0.272,-0.050497,-0.3613,-0.06923,0.23213000000000003,0.015178,-0.066785,0.0059191,abnormal
44,-6.6981,-0.41043999999999997,6.0663,1.1364,0.0070926999999999995,0.07181799999999999,-0.3209,-0.10253,0.29879,0.10315,-0.13869,0.024703,abnormal
45,-6.0077,-0.025789999999999997,5.72,1.3072,0.49491999999999997,0.043868,0.26581,0.53113,0.23176999999999998,-0.032436,-0.024606,0.013318,abnormal
46,2.2795,0.15877,3.6971,1.7083,-0.68501,0.30737,-0.72946,-0.7083699999999999,0.3375,-0.090547,0.027325,-0.044601,abnormal
47,-6.3215,-0.21861999999999998,5.3279,1.913,0.56798,0.089948,0.15845,0.11499000000000001,0.010359,-0.06574400000000001,0.00030616,0.013969,abnormal
48,-3.5624,0.16022999999999998,5.9046,1.1158,0.13455,-0.007114199999999999,-0.18621,-0.24956,0.11967,-0.0046335000000000005,-0.082169,0.026238,normal
49,-2.891,0.17526,5.2044,1.8447,0.88534,0.26077,0.7108300000000001,0.76339,0.17906,-0.008180100000000001,-0.0085996,0.0098085,normal
50,-6.9589,0.19297,4.7906,1.8947,0.18388,0.34158,0.15124,0.14983,0.34486999999999995,-0.0052223999999999994,-0.040479,0.007860800000000001,abnormal
51,-8.094,-0.1007,5.1157,1.9183,0.78365,0.23371,0.06651499999999999,0.48377,0.40369,-0.056329,0.005079,-0.0056303,abnormal
52,-2.7233,0.10032999999999999,6.0513,0.9778600000000001,0.30167,0.043977999999999996,0.36967,0.40446,0.23626,-0.039556,-0.063336,0.0056911999999999996,normal
53,-6.178,0.042306,6.1031,0.9197799999999999,0.07616,0.006945699999999999,-0.033044,-0.055995,0.10178999999999999,-0.0078014,-0.06372699999999999,0.016776,abnormal
54,-3.8874,0.0034368000000000003,5.7397,1.2663,0.56812,0.11069000000000001,0.49057,0.51494,0.19789,-0.032628,-0.029507,-0.009601100000000001,normal
55,-18.386,0.19485999999999998,5.6415,1.2915,0.36158,0.15915,0.062953,0.024397,0.0072778999999999995,0.017312,-0.017237,0.032616,abnormal
56,-4.9061,0.06878,6.0055,0.88336,0.2709,0.040408,0.2528,0.47333000000000003,0.08748,-0.041576999999999996,-0.036896,-0.015049000000000002,abnormal
57,-4.1197,-0.031561,5.8167,1.3724,0.31369,0.055808,-0.033012,-0.028591000000000002,0.17253,-0.028338,-0.077958,0.016000999999999998,abnormal
58,-3.6511,0.26682,5.7529,1.0957,0.4548,0.07084700000000001,0.087437,0.7479600000000001,0.12404000000000001,-0.022347,-0.052339,-0.021981,abnormal
59,-11.607999999999999,-0.40471999999999997,6.1979,1.2242,-0.2566,-0.53008,-0.25328,-0.17774,-0.31532,0.0025808000000000003,-0.06212,-0.019219999999999998,abnormal
60,-4.4944,-0.095321,5.6613,1.5071,0.5634899999999999,-0.025158,0.19309,0.25956,0.043503,-0.0299,-0.057076999999999996,-0.016217,abnormal
61,-9.4475,0.13718,6.1262,0.9400799999999999,0.18547,-0.1158,0.20102,0.52561,0.19897,-0.026456999999999998,-0.037302999999999996,0.0039941,abnormal
62,-9.4608,0.28137,5.5811,1.5729,0.44427,0.20501999999999998,-0.17887999999999998,-0.22771999999999998,0.44876000000000005,-0.056463,-0.024699000000000002,-0.030833,abnormal
63,-8.3275,0.086913,5.2471,1.6618,0.64199,0.21754,0.36683000000000004,0.38627,0.52623,-0.019897,-0.11599999999999999,0.054112,abnormal
64,-6.6047,-0.053663999999999996,5.3805,1.5918,0.53533,0.22175,-0.076351,-0.23795999999999998,0.19771,0.036982999999999995,-0.042671,0.023125,abnormal
65,-7.0729,-0.24076999999999998,6.0949,1.3823,0.14774,-0.32559,0.077885,0.34186,-0.13591,-0.017758000000000003,-0.0081367,0.0008856,abnormal
66,-8.7678,0.035128,5.7166,1.1926,-0.12879000000000002,-0.08064199999999999,-0.25081,-0.21227,0.05159299999999999,-0.007925100000000001,-0.055276,0.013123,abnormal
67,-13.07,0.11414,5.9045,1.4656,0.24499,-0.29174,0.19022,0.16093,0.11173,-0.027009,-0.057411000000000004,-0.01319,normal
68,-6.7248,0.044936000000000004,5.619,1.5789,0.58257,0.16097,0.1343,0.006213300000000001,0.34414,0.071531,-0.10117000000000001,-0.012318,normal
69,-4.8349,-0.14168,6.3592,0.7723,-0.10589000000000001,-0.27631,0.30284,0.33949,0.096634,-0.034798,-0.026126999999999997,-0.013783000000000002,normal
70,-3.0776,-0.0059394,5.6583,1.4124,0.18824000000000002,0.029341000000000002,-0.069643,-0.012452,0.076279,-0.0043068,-0.11646,0.016284,normal
71,-4.4671,-0.058841,5.6859,1.3314,0.49115,0.13552999999999998,0.10803,0.34648,0.088158,-0.014547,-0.025255,-0.0045085,abnormal
72,-5.8129,0.3125,5.6056,1.3657,0.36846999999999996,0.16921,-0.079608,0.17749,0.24031999999999998,-0.032651,-0.021235,0.010946,abnormal
73,-6.4364,0.12712,5.242999999999999,1.5403,0.44233999999999996,0.21045,0.37604,0.34653,0.22283000000000003,-0.014919,-0.035058,0.0063418,abnormal
74,-20.375,0.08327799999999999,5.1845,1.5365,0.085283,0.07568,0.16519,0.05505499999999999,0.10951,-0.041988,-0.039348,-0.019516,abnormal
75,-4.5177,0.14515,5.6212,1.3816,0.3299,0.17122,0.053467999999999995,0.23460999999999999,0.28438,-0.071962,-0.055586,-0.0097032,abnormal
76,-6.0958,0.4727,5.4226,1.3831,0.6199600000000001,0.2597,0.25669000000000003,0.20375,0.17336,-0.025384,-0.060871,0.0020521999999999997,abnormal
77,-4.7748,0.032657,5.0439,2.0365,0.36801,0.35307,-0.1101,0.5541,0.23045,-0.018614,-0.041371,0.0098733,abnormal
78,-5.0036,0.074198,5.9639,1.0014,0.19683,0.12954000000000002,0.12958,0.14966,0.097344,-0.037614999999999996,-0.044045999999999995,0.0026146,abnormal
79,-6.9958,0.15634,5.9663,0.9719700000000001,0.31009000000000003,0.01078,0.11615,0.1089,0.17127,-0.0031941999999999995,-0.075728,0.013525,normal
80,-9.8172,0.069982,5.5241,1.587,0.55806,0.22011999999999998,0.16425,0.26916999999999996,0.16266,-0.023407,-0.037295,-0.011904000000000001,normal
81,-9.0688,-0.05544400000000001,5.2002,1.9328,0.025102,-0.16992000000000002,-0.18106,-0.13956,0.13468,-0.048294,-0.050644,0.0035784999999999996,abnormal
82,-9.0035,0.38702,5.7049,1.5188,0.42894,-0.07786900000000001,0.33479000000000003,0.6185,0.07797799999999999,-0.0082634,-0.03946,-0.016399,abnormal
83,-4.2017,0.018386000000000003,5.6953,1.1817,0.035331,-0.11316,-0.19551,0.20158,0.31194,0.0009897,-0.083816,0.013241,abnormal
84,-7.0365,-0.10475999999999999,6.1809,0.83201,0.020152,-0.10829000000000001,0.031802,0.031232,-0.039376,0.0047344,-0.05216799999999999,-0.020808,normal
85,-6.1243,-0.12352,5.6506,1.3142,0.664,0.28355,0.30441,0.40398,0.31306999999999996,-0.030604000000000003,-0.054345000000000004,0.0034014,normal
86,-5.285,-0.031192,5.6301,1.3887,0.68687,0.16702,0.64572,0.77687,0.26085,-0.048412000000000004,-0.012594,0.010624,abnormal
87,-7.0663,0.07722000000000001,6.2296,0.48481,-0.0050511,0.035035000000000004,-0.25744,-0.19184,0.19793,-0.027385000000000003,-0.055601,0.02304,normal
88,-2.1794,0.049477,5.3392,1.4287,0.13409000000000001,0.12497,0.087355,0.046676999999999996,0.15037999999999999,-0.019122,-0.029516000000000004,-0.0035918,abnormal
89,-4.433,0.20035999999999998,5.6918,1.4817,0.22386,-0.015761,0.16591,0.19013,0.48998,0.04874,-0.2245,0.082006,abnormal
90,-9.4175,-0.082646,6.6621,0.21789,-0.23678000000000002,-0.044699,-0.61131,-0.5836899999999999,0.14239000000000002,0.053989999999999996,-0.11634000000000001,0.026683999999999996,normal
91,-5.2387,-0.081982,6.2628,0.78699,-0.21857,-0.26205,-0.33161,-0.27759,0.006148300000000001,-0.006886700000000001,-0.040244999999999996,-0.004800100000000001,abnormal
92,-10.109,-0.076938,5.8244,1.2664,0.55085,0.22801,0.077127,0.12871,0.12937,-0.013529,-0.058776999999999996,0.013066999999999999,normal
93,-3.4315,-0.062411,5.9111,1.3879,0.37335,-0.18182,0.015300999999999999,0.026141,0.021906000000000002,-0.011831999999999999,-0.047374,0.016253999999999998,normal
94,-7.1705,0.03628,5.8706,1.0804,0.30806999999999995,0.010464,-0.015108000000000002,0.089906,0.089001,-0.011713,-0.070498,-0.021814,abnormal
95,-8.3118,0.15425,5.1995,1.7779,0.02445,0.14232999999999998,-0.24328000000000002,-0.063115,0.17378,0.025682999999999997,0.0095271,-0.031975,abnormal
96,-4.455,0.091614,6.1344,0.8114399999999999,0.25227,0.063697,0.15469000000000002,0.2334,0.11462,-0.030155,-0.053110000000000004,-0.004121100000000001,abnormal
97,-10.425,0.13515,6.1368,1.022,-0.26534,-0.18577,-0.29078000000000004,-0.31319,0.14731,-0.044247,-0.04215,0.0019219999999999999,abnormal
98,-2.9159,0.19665,5.6982,1.159,0.40415999999999996,0.24325,0.31448000000000004,0.5753699999999999,0.20335,-0.051044,-0.037923,0.016266,abnormal
99,-7.5771,0.16333,4.882,2.0875,-0.080079,0.33409,-0.30507,-0.27656,0.5482100000000001,-0.077663,0.0041779,0.024172,abnormal
100,-5.7053,0.26378,5.8403,1.1775,0.34949,0.0089304,0.13043,0.39688,0.17397,-0.042319999999999997,-0.052580999999999996,-0.014609,abnormal
101,-4.6863,0.30680999999999997,5.6267,1.2398,0.6333300000000001,0.28513,0.36129,0.43505,0.31011,-0.062083000000000006,-0.050878,-0.010742,normal
102,-2.5809,0.3986,5.6252,1.5894,0.22989,0.065509,-0.026916000000000002,-0.028016000000000003,0.32639,-0.05312000000000001,-0.037471,0.054277,abnormal
103,-6.1974,-0.0030315000000000003,5.6161,1.5363,0.58948,0.16605999999999999,0.19902999999999998,0.24018,0.06762,-0.037751,-0.034196,-0.01463,abnormal
104,-3.9467,0.035075999999999996,4.9467,1.2963,-0.27181,0.1176,-0.29736,-0.27449,0.13352,-0.066237,-0.011502,-0.012394,normal
105,-5.7774,-0.024354,5.9013,1.2524,0.29557,0.0080029,0.16421,0.27641,0.19533,-0.034126,-0.048298,0.025165,normal
106,-2.9735,0.1016,5.5198,1.6247,0.31156,0.046112,-0.05996699999999999,0.1337,0.12145999999999998,0.012223999999999999,-0.051411,-0.0035638000000000006,abnormal
107,-6.9852,0.11354000000000002,5.6376,1.5177,0.4566,0.035461,0.33155999999999997,0.33003000000000005,0.27821999999999997,-0.029697,-0.041788,0.033481,normal
108,-4.9082,-0.28357,6.4624,0.63823,-0.083369,-0.11980999999999999,-0.014133000000000001,0.017388,0.10207999999999999,-0.009096600000000002,-0.041347,-0.015821,normal
109,-7.3033,0.11847,5.6176,1.5085,0.5685600000000001,0.16552999999999998,0.45147,0.47417,0.11657999999999999,-0.023912,-0.037163999999999996,0.0069054,abnormal
110,-4.3843,0.17506,5.0581,1.8135,0.35286999999999996,0.31581,0.31271,0.28151,0.31906,-0.017397,-0.085272,0.063016,abnormal
111,-6.6341,-0.016541999999999998,6.0314,0.94134,0.15644,0.1945,0.079704,0.09664299999999999,0.15020999999999998,-0.076623,-0.018843000000000002,0.0011907999999999999,abnormal
112,-5.6455,0.053139,5.5616,1.5843,0.39325,0.027284,0.1779,0.21955,0.12465,0.0053823000000000005,-0.039346,0.0032116999999999996,abnormal
113,-5.3687,-0.012131999999999999,5.5156,1.6825,0.32277,-0.036356,-0.1455,0.051313,0.136,0.0014035,-0.06211900000000001,0.010352,abnormal
114,-4.3302,0.071546,5.8311,1.1183,0.35856,0.015829,-0.017995,0.41093,0.13185,-0.045754,-0.030132,0.006574299999999999,abnormal
115,-3.4334,0.098163,5.5839,1.393,0.70204,0.15682000000000001,0.33304,0.29941999999999996,0.12085,-0.029793,-0.01762,-0.020527,abnormal
116,-1.2634,-0.032679,5.9104,0.8895200000000001,-0.018935,0.031647,-0.29677,-0.08079,0.090322,-0.055177,-0.034747,0.011391,abnormal
117,-6.3028,0.099446,5.8774,1.0911,0.30573,-0.064286,0.022808000000000002,0.062015999999999995,0.014428,-0.025797000000000004,-0.041602,-0.025613,normal
118,-6.3655,0.16258,5.7271,1.4358,0.15186,0.13127,0.054657000000000004,0.046529,0.42312,0.0029417,-0.031932,0.018704,abnormal
119,-3.9566,0.42741999999999997,5.2125,1.8230000000000002,0.68299,0.22119,0.42323999999999995,0.42273,0.29828000000000005,-0.080316,-0.041208999999999996,0.025688,abnormal
120,-8.5457,0.071714,5.5785,1.5419,0.54091,0.16508,0.529,0.6882199999999999,0.31037,0.013336,-0.017366,0.019902,abnormal
121,-4.7759,0.3601,6.2166,0.57002,-0.10769000000000001,-0.18133,0.2678,0.55858,0.21595999999999999,-0.053661,-0.050193,0.011115,abnormal
122,-2.4814,0.25986,5.6837,1.4229,0.70409,0.22199000000000002,0.40438,0.56939,0.21372,-0.06004299999999999,-0.024995,-0.0011978,abnormal
123,-12.203,0.27209,5.4863,1.5596,0.71522,0.21816,0.19482,0.21073000000000003,0.032314999999999997,-0.025608,-0.060966,-0.025169,abnormal
124,-5.7423,-0.12318,6.0838,0.9422200000000001,0.20905,-0.04979,0.11950999999999999,0.18274,-0.029387,-0.034468,-0.053622,-0.010820999999999999,normal
125,-4.4794,0.2121,6.2282,0.6048,0.2962,0.10557000000000001,0.31729,0.35194000000000003,0.19799,-0.045814999999999995,-0.037583,-0.0040476,abnormal
126,-9.7344,-0.10597000000000001,6.0524,1.1096,0.20885,-0.08089099999999999,0.00047669999999999993,0.048763,-0.0019035,-0.006898899999999999,-0.043203,0.006592499999999999,normal
127,-2.4992,0.0071898,5.1883,1.9963,0.077221,0.11990999999999999,-0.28060999999999997,-0.19874,0.22610999999999998,-0.029927,-0.018327,-0.0087808,abnormal
128,-6.082999999999999,0.031244,5.7828,1.1746,0.24855,-0.0077289,0.17564000000000002,0.5133,0.32498,-0.053265999999999994,-0.046451,0.019816999999999998,normal
129,-4.8809,-0.023388,5.8329,1.3043,0.34465999999999997,-0.0022389,0.21934,0.36369,0.17565,-0.013208000000000001,-0.045544,0.019994,abnormal
130,-1.9463,0.15865,5.7218,1.2077,0.30298,0.094838,0.14618,0.27139,0.10225,-0.029487,-0.059516,-0.0013948,abnormal
131,-5.3161,0.063992,5.8199,1.0774,0.43566000000000005,0.2659,0.36003,0.33848,0.11167,-0.035164,-0.014411000000000002,0.0051868,abnormal
132,-3.4477,0.025107,5.6356,1.3159,0.34204,0.17356,0.37412,0.45929,0.26605999999999996,-0.033059,-0.050544,0.0075458,abnormal
133,-3.5616,0.2023,5.815,1.208,0.29186,0.08446100000000001,0.14431,0.41076999999999997,0.4516,-0.11325999999999999,-0.064982,0.044983999999999996,abnormal
134,-7.5067,-0.018037,5.8833,0.9422,-0.028549,-0.043987,0.14196,0.092821,0.21524000000000001,-0.019129,-0.052028,-0.0030594999999999997,abnormal
135,-7.1626,-0.10042000000000001,6.1610000000000005,0.8886200000000001,0.034117,-0.15124,-0.15533,-0.10839000000000001,0.015390000000000001,-0.0087039,-0.055510000000000004,0.01133,normal
136,-4.4427,0.24206,5.7495,1.2768,0.36065,0.16898,0.44311000000000006,0.41581,0.30480999999999997,-0.010824,-0.086312,0.044816,abnormal
137,-5.3649,0.14107,4.7561,1.7930000000000001,-1.1468,0.13066,-1.2111,-1.1673,0.24106,-0.086645,0.045674,-0.0049531,abnormal
138,-4.0852,-0.12265,5.7218,1.3903,0.5562,0.17926,0.33304,0.36453,0.09201799999999999,-0.0029769,-0.05732999999999999,-0.031127,normal
139,-5.7157,0.0077818,5.7448,1.2883,0.50315,0.13210999999999998,0.33057,0.33357,0.21669000000000002,-0.017616,-0.05276,-0.021041,normal
140,-5.8197,0.0011179,6.0583,1.1206,0.15567999999999999,0.026508999999999998,-0.27809,-0.098234,0.28071999999999997,0.0115,-0.11632,0.04088,normal
141,-5.1675,-0.24841,5.7071,1.2104,0.43025,0.15099,0.15057,0.20461,0.20855,-0.057147,-0.053302999999999996,0.0094848,abnormal
142,-3.3636,-0.39684,5.7673,1.4341,0.42817,0.023305000000000003,-0.12284,0.20481,-0.028092000000000002,-0.019873,-0.056612,-0.011174,abnormal
143,-7.7288,0.036177,5.2445,1.8129,0.60561,0.26169000000000003,0.15818,0.30009,0.56535,0.038918,-0.14735,0.094161,abnormal
144,-8.1262,0.0021489,5.9537,1.0428,0.26864,0.079303,0.17969000000000002,0.15535,0.23243000000000003,-0.009873700000000001,-0.037265,0.00079871,abnormal
145,-6.5472,0.058080999999999994,5.3213,1.7063,0.78235,0.23339000000000001,0.47343,0.55952,0.18111,-0.042533999999999995,-0.038688,0.014332,abnormal
146,-9.3792,0.37087,4.5278,2.1009,-0.10784,0.55304,-0.12088,-0.13940999999999998,0.49609,-0.098798,0.035470999999999996,-0.0018541,abnormal
147,-8.8611,0.12963,5.2593,1.9555,0.92448,0.13334000000000001,0.64583,0.9644,0.36141999999999996,-0.050452,-0.050626,-0.00045606,abnormal
148,-9.7591,-0.099747,5.4071,1.5364,0.5855199999999999,0.12478,0.0071266,0.047867,-0.049199,-0.038602,-0.056557,0.0025805,abnormal
149,-7.1986,0.22228,5.8869,1.2551,0.41271,0.08051,0.27259,0.37833,0.12326,-0.034597,-0.051078,-0.0076227000000000005,abnormal
150,-8.277000000000001,0.16784000000000002,5.4121,1.6769,0.53296,0.10026,0.22325,0.19752,0.18006,-0.022997999999999998,-0.032310000000000005,0.005031600000000001,abnormal
151,-3.707,-0.14575,6.0825,0.99464,0.011627,-0.12836,-0.34212,0.058917,0.21479,-0.037294,-0.02508,-0.02647,abnormal
152,-7.026,0.10697000000000001,6.2466,0.5323,-0.094577,-0.0030459,-0.25729,-0.22061999999999998,0.11700999999999999,0.035193,-0.1275,0.039245999999999996,normal
153,-5.0886,-0.19125999999999999,5.6374,1.4819,0.49228999999999995,0.052765,0.27173,0.22095,0.09034,-0.052752999999999994,-0.059319000000000004,-0.007841299999999999,normal
154,-7.2412,-0.051911,6.1779,0.7306699999999999,-0.079853,-0.17987999999999998,-0.16255,-0.14394,0.21151,-0.067864,-0.016313,-0.011601,normal
155,-7.1955,0.13335999999999998,5.2423,1.6544,0.7018800000000001,0.40499,0.28872,0.25201,0.18964,-0.01852,-0.027372000000000004,0.042,abnormal
156,-5.0835,-0.00075034,5.8737,1.1524,0.00246,-0.03488,-0.06130599999999999,-0.03854,0.19337000000000001,-0.019069,-0.046182,0.0032676000000000003,abnormal
157,-2.9976,0.12628,5.3636,1.5966,0.7036100000000001,0.30541999999999997,0.62552,0.7739699999999999,0.35248,-0.06955900000000001,-0.032019,0.036493,abnormal
158,-12.193,0.024105,6.0737,0.9732200000000001,0.35543,0.12170999999999998,0.09559400000000001,0.1515,0.05574400000000001,-0.037880000000000004,-0.032441000000000005,-0.009572200000000001,abnormal
159,-5.4289,0.25445,5.3604,1.4656,0.68145,0.3671,0.47916000000000003,0.6214,0.37732,-0.044524,-0.020871,0.012144,abnormal
160,-4.5058,0.14875,5.8078,1.2473,0.36955,-0.041406,0.47991999999999996,0.53687,0.25902,-0.051552999999999995,-0.054121,-0.015913999999999998,normal
161,-9.2883,-0.0059575,5.8792,1.2764,0.2619,-0.0546,0.083339,0.17021,0.12278,-0.017227000000000003,-0.050078,0.005072600000000001,abnormal
162,-5.6596,0.12090999999999999,5.9598,0.8881,0.057757,0.053773,-0.15427000000000002,-0.064196,0.0018401,-0.032026,-0.034851,-0.007722800000000001,abnormal
163,-8.5169,0.08588,5.0811,1.7136,0.26008000000000003,0.22834000000000002,0.18767,0.10922,0.23471,-0.019395,-0.062389,0.0020105,abnormal
164,-7.9513,-0.10977999999999999,5.6857,1.5861,0.2934,0.017225999999999998,-0.061036,0.10186,0.2606,0.044766,-0.095844,0.0013488,normal
165,-2.3835,-0.019337,5.5299,1.4684,0.46028,0.33626,-0.32414,-0.2203,0.37593000000000004,-0.10968,-0.019425,0.016568,abnormal
166,-5.5268,0.20278,5.6047,1.3906,0.54037,0.16710999999999998,0.23251,0.40268000000000004,0.20585,-0.030139,-0.028631999999999998,-0.0052167,abnormal
167,-3.5778,0.09558,6.0729,0.93609,0.1727,-0.081298,0.26749,0.52818,0.22426,-0.05695599999999999,-0.063672,-0.0037483000000000004,abnormal
