,atomAmp1,atomFreq1,atomAmp2,atomFreq2,atomAmp3,atomAmp4,atomPos4,atomFreq5,atomPos5,atomAmp6,atomFreq7,atomPos7,atomFreq8,atomPos9,atomPos10,atomPos11,atomFreq12,atomPos13,atomPos14,LPC_Coefficient4,Class
49,1.1298,0.015625,0.54114,0.019531,0.36649,0.33181,128,0.027344,32,0.23509000000000002,0.027344,576,0.015625,448,544,704,0.023438,32,384,-0.050811,normal
50,0.24166999999999997,0.48438000000000003,0.21349,0.40625,0.21209,0.18367,240,0.45703,288,0.19455,0.48438000000000003,848,0.48438000000000003,1216,1280,1156,0.35938000000000003,980,1288,3.5072,abnormal
51,0.75158,0.019531,0.56929,0.015625,0.34352,0.3595,8,0.023438,960,0.20568000000000003,0.023438,752,0.015625,0,32,16,0.046875,48,928,1.5209,abnormal
52,1.7634,0.015625,0.49065,0.0,0.7118800000000001,0.52407,640,0.015625,32,0.37256999999999996,0.023438,224,0.019531,32,688,640,0.015625,352,0,0.043507,normal
53,0.55813,0.015625,0.42103,0.015625,0.21323000000000003,0.09485,0,0.019531,512,0.12236,0.023438,96,0.023438,716,192,16,0.03125,272,464,-0.10825,abnormal
54,0.89643,0.015625,0.48391000000000006,0.023438,0.32513000000000003,0.23095,64,0.046875,8,0.18655,0.011719,480,0.03125,8,0,160,0.054688,576,48,-0.08082,normal
55,0.10403,0.03125,0.073469,0.015625,0.060548000000000005,0.03659,184,0.023438,544,0.029082999999999998,0.023438,608,0.015625,796,128,192,0.023438,16,384,0.32169000000000003,abnormal
56,1.1059,0.015625,0.76956,0.015625,0.49859,0.4399,32,0.03125,40,0.21051999999999998,0.0,0,0.03125,672,192,752,0.03125,384,480,-0.013012000000000001,abnormal
57,0.73416,0.023438,0.59243,0.03125,0.41653999999999997,0.31368,0,0.035156,0,0.32294,0.035156,672,0.023438,128,416,20,0.03125,624,96,0.035422,abnormal
58,0.8902200000000001,0.015625,0.33077,0.015625,0.33025,0.24408000000000002,96,0.03125,720,0.16314,0.015625,320,0.015625,0,960,848,0.015625,576,784,-0.13751,abnormal
59,0.28207,0.03125,0.11855,0.046875,0.11799000000000001,0.10929000000000001,640,0.039062,336,0.081804,0.023438,704,0.03125,8,192,576,0.0,48,800,0.08604400000000001,abnormal
60,0.70606,0.015625,0.37048000000000003,0.015625,0.29746,0.23779,0,0.011719,64,0.24124,0.03125,80,0.039062,72,40,512,0.03125,608,352,-0.13191,abnormal
61,0.32314,0.019531,0.29339,0.015625,0.22189,0.17562,768,0.03125,0,0.1406,0.0078125,0,0.0078125,592,700,32,0.046875,0,640,-0.004321800000000001,abnormal
62,0.55656,0.019531,0.2161,0.015625,0.16427999999999998,0.11846,576,0.015625,576,0.13854,0.042969,640,0.023438,136,0,888,0.023438,0,848,-0.12666,abnormal
63,0.45441000000000004,0.023438,0.31103000000000003,0.023438,0.25697,0.2189,832,0.0625,752,0.18750999999999998,0.015625,800,0.015625,384,640,88,0.054688,744,160,-0.040791,abnormal
64,0.37569,0.023438,0.27212,0.015625,0.20793000000000003,0.23351,0,0.023438,96,0.16975,0.03125,72,0.023438,12,608,512,0.019531,672,448,-0.070668,abnormal
65,0.53358,0.023438,0.37919,0.03125,0.24706,0.22391,96,0.019531,736,0.19885999999999998,0.046875,720,0.023438,736,832,576,0.023438,160,576,4.0975,abnormal
66,0.38159,0.03125,0.32763000000000003,0.015625,0.14851,0.15339,64,0.03125,528,0.11195,0.03125,0,0.015625,688,0,752,0.019531,32,416,5.0183,abnormal
67,0.16452999999999998,0.015625,0.08438999999999999,0.039062,0.071572,0.064299,544,0.03125,8,0.049561,0.015625,736,0.015625,88,352,544,0.0625,768,152,0.8995700000000001,normal
68,0.35223000000000004,0.023438,0.33139,0.03125,0.22545,0.21078000000000002,32,0.019531,32,0.14803,0.011719,576,0.015625,0,8,80,0.039062,528,816,0.40943,normal
69,0.5199699999999999,0.023438,0.40435,0.039062,0.38636,0.30141,672,0.03125,0,0.24613000000000002,0.046875,640,0.023438,680,0,864,0.046875,816,672,-0.13577,normal
70,1.3229,0.019531,0.7973399999999999,0.023438,0.41626,0.32950999999999997,112,0.046875,8,0.22725,0.03125,72,0.0,32,148,480,0.015625,656,352,0.27296,normal
71,0.6706,0.015625,0.43473999999999996,0.015625,0.38149,0.36184,112,0.015625,480,0.19885,0.03125,656,0.0,64,64,0,0.03125,576,480,0.09265599999999999,abnormal
72,0.72264,0.015625,0.44322,0.023438,0.46057,0.34664,864,0.015625,768,0.17415999999999998,0.019531,640,0.015625,256,384,784,0.039062,504,760,-0.11943,abnormal
73,0.55724,0.40625,0.49796,0.44531000000000004,0.45658999999999994,0.56519,416,0.48047,160,0.41517,0.40625,672,0.48438000000000003,96,32,560,0.39061999999999997,328,120,3.6391,abnormal
74,0.44764,0.4375,0.28939000000000004,0.4375,0.26916999999999996,0.2481,1744,0.34375,1744,0.16280999999999998,0.25,1460,0.34375,1744,1172,920,0.15625,1468,920,3.8862,abnormal
75,0.90512,0.015625,0.42133000000000004,0.011719,0.47681999999999997,0.13656,0,0.03125,4,0.12046,0.015625,544,0.042969,96,720,656,0.015625,12,0,0.020309999999999998,abnormal
76,0.9256200000000001,0.015625,0.37779,0.023438,0.2918,0.23155,592,0.015625,0,0.14951,0.023438,640,0.0039062,160,544,16,0.03125,640,384,-0.080335,abnormal
77,1.1407,0.023438,0.6020800000000001,0.015625,0.40041,0.38636,576,0.019531,672,0.29788000000000003,0.019531,448,0.015625,80,592,688,0.023438,0,24,-0.09185700000000001,abnormal
78,0.65003,0.019531,0.4804,0.023438,0.43345,0.34924,0,0.03125,704,0.21335,0.023438,416,0.023438,16,96,692,0.023438,480,736,0.47978000000000004,abnormal
79,0.77568,0.023438,0.75639,0.015625,0.70896,0.40509,592,0.015625,640,0.32941,0.039062,544,0.023438,560,80,4,0.03125,608,624,-0.056063999999999996,normal
80,0.34191,0.023438,0.29299000000000003,0.019531,0.19454000000000002,0.14003,32,0.046875,16,0.074995,0.03125,72,0.035156,64,0,60,0.015625,656,160,-0.12093,normal
81,0.21885,0.019531,0.14884,0.042969,0.12892,0.12451,328,0.023438,0,0.085051,0.019531,416,0.03125,768,128,832,0.050781,480,160,1.5111,abnormal
82,0.17901,0.015625,0.12671,0.015625,0.10430999999999999,0.094864,720,0.027344,0,0.060667,0.03125,704,0.042969,672,352,672,0.03125,672,544,-0.15562,abnormal
83,0.69586,0.035156,0.24978000000000003,0.0625,0.31893,0.23822,800,0.027344,160,0.24921,0.035156,288,0.015625,672,176,952,0.054688,512,0,-0.091499,abnormal
84,0.41513,0.015625,0.32331,0.046875,0.19480999999999998,0.19215,480,0.03125,0,0.1481,0.023438,320,0.03125,48,32,704,0.027344,0,24,-0.021595,normal
85,0.73655,0.015625,0.6694899999999999,0.019531,0.54151,0.37696999999999997,736,0.03125,16,0.26850999999999997,0.015625,112,0.0,48,408,4,0.046875,752,512,-0.13493,normal
86,1.5762,0.03125,0.60959,0.03125,0.58186,0.55734,728,0.019531,64,0.30043000000000003,0.023438,640,0.0,320,16,736,0.023438,712,576,0.11485,abnormal
87,0.41151000000000004,0.03125,0.23401999999999998,0.03125,0.20797,0.13332,640,0.015625,704,0.12176,0.019531,480,0.03125,0,0,32,0.03125,320,544,-0.13095,normal
88,0.8919799999999999,0.34375,0.84234,0.375,0.7923600000000001,0.76172,1360,0.34375,116,0.75384,0.375,1664,0.46875,1100,1028,672,0.4375,1484,400,6.2559,abnormal
89,1.0935,0.019531,1.0057,0.023438,0.44705,0.33308000000000004,656,0.015625,648,0.20019,0.03125,704,0.03125,256,32,768,0.0625,704,624,-0.055938,abnormal
90,0.29328000000000004,0.023438,0.25794,0.05859400000000001,0.24039000000000002,0.19741,0,0.03125,16,0.16292,0.046875,704,0.03125,656,32,716,0.03125,0,768,-0.089763,normal
91,0.49173,0.03125,0.34823000000000004,0.03125,0.30987,0.25261,728,0.039062,32,0.17352,0.011719,704,0.03125,704,896,752,0.03125,192,464,0.09439199999999999,abnormal
92,0.20503000000000002,0.023438,0.19559,0.015625,0.11694,0.11252999999999999,64,0.0625,404,0.08580299999999999,0.035156,608,0.046875,0,0,224,0.03125,384,572,0.0066237,normal
93,1.9267,0.015625,1.7443,0.015625,0.89531,0.74942,0,0.03125,48,0.41863,0.023438,64,0.015625,656,16,192,0.015625,48,0,-0.056527,normal
94,0.47572,0.023438,0.34169,0.035156,0.2076,0.19794,416,0.019531,608,0.16723,0.015625,0,0.023438,408,432,544,0.015625,384,560,-0.19931,abnormal
95,0.30407,0.015625,0.12021,0.03125,0.10211,0.094115,0,0.019531,480,0.079695,0.027344,416,0.023438,728,0,288,0.015625,88,160,-0.05715800000000001,abnormal
96,1.1949,0.015625,1.0583,0.015625,0.53528,0.32314,0,0.0,16,0.2656,0.015625,576,0.023438,128,72,0,0.03125,136,616,0.19187,abnormal
97,0.26811999999999997,0.015625,0.2561,0.015625,0.10935999999999998,0.10097,16,0.03125,624,0.096898,0.078125,624,0.0625,32,4,604,0.03125,608,608,0.013152,abnormal
98,1.0014,0.015625,0.7498600000000001,0.015625,0.43078,0.37886,576,0.070312,640,0.24616,0.015625,160,0.015625,416,40,0,0.03125,48,512,-0.11024,abnormal
99,0.33198,0.019531,0.17569,0.015625,0.15919,0.14737999999999998,0,0.015625,64,0.094723,0.015625,0,0.03125,256,320,144,0.015625,752,224,0.43148000000000003,abnormal
100,0.70722,0.019531,0.39924,0.03125,0.26266,0.25501999999999997,576,0.019531,96,0.20979,0.011719,672,0.023438,848,192,576,0.035156,576,48,-0.035522000000000005,abnormal
101,0.57091,0.015625,0.53735,0.015625,0.19616,0.26596,32,0.023438,496,0.15767,0.019531,352,0.03125,0,0,568,0.039062,8,96,0.024998,normal
102,1.2931,0.015625,0.66979,0.03125,0.63321,0.53115,0,0.015625,640,0.278,0.015625,800,0.015625,0,256,704,0.03125,544,624,0.16054000000000002,abnormal
103,0.80181,0.023438,0.5,0.023438,0.42563,0.32583,704,0.027344,64,0.19583,0.046875,560,0.054688,704,80,256,0.03125,416,608,0.053570000000000007,abnormal
104,0.17865999999999999,0.46875,0.17761,0.41797,0.17103,0.16726,1536,0.4375,236,0.16807,0.4375,576,0.48438000000000003,1736,1632,680,0.4375,1640,100,3.6749,normal
105,0.8536799999999999,0.015625,0.53813,0.015625,0.52561,0.2427,32,0.03125,48,0.20661,0.03125,752,0.015625,16,608,224,0.015625,0,96,-0.17883,normal
106,0.7098,0.015625,0.41473000000000004,0.015625,0.32964,0.24164000000000002,544,0.023438,448,0.13047999999999998,0.011719,608,0.011719,0,96,16,0.015625,192,12,-0.11170999999999999,abnormal
107,0.45506,0.015625,0.36138000000000003,0.015625,0.46576000000000006,0.24786999999999998,816,0.027344,0,0.19293,0.03125,0,0.023438,160,0,672,0.03125,0,928,-0.13862,normal
108,1.0265,0.03125,1.0729,0.015625,0.61893,0.5728,16,0.03125,672,0.36334,0.03125,0,0.015625,120,8,96,0.015625,576,44,0.10047,normal
109,0.31083,0.027344,0.28064,0.019531,0.25851999999999997,0.20076,640,0.023438,16,0.1136,0.023438,128,0.023438,544,800,688,0.015625,384,224,1.0176,abnormal
110,0.22426,0.4375,0.28815,0.46875,0.20594,0.20337,1228,0.4375,1520,0.19826,0.40625,768,0.40625,1300,900,32,0.4375,368,1328,2.7960000000000003,abnormal
111,0.6239600000000001,0.03125,0.43441,0.019531,0.415,0.20603000000000002,608,0.03125,32,0.15750999999999998,0.023438,144,0.035156,576,416,48,0.023438,0,32,-0.092294,abnormal
112,0.70391,0.015625,0.46288,0.023438,0.55008,0.27921,160,0.015625,88,0.22025,0.0,8,0.015625,544,760,128,0.015625,384,0,-0.044572,abnormal
113,0.50752,0.019531,0.41866000000000003,0.03125,0.27551,0.27867,0,0.015625,552,0.17804,0.023438,144,0.0625,464,656,544,0.011719,160,0,-0.044471,abnormal
114,0.61374,0.015625,0.33751,0.015625,0.14315999999999998,0.20998000000000003,0,0.03125,0,0.16310999999999998,0.03125,488,0.03125,4,592,64,0.03125,16,480,-0.092913,abnormal
115,0.80108,0.03125,0.9195700000000001,0.015625,0.52077,0.42158,544,0.011719,0,0.38961999999999997,0.027344,672,0.015625,40,96,192,0.03125,592,320,-0.13824,abnormal
116,1.0708,0.015625,1.1839,0.015625,0.8103199999999999,0.45216000000000006,32,0.015625,688,0.39097,0.023438,224,0.023438,0,120,184,0.019531,560,624,-0.18924000000000002,abnormal
117,1.1471,0.023438,0.53304,0.039062,0.49793000000000004,0.40288,752,0.0625,640,0.22716,0.015625,24,0.015625,120,656,288,0.027344,32,128,0.051299000000000004,normal
118,0.84698,0.023438,0.74517,0.023438,0.5089600000000001,0.2491,16,0.023438,736,0.21832,0.015625,144,0.023438,640,736,0,0.03125,96,672,0.18035,abnormal
119,1.5689,0.019531,1.1702,0.015625,0.85214,0.45273,64,0.023438,704,0.26511999999999997,0.019531,704,0.0039062,0,32,696,0.015625,96,704,-0.004773899999999999,abnormal
120,0.25659,0.023438,0.25255,0.03125,0.24161,0.12268,0,0.023438,752,0.11102999999999999,0.03125,88,0.019531,128,16,352,0.09375,224,56,-0.045624,abnormal
121,0.9048,0.015625,0.64598,0.015625,0.23141,0.21714,0,0.015625,32,0.18886,0.015625,112,0.035156,600,544,0,0.0,64,704,0.015518,abnormal
122,2.0574,0.019531,0.69428,0.015625,0.6136,0.48012,64,0.019531,256,0.21147,0.023438,832,0.019531,416,672,32,0.015625,52,672,0.18711,abnormal
123,0.25578,0.015625,0.23603000000000002,0.019531,0.11961,0.11821,128,0.015625,8,0.10935999999999998,0.015625,816,0.015625,0,832,96,0.039062,704,32,-0.15549000000000002,abnormal
124,0.2769,0.039062,0.25826,0.023438,0.23160999999999998,0.22965,576,0.023438,720,0.16776,0.0078125,0,0.046875,0,32,632,0.027344,200,664,0.04227,normal
125,0.5716600000000001,0.015625,0.3905,0.015625,0.30429,0.38385,48,0.023438,640,0.20435,0.015625,440,0.015625,32,224,8,0.015625,752,288,-0.12034,abnormal
126,0.41166,0.03125,0.3678,0.015625,0.35034,0.18488,664,0.015625,64,0.14859,0.03125,608,0.046875,0,696,112,0.03125,608,8,0.014909,normal
127,1.784,0.023438,1.2627,0.019531,0.24918,0.33723000000000003,144,0.0,40,0.25816,0.015625,896,0.015625,704,384,8,0.023438,304,400,-0.09349,abnormal
128,0.68119,0.03125,0.29162,0.015625,0.27182,0.25716999999999995,64,0.046875,600,0.10686,0.023438,96,0.03125,160,672,0,0.011719,60,96,-0.07634500000000001,normal
129,0.79008,0.03125,0.33621,0.015625,0.2749,0.26666,0,0.03125,768,0.14620999999999998,0.027344,736,0.015625,0,32,736,0.03125,448,16,0.73323,abnormal
130,0.5714899999999999,0.015625,0.32677,0.03125,0.30294,0.26505,256,0.035156,32,0.2988,0.03125,544,0.011719,16,544,320,0.015625,256,360,0.35678000000000004,abnormal
131,0.78776,0.015625,0.6360399999999999,0.015625,0.47078000000000003,0.35624,864,0.0039062,704,0.27699999999999997,0.039062,16,0.015625,704,0,32,0.011719,936,288,0.049537,abnormal
132,0.5118,0.015625,0.27652,0.03125,0.33165,0.23594,736,0.015625,32,0.22307,0.019531,544,0.023438,248,288,864,0.039062,432,0,2.1284,abnormal
133,0.43054,0.023438,0.41348999999999997,0.015625,0.27294,0.26674000000000003,640,0.03125,720,0.20437,0.015625,96,0.03125,640,328,80,0.015625,0,688,0.61637,abnormal
134,0.47286000000000006,0.015625,0.25914,0.027344,0.21275,0.19944,0,0.03125,32,0.17078,0.03125,704,0.09375,128,0,744,0.03125,72,8,-0.011332,abnormal
135,0.73277,0.015625,0.36696999999999996,0.039062,0.44706999999999997,0.35774,96,0.03125,112,0.16189,0.019531,480,0.03125,176,56,100,0.050781,0,496,-0.067089,normal
136,0.56626,0.023438,0.36521,0.03125,0.31687,0.23772,160,0.03125,8,0.21181999999999998,0.03125,192,0.035156,384,704,480,0.085938,512,320,0.7512300000000001,abnormal
137,0.23278000000000001,0.33594,0.19204000000000002,0.34375,0.18275999999999998,0.17274,1480,0.4375,464,0.16030999999999998,0.34765999999999997,1504,0.375,32,1376,256,0.41406000000000004,1120,1396,3.5172,abnormal
138,0.5627800000000001,0.023438,0.53645,0.015625,0.42561000000000004,0.30196,112,0.015625,640,0.27788,0.03125,4,0.03125,320,128,784,0.03125,480,688,-0.064014,normal
139,0.50279,0.023438,0.31376,0.035156,0.30195,0.26834,624,0.015625,128,0.16899999999999998,0.015625,640,0.015625,52,0,272,0.015625,608,16,0.79448,normal
140,0.72082,0.023438,0.6679,0.023438,0.48152,0.30467,576,0.03125,84,0.18899999999999997,0.03125,0,0.015625,544,80,0,0.046875,720,608,-0.10008,normal
141,0.31395,0.019531,0.2624,0.015625,0.20269,0.1922,704,0.015625,544,0.15316,0.015625,0,0.019531,80,224,544,0.011719,608,880,-0.038051999999999996,abnormal
142,0.64541,0.015625,0.38938,0.015625,0.32356,0.35578000000000004,0,0.03125,576,0.20390999999999998,0.03125,0,0.03125,128,752,256,0.015625,0,624,-0.23124,abnormal
143,0.41595,0.019531,0.44428,0.015625,0.2201,0.14865,896,0.023438,752,0.14332,0.023438,160,0.015625,512,136,16,0.019531,32,880,0.22896,abnormal
144,0.6362399999999999,0.015625,0.37533,0.015625,0.35191999999999996,0.26597,0,0.03125,640,0.1512,0.03125,96,0.0,672,128,672,0.015625,0,728,-0.13823,abnormal
145,0.5423,0.03125,0.37895,0.015625,0.35735,0.21206,32,0.03125,0,0.15001,0.019531,160,0.015625,704,0,432,0.015625,0,640,-0.035407999999999995,abnormal
146,0.10173,0.40625,0.09945,0.4375,0.090361,0.087839,256,0.375,1168,0.085603,0.49609,192,0.32811999999999997,1392,1120,336,0.48438000000000003,616,1664,3.3033,abnormal
147,0.40258,0.023438,0.18184,0.015625,0.12099000000000001,0.099089,512,0.03125,96,0.085121,0.015625,224,0.0,624,64,48,0.046875,140,128,3.287,abnormal
148,1.4153,0.023438,0.5076,0.015625,0.35666,0.27208000000000004,8,0.015625,0,0.18577,0.039062,16,0.015625,96,120,704,0.011719,368,288,-0.049557,abnormal
149,0.46538,0.015625,0.38495,0.015625,0.3799,0.36937,760,0.011719,512,0.23471,0.015625,352,0.015625,736,16,936,0.015625,544,512,0.036527,abnormal
150,0.64728,0.015625,0.53908,0.015625,0.29980999999999997,0.26553000000000004,0,0.015625,608,0.1724,0.011719,672,0.015625,608,48,64,0.023438,448,224,-0.17665999999999998,abnormal
151,1.2522,0.015625,1.0862,0.015625,0.7471300000000001,0.31403000000000003,64,0.019531,640,0.30235,0.015625,0,0.05859400000000001,32,32,248,0.019531,544,416,-0.15744,abnormal
