,MFCC1_S1,MFCC6_S1,MFCC2_S2,MFCC4_S2,MFCC5_S2,MFCC6_S2,MFCC5_Sys,MFCC3_Dias,MFCC5_Dias,MFCC6_Dias,MFCC7_Dias,MFCC12_Dias,MFCC13_Dias,MFCC14_Dias,atomPos4,atomFreq5,atomLen6,atomFreq6,atomLen7,atomLen11,atomFreq11,atomFreq15,Class
23,2.4358,-0.3087,5.9808,0.66374,-0.68275,-0.40926999999999997,-1.3332,1.7242,0.40324,0.23792,0.13035,-0.015891,-0.03115,0.029937000000000002,95.667,0.024577,230.67,0.020263999999999997,164.0,114.67,0.032715,0.03304,abnormal
24,-5.0421,0.14570999999999998,5.7093,1.3352,0.56712,0.23260999999999998,0.075213,2.0733,0.1606,0.26349,0.16632,-0.007975399999999999,-0.093463,0.022855,246.06,0.018348,245.33,0.011778,174.55,181.33,0.01888,0.022135,normal
25,-10.269,0.095559,5.8364,1.0056,0.2267,0.06929199999999999,-0.16742,0.9120799999999999,0.00098894,0.17608,0.12212999999999999,-0.081866,-0.033658999999999994,0.021745,330.9,0.013818,248.8,0.013623,198.4,177.6,0.018018,0.018652000000000002,abnormal
26,-5.8497,-0.0070845,6.0053,1.0788,0.30196,-0.16204000000000002,-0.023552,1.0778,0.18542,-0.061392999999999996,0.15068,0.0057239,-0.050797,-0.0015462,112.0,0.010471,200.89,0.012804,195.56,143.11,0.020074,0.021484,normal
27,-10.169,0.18141,5.5839,1.3677,0.3907,0.20142000000000002,0.078082,2.0344,0.16879,0.22053000000000003,0.09729299999999999,0.024487000000000002,-0.09827799999999999,0.013531999999999999,292.0,0.015494999999999998,233.6,0.016992,168.53,209.07,0.017838999999999997,0.019206,normal
28,-9.3898,-0.11897,5.693,1.3261,0.25634,-0.036088,-0.0030781999999999997,1.8507,-0.025794,-0.028754000000000002,0.12788,-0.018368000000000002,-0.062391999999999996,-0.012142,224.0,0.014854,154.11,0.016036,212.21,189.47,0.017731999999999998,0.021896000000000002,normal
29,-5.582999999999999,0.06866,5.1159,1.6384,0.79602,0.37806,0.28720999999999997,1.4099,0.5831,0.39873000000000003,0.33029000000000003,-0.042947000000000006,-0.044745,0.018447,220.26,0.014003999999999999,239.66,0.015209,203.57,205.62,0.015916,0.019656,abnormal
30,-5.6611,-0.25775,6.0591,0.9895,-0.3199,-0.19419,-0.62443,0.69855,-0.23975,0.1132,0.084234,-0.015949,-0.063829,0.0014639000000000002,216.84,0.017013,182.74,0.017116,272.0,181.89,0.020765000000000002,0.025493000000000002,abnormal
31,-4.5685,0.14009000000000002,5.6397,1.1527,0.21841999999999998,0.21433000000000002,-0.15222,1.8676,-0.11209000000000001,0.51868,0.20647,0.096328,-0.17156,0.09271,275.75,0.016968,242.0,0.014587000000000001,203.0,195.0,0.020812999999999998,0.013916,normal
32,-7.0348,-0.16228,5.4365,1.8011,0.011723,0.089518,-0.54069,1.8624,0.50627,0.41825,0.050877,0.0048961000000000005,-0.081698,0.011099,273.33,0.017904,250.67,0.013607,185.6,221.87,0.019141,0.018424,abnormal
33,-3.6425,0.017931,5.9258,0.9788899999999999,0.29667,0.17982,-0.068258,1.3396,0.034836,0.26056,0.16523,0.014143000000000001,-0.10379000000000001,0.021694,199.35,0.011908,203.35,0.014743000000000001,230.19,199.23,0.01594,0.023627000000000002,abnormal
34,-7.7396,0.09704199999999999,5.8117,1.1994,0.35046,0.14805,0.041639999999999996,1.5765,0.11095999999999999,0.1077,0.020528,-0.11698,-0.083429,0.032944,161.5,0.015625,208.0,0.012756,253.0,231.0,0.013611000000000002,0.017761000000000002,normal
35,-5.9794,-0.28685,5.9066,1.1377,-0.12340999999999999,-0.12437999999999999,-0.60146,1.2754,-0.0035503999999999996,0.10833,-0.012107999999999999,0.00088887,-0.033479,-0.01962,292.32,0.020481,143.57,0.018897999999999998,161.73,234.38,0.022593000000000002,0.025918,abnormal
36,-7.108,-0.032682,5.6770000000000005,1.3347,0.18975999999999998,0.011034,-0.18997999999999998,1.9448,-0.037356,0.02052,0.22357,-0.016939,-0.045838,0.0020215999999999997,352.77,0.013630000000000001,181.11,0.009641,245.11,212.43,0.016124,0.018991,abnormal
37,-5.1274,0.082617,5.6985,1.3011,0.59386,0.11810999999999999,0.36741,1.9871,0.32049,0.10330999999999999,0.028109,-0.017283,-0.027507,0.0021021,301.91,0.013628999999999999,234.43,0.012440999999999999,234.43,215.65,0.017069,0.019615999999999998,normal
38,-18.93,0.28631,5.322,1.5041,0.5899300000000001,0.38683,0.13656,0.6491100000000001,0.21385,0.38487,0.16735,-0.034959,-0.027001999999999998,-0.014591,210.86,0.015792,232.23,0.013783000000000002,202.06,174.63,0.015066999999999999,0.020313,abnormal
39,-4.9783,-0.057205,6.2151,0.88456,-0.35117,-0.057664,-0.36124,1.3179,-0.2215,0.32936,0.0011470999999999999,0.040373,-0.09173200000000001,0.040260000000000004,211.76,0.013034,161.31,0.012636,240.98,178.94,0.022959,0.022122,abnormal
40,-8.1775,0.092308,5.8856,1.1174,-0.14736,-0.11900999999999999,-0.30912,1.3922,-0.20199999999999999,0.14527,0.12722,0.0037161,-0.09351,0.0086713,214.67,0.012695,292.44,0.012587000000000001,197.33,181.33,0.014106,0.021863999999999998,abnormal
41,-4.8523,0.23863,5.4551,1.4587,0.47522,0.14288,-0.14427,1.0214,-0.21886,0.075177,0.55133,0.025443,-0.061782000000000004,0.06315,313.4,0.017578,232.8,0.01958,194.4,259.2,0.018799,0.022559,abnormal
42,-8.119,-0.089809,5.5286,1.4275,0.50945,0.023303,0.093421,2.1241,0.41478999999999994,0.20418,0.20792,-0.021626,-0.046451,-0.015502000000000002,146.0,0.016276,178.29,0.017811,215.62,168.38,0.021903,0.023019,abnormal
43,-5.9754,0.16284,6.2899,0.82915,-0.272,-0.050497,-0.3613,0.55067,-0.06923,0.23213000000000003,0.13533,0.015178,-0.066785,0.0059191,383.11,0.014612,228.74,0.013021000000000001,283.26,208.59,0.021700999999999998,0.024089,abnormal
44,-6.6981,-0.41043999999999997,6.0663,1.1364,0.0070926999999999995,0.07181799999999999,-0.3209,1.7328,-0.10253,0.29879,0.084591,0.10315,-0.13869,0.024703,205.45,0.021366,187.15,0.022195,229.82,241.45,0.022431,0.018584,abnormal
45,-6.0077,-0.025789999999999997,5.72,1.3072,0.49491999999999997,0.043868,0.26581,2.0074,0.53113,0.23176999999999998,0.14018,-0.032436,-0.024606,0.013318,265.42,0.016753,172.8,0.015061000000000001,145.07,158.58,0.017578,0.020703,abnormal
46,2.2795,0.15877,3.6971,1.7083,-0.68501,0.30737,-0.72946,-1.21,-0.7083699999999999,0.3375,-0.12243,-0.090547,0.027325,-0.044601,783.53,0.29764,151.22,0.3022,145.57,215.84,0.26432,0.25843,abnormal
47,-6.3215,-0.21861999999999998,5.3279,1.913,0.56798,0.089948,0.15845,1.7258,0.11499000000000001,0.010359,0.65015,-0.06574400000000001,0.00030616,0.013969,274.73,0.014159999999999999,188.36,0.014915000000000001,256.73,202.91,0.014426,0.018688,abnormal
48,-3.5624,0.16022999999999998,5.9046,1.1158,0.13455,-0.007114199999999999,-0.18621,1.3617,-0.24956,0.11967,0.1223,-0.0046335000000000005,-0.082169,0.026238,335.76,0.013021000000000001,224.97,0.017164,201.7,192.0,0.015743,0.013849,normal
49,-2.891,0.17526,5.2044,1.8447,0.88534,0.26077,0.7108300000000001,3.029,0.76339,0.17906,-0.051851,-0.008180100000000001,-0.0085996,0.0098085,202.44,0.014648,198.22,0.014757,218.67,233.78,0.015137000000000001,0.021700999999999998,normal
50,-6.9589,0.19297,4.7906,1.8947,0.18388,0.34158,0.15124,1.3709,0.14983,0.34486999999999995,0.072438,-0.0052223999999999994,-0.040479,0.007860800000000001,590.82,0.32426,158.12,0.28359,189.49,218.98,0.31759,0.31522,abnormal
51,-8.094,-0.1007,5.1157,1.9183,0.78365,0.23371,0.06651499999999999,1.8537,0.48377,0.40369,-0.020041,-0.056329,0.005079,-0.0056303,427.6,0.013477000000000001,133.6,0.018652000000000002,176.0,188.8,0.019922,0.023828,abnormal
52,-2.7233,0.10032999999999999,6.0513,0.9778600000000001,0.30167,0.043977999999999996,0.36967,2.449,0.40446,0.23626,0.10676,-0.039556,-0.063336,0.0056911999999999996,285.56,0.012967,232.0,0.012858000000000001,246.22,213.33,0.017741,0.020182,normal
53,-6.178,0.042306,6.1031,0.9197799999999999,0.07616,0.006945699999999999,-0.033044,1.5364,-0.055995,0.10178999999999999,0.060037,-0.0078014,-0.06372699999999999,0.016776,417.3,0.014216999999999999,254.51,0.011174,206.88,162.23,0.014399,0.019622,abnormal
54,-3.8874,0.0034368000000000003,5.7397,1.2663,0.56812,0.11069000000000001,0.49057,2.1455,0.51494,0.19789,0.066308,-0.032628,-0.029507,-0.009601100000000001,130.09,0.016441,174.33,0.017345,195.82,156.66,0.025886000000000003,0.026732,normal
55,-18.386,0.19485999999999998,5.6415,1.2915,0.36158,0.15915,0.062953,1.4034,0.024397,0.0072778999999999995,0.094002,0.017312,-0.017237,0.032616,144.24,0.014706,168.47,0.014591,224.0,182.59,0.017521000000000002,0.017233000000000002,abnormal
56,-4.9061,0.06878,6.0055,0.88336,0.2709,0.040408,0.2528,2.6172,0.47333000000000003,0.08748,0.053574000000000004,-0.041576999999999996,-0.036896,-0.015049000000000002,440.09,0.021529,154.18,0.015225,137.45,200.73,0.018954,0.02255,abnormal
57,-4.1197,-0.031561,5.8167,1.3724,0.31369,0.055808,-0.033012,1.3459,-0.028591000000000002,0.17253,0.23041999999999999,-0.028338,-0.077958,0.016000999999999998,366.91,0.013316999999999999,250.18,0.015714,174.55,197.82,0.018377,0.021838999999999997,abnormal
58,-3.6511,0.26682,5.7529,1.0957,0.4548,0.07084700000000001,0.087437,2.1131,0.7479600000000001,0.12404000000000001,0.1477,-0.022347,-0.052339,-0.021981,505.33,0.016732,250.67,0.014193,173.87,205.87,0.014128,0.019466,abnormal
59,-11.607999999999999,-0.40471999999999997,6.1979,1.2242,-0.2566,-0.53008,-0.25328,1.3096,-0.17774,-0.31532,-0.14454,0.0025808000000000003,-0.06212,-0.019219999999999998,370.78,0.02181,123.56,0.021484,145.78,159.11,0.021376,0.022732,abnormal
60,-4.4944,-0.095321,5.6613,1.5071,0.5634899999999999,-0.025158,0.19309,1.9616,0.25956,0.043503,0.14106,-0.0299,-0.057076999999999996,-0.016217,92.757,0.018528,160.86,0.019003,199.78,174.7,0.016364,0.021643,abnormal
61,-9.4475,0.13718,6.1262,0.9400799999999999,0.18547,-0.1158,0.20102,1.8675,0.52561,0.19897,0.14926,-0.026456999999999998,-0.037302999999999996,0.0039941,378.92,0.021273,215.35,0.0142,235.24,179.89,0.019742,0.017419999999999998,abnormal
62,-9.4608,0.28137,5.5811,1.5729,0.44427,0.20501999999999998,-0.17887999999999998,0.036785000000000005,-0.22771999999999998,0.44876000000000005,0.11754,-0.056463,-0.024699000000000002,-0.030833,549.05,0.011822,213.05,0.015265,234.11,175.16,0.016961,0.020456000000000002,abnormal
63,-8.3275,0.086913,5.2471,1.6618,0.64199,0.21754,0.36683000000000004,1.8953,0.38627,0.52623,0.11890999999999999,-0.019897,-0.11599999999999999,0.054112,274.81,0.01288,233.51,0.012827000000000002,218.81,230.05,0.020217,0.019637,abnormal
64,-6.6047,-0.053663999999999996,5.3805,1.5918,0.53533,0.22175,-0.076351,1.6018,-0.23795999999999998,0.19771,0.55593,0.036982999999999995,-0.042671,0.023125,240.42,0.017166999999999998,218.11,0.018246000000000002,169.26,242.53,0.017938,0.023078,abnormal
65,-7.0729,-0.24076999999999998,6.0949,1.3823,0.14774,-0.32559,0.077885,1.9129,0.34186,-0.13591,-0.035617,-0.017758000000000003,-0.0081367,0.0008856,363.03,0.017894999999999998,224.0,0.016364,219.68,208.43,0.016786000000000002,0.02122,abnormal
66,-8.7678,0.035128,5.7166,1.1926,-0.12879000000000002,-0.08064199999999999,-0.25081,0.28096,-0.21227,0.05159299999999999,0.17565999999999998,-0.007925100000000001,-0.055276,0.013123,336.17,0.014012,304.7,0.011804,204.52,217.04,0.019361,0.018852,abnormal
67,-13.07,0.11414,5.9045,1.4656,0.24499,-0.29174,0.19022,0.6896,0.16093,0.11173,0.18154,-0.027009,-0.057411000000000004,-0.01319,282.43,0.019701,154.43,0.01864,175.3,228.17,0.017366,0.023691999999999998,normal
68,-6.7248,0.044936000000000004,5.619,1.5789,0.58257,0.16097,0.1343,1.7073,0.006213300000000001,0.34414,0.25824,0.071531,-0.10117000000000001,-0.012318,399.64,0.012311,209.45,0.016631,277.33,161.94,0.019827,0.019413,normal
69,-4.8349,-0.14168,6.3592,0.7723,-0.10589000000000001,-0.27631,0.30284,2.6636,0.33949,0.096634,0.036145,-0.034798,-0.026126999999999997,-0.013783000000000002,219.43,0.013602000000000001,194.29,0.016392,209.14,260.57,0.016602000000000002,0.018903,normal
70,-3.0776,-0.0059394,5.6583,1.4124,0.18824000000000002,0.029341000000000002,-0.069643,1.6796,-0.012452,0.076279,0.047947000000000004,-0.0043068,-0.11646,0.016284,323.78,0.019857,184.89,0.016059,213.33,159.11,0.018826,0.017849,normal
71,-4.4671,-0.058841,5.6859,1.3314,0.49115,0.13552999999999998,0.10803,2.3444,0.34648,0.088158,0.089573,-0.014547,-0.025255,-0.0045085,83.529,0.017884,186.35,0.021293,195.14,218.98,0.015702,0.022327,abnormal
72,-5.8129,0.3125,5.6056,1.3657,0.36846999999999996,0.16921,-0.079608,1.5813,0.17749,0.24031999999999998,0.052234,-0.032651,-0.021235,0.010946,353.78,0.011122,258.67,0.011393,226.67,266.67,0.01671,0.018446,abnormal
73,-6.4364,0.12712,5.242999999999999,1.5403,0.44233999999999996,0.21045,0.37604,2.0427,0.34653,0.22283000000000003,0.041022,-0.014919,-0.035058,0.0063418,264.24,0.35106,124.86,0.37263,110.43,117.96,0.34746,0.3516,abnormal
74,-20.375,0.08327799999999999,5.1845,1.5365,0.085283,0.07568,0.16519,0.91651,0.05505499999999999,0.10951,0.046027,-0.041988,-0.039348,-0.019516,1067.1,0.30391999999999997,32.0,0.28064,32.0,34.51,0.31342,0.25398000000000004,abnormal
75,-4.5177,0.14515,5.6212,1.3816,0.3299,0.17122,0.053467999999999995,1.2813,0.23460999999999999,0.28438,0.30379,-0.071962,-0.055586,-0.0097032,202.91,0.017436,239.71,0.014240000000000001,200.15,207.71,0.016229,0.022727,abnormal
76,-6.0958,0.4727,5.4226,1.3831,0.6199600000000001,0.2597,0.25669000000000003,1.3176,0.20375,0.17336,0.16557,-0.025384,-0.060871,0.0020521999999999997,167.14,0.015484999999999999,225.52,0.013904,197.33,186.67,0.019578,0.018973,abnormal
77,-4.7748,0.032657,5.0439,2.0365,0.36801,0.35307,-0.1101,2.2776,0.5541,0.23045,0.067427,-0.018614,-0.041371,0.0098733,217.83,0.015569,239.54,0.015737,226.74,190.17,0.01635,0.01942,abnormal
78,-5.0036,0.074198,5.9639,1.0014,0.19683,0.12954000000000002,0.12958,1.7102,0.14966,0.097344,0.17775,-0.037614999999999996,-0.044045999999999995,0.0026146,221.51,0.014464,203.24,0.013777000000000001,254.27,240.43,0.012247,0.025813,abnormal
79,-6.9958,0.15634,5.9663,0.9719700000000001,0.31009000000000003,0.01078,0.11615,1.7756,0.1089,0.17127,0.13345,-0.0031941999999999995,-0.075728,0.013525,473.95,0.017149,94.439,0.018579,136.59,188.1,0.022151,0.024343,normal
80,-9.8172,0.069982,5.5241,1.587,0.55806,0.22011999999999998,0.16425,1.8549,0.26916999999999996,0.16266,0.18689,-0.023407,-0.037295,-0.011904000000000001,261.17,0.018188,176.0,0.018066,205.33,188.67,0.018392,0.023804,normal
81,-9.0688,-0.05544400000000001,5.2002,1.9328,0.025102,-0.16992000000000002,-0.18106,-0.8053600000000001,-0.13956,0.13468,0.18825999999999998,-0.048294,-0.050644,0.0035784999999999996,492.62,0.0085637,161.23,0.013447,179.69,227.69,0.020132,0.019906999999999998,abnormal
82,-9.0035,0.38702,5.7049,1.5188,0.42894,-0.07786900000000001,0.33479000000000003,2.5185,0.6185,0.07797799999999999,0.006291,-0.0082634,-0.03946,-0.016399,292.21,0.011770000000000001,182.74,0.015368000000000001,200.42,183.58,0.01619,0.017475,abnormal
83,-4.2017,0.018386000000000003,5.6953,1.1817,0.035331,-0.11316,-0.19551,1.4816,0.20158,0.31194,0.21552,0.0009897,-0.083816,0.013241,282.77,0.010367,220.31,0.014422999999999998,290.46,289.23,0.014047,0.020433,abnormal
84,-7.0365,-0.10475999999999999,6.1809,0.83201,0.020152,-0.10829000000000001,0.031802,2.4018,0.031232,-0.039376,0.004568600000000001,0.0047344,-0.05216799999999999,-0.020808,366.53,0.014597,204.63,0.016859,179.37,157.47,0.016909999999999998,0.018862999999999998,normal
85,-6.1243,-0.12352,5.6506,1.3142,0.664,0.28355,0.30441,1.5047,0.40398,0.31306999999999996,0.19251,-0.030604000000000003,-0.054345000000000004,0.0034014,544.8,0.014013999999999999,205.6,0.013866999999999999,238.4,248.0,0.017773,0.017334,normal
86,-5.285,-0.031192,5.6301,1.3887,0.68687,0.16702,0.64572,3.0099,0.77687,0.26085,0.016212,-0.048412000000000004,-0.012594,0.010624,161.74,0.017069,228.17,0.016729,171.13,194.78,0.022334,0.017662999999999998,abnormal
87,-7.0663,0.07722000000000001,6.2296,0.48481,-0.0050511,0.035035000000000004,-0.25744,0.18005,-0.19184,0.19793,0.20210999999999998,-0.027385000000000003,-0.055601,0.02304,253.64,0.015847,199.27,0.013138999999999998,182.55,157.82,0.021085,0.01962,normal
88,-2.1794,0.049477,5.3392,1.4287,0.13409000000000001,0.12497,0.087355,1.5085,0.046676999999999996,0.15037999999999999,0.11629,-0.019122,-0.029516000000000004,-0.0035918,679.07,0.43568,199.47,0.44218999999999997,187.73,145.07,0.44043000000000004,0.42141999999999996,abnormal
89,-4.433,0.20035999999999998,5.6918,1.4817,0.22386,-0.015761,0.16591,2.8225,0.19013,0.48998,0.014063999999999998,0.04874,-0.2245,0.082006,147.45,0.015447,256.0,0.014825999999999999,170.18,205.09,0.016513,0.024592,abnormal
90,-9.4175,-0.082646,6.6621,0.21789,-0.23678000000000002,-0.044699,-0.61131,0.67901,-0.5836899999999999,0.14239000000000002,0.073852,0.053989999999999996,-0.11634000000000001,0.026683999999999996,315.43,0.012068,250.29,0.012905000000000002,200.0,184.0,0.023298,0.024065,normal
91,-5.2387,-0.081982,6.2628,0.78699,-0.21857,-0.26205,-0.33161,0.5404899999999999,-0.27759,0.006148300000000001,0.13449,-0.006886700000000001,-0.040244999999999996,-0.004800100000000001,451.66,0.020926,195.66,0.016518,170.06,266.06,0.019865999999999998,0.021931,abnormal
92,-10.109,-0.076938,5.8244,1.2664,0.55085,0.22801,0.077127,1.3948,0.12871,0.12937,0.10997,-0.013529,-0.058776999999999996,0.013066999999999999,325.94,0.016462,181.94,0.014565,162.74,144.46,0.018527000000000002,0.019531,normal
93,-3.4315,-0.062411,5.9111,1.3879,0.37335,-0.18182,0.015300999999999999,0.7762,0.026141,0.021906000000000002,0.056337,-0.011831999999999999,-0.047374,0.016253999999999998,135.3,0.019531,161.6,0.020508000000000002,183.2,177.6,0.020068,0.02251,normal
94,-7.1705,0.03628,5.8706,1.0804,0.30806999999999995,0.010464,-0.015108000000000002,1.3173,0.089906,0.089001,0.19255999999999998,-0.011713,-0.070498,-0.021814,381.89,0.022512,165.05,0.017681,183.58,193.68,0.017269999999999997,0.020302,abnormal
95,-8.3118,0.15425,5.1995,1.7779,0.02445,0.14232999999999998,-0.24328000000000002,1.5282,-0.063115,0.17378,0.13838,0.025682999999999997,0.0095271,-0.031975,269.04,0.013502000000000002,187.13,0.011209,189.22,168.35,0.014903,0.018597,abnormal
96,-4.455,0.091614,6.1344,0.8114399999999999,0.25227,0.063697,0.15469000000000002,1.1574,0.2334,0.11462,0.13571,-0.030155,-0.053110000000000004,-0.004121100000000001,199.47,0.015147999999999998,216.89,0.012543,196.98,181.33,0.01901,0.016276,abnormal
97,-10.425,0.13515,6.1368,1.022,-0.26534,-0.18577,-0.29078000000000004,0.28251,-0.31319,0.14731,0.1415,-0.044247,-0.04215,0.0019219999999999999,295.52,0.022491,149.33,0.021425,134.79,122.18,0.027344,0.026042000000000003,abnormal
98,-2.9159,0.19665,5.6982,1.159,0.40415999999999996,0.24325,0.31448000000000004,1.9901,0.5753699999999999,0.20335,0.16055999999999998,-0.051044,-0.037923,0.016266,528.0,0.013737000000000001,234.67,0.013346,266.67,269.87,0.015755,0.021419,abnormal
99,-7.5771,0.16333,4.882,2.0875,-0.080079,0.33409,-0.30507,-0.18292,-0.27656,0.5482100000000001,0.11223,-0.077663,0.0041779,0.024172,234.78,0.019022,196.17,0.017833,233.74,136.35,0.019956,0.025476,abnormal
100,-5.7053,0.26378,5.8403,1.1775,0.34949,0.0089304,0.13043,2.5911,0.39688,0.17397,0.10720999999999999,-0.042319999999999997,-0.052580999999999996,-0.014609,230.53,0.012593,281.26,0.011616,211.37,227.37,0.013722999999999999,0.016704,abnormal
101,-4.6863,0.30680999999999997,5.6267,1.2398,0.6333300000000001,0.28513,0.36129,1.8534,0.43505,0.31011,0.2656,-0.062083000000000006,-0.050878,-0.010742,183.61,0.015855,170.04,0.01754,198.9,158.12,0.018765,0.019799,normal
