MFCC1_S1,MFCC2_S1,MFCC3_S1,MFCC4_S1,MFCC5_S1,MFCC6_S1,MFCC7_S1,MFCC8_S1,MFCC9_S1,MFCC10_S1,MFCC11_S1,MFCC12_S1,MFCC13_S1,MFCC14_S1,MFCC1_S2,MFCC2_S2,MFCC3_S2,MFCC4_S2,MFCC5_S2,MFCC6_S2,MFCC7_S2,MFCC8_S2,MFCC9_S2,MFCC10_S2,MFCC11_S2,MFCC12_S2,MFCC13_S2,MFCC14_S2,MFCC1_Sys,MFCC2_Sys,MFCC3_Sys,MFCC4_Sys,MFCC5_Sys,MFCC6_Sys,MFCC7_Sys,MFCC8_Sys,MFCC9_Sys,MFCC10_Sys,MFCC11_Sys,MFCC12_Sys,MFCC13_Sys,MFCC14_Sys,MFCC1_Dias,MFCC2_Dias,MFCC3_Dias,MFCC4_Dias,MFCC5_Dias,MFCC6_Dias,MFCC7_Dias,MFCC8_Dias,MFCC9_Dias,MFCC10_Dias,MFCC11_Dias,MFCC12_Dias,MFCC13_Dias,MFCC14_Dias,Class
-6.2211,6.3371,2.4229,0.98504,-0.074837,-0.4027,-0.28517,-0.20629,-0.047665,-0.07077,-0.027724,-0.0050698,-0.038774,-0.021469,-9.5516,6.1046,1.925,1.2237,0.077472,-0.27814,-0.14983,-0.27926,-0.11712,-0.080819,-0.0011505,0.0038017,-0.065251,-0.024512,-14.775,6.4146,1.0535,0.95209,-0.21645,-0.18055,-0.016373,-0.23242,0.032549,-0.10951,-0.022742,0.0016885,-0.06197,-0.027855,-15.59,6.3183,1.0095,1.1835,-0.017311,-0.061267,0.062638,-0.2594,0.038289,-0.087342,-0.047137,-0.029485,-0.040419,0.01148,normal
-9.9166,5.4504,2.9577,1.6076,0.52973,0.10914,-0.038475,-0.15124,-0.040127,-0.093209,-0.053389,-0.01104,-0.058541,-0.022064,-9.1783,5.7997,2.6845,1.3449,0.32265,0.089634,0.11906,-0.055222,-0.028233,-0.095736,-0.050023,-0.027429,-0.05525,0.00094688,-16.257,6.1535,2.0594,1.2277,-0.1352,0.030876,0.097328,-0.21013,0.11017,-0.097968,-0.041012,0.046214,-0.07058,-0.0031739,-17.177,6.1425,1.8406,1.3373,-0.078035,0.18714,0.18135,-0.22202,0.091731,-0.15718,-0.03498,0.04584,-0.085305,-0.0099205,normal
-2.8026,5.6853,1.8064,1.4536,0.079672,0.085436,-0.16042,-0.38966,0.090036,-0.09345,-0.047598,-0.0060266,-0.053332,0.016905,-4.3366,5.2449,1.4455,1.6169,0.31048,0.48544,0.10822,-0.3166,0.095784,-0.20852,-0.11997,-0.028785,-0.028246,0.025616,-7.6488,5.1608,-0.21348,1.8791,-0.38221,0.60338,-0.078418,-0.45513,0.20256,-0.25039,0.014581,-0.050253,-0.011276,-0.0031616,-8.4822,5.0713,-0.5,2.0844,-0.36297,0.81604,0.0099709,-0.36836,0.28913,-0.31665,-0.01301,-0.097611,-0.0098679,0.00031062,abnormal
-6.7164,6.1211,2.554,1.2014,0.25493,-0.24776,-0.23586,-0.20216,-0.058147,-0.0138,-0.0060856,-0.01672,-0.027173,-0.025737,-11.572,5.5258,2.7581,1.6318,0.60951,0.15125,0.020205,-0.1821,-0.13934,-0.13671,-0.08847,-0.035786,-0.0050306,0.0045921,-11.32,6.3252,1.3062,1.1216,0.090123,-0.26463,-0.079602,-0.15445,-0.012857,-0.14776,-0.079176,0.0026076,0.0080116,0.021458,-16.372,5.5866,2.9912,2.0871,0.90731,0.25125,-0.088772,-0.34289,-0.2221,-0.19728,-0.094289,0.00073796,0.018747,0.032934,abnormal
-6.433,5.2931,2.66,1.787,0.43181,0.22915,-0.015516,-0.1968,-0.054814,-0.17348,-0.0020961,-0.089466,-0.074337,0.0541,-4.6393,5.7299,2.3223,1.2652,0.23549,0.21151,0.051967,-0.14941,0.0065773,-0.10084,0.03451,-0.027042,-0.091441,-0.014287,-8.7927,5.3691,2.1034,1.8517,0.16834,0.41061,0.042115,-0.19875,0.052762,-0.21116,0.068332,-0.072223,-0.078756,0.055283,-9.4868,5.4786,2.0495,1.9958,0.1488,0.3955,0.058488,-0.2161,0.068883,-0.24875,0.060323,-0.076609,-0.087455,0.084578,abnormal
-3.2093,5.7006,2.9129,1.2236,0.31354,0.007204,-0.032109,-0.078402,-0.058253,-0.062788,-0.029543,-0.039733,-0.039499,-0.010697,-2.3129,5.8173,2.6346,1.0112,0.21436,-0.0063775,0.0085173,-0.062343,-0.022428,-0.029197,-0.034222,-0.026169,-0.032961,-0.006816,-7.507,6.3256,2.3492,0.84938,0.035686,0.048263,0.04363,-0.10931,0.013179,-0.075747,-0.040449,-0.022052,-0.07349,-0.0090383,-8.3407,6.6234,2.3508,0.8015,0.049712,0.12568,0.11241,-0.10276,0.017024,-0.06764,-0.048145,-0.016493,-0.064225,-0.014496,normal
-10.611,5.5454,2.5333,1.6474,0.48053,-0.02072,-0.19963,-0.40342,-0.1935,-0.12136,-0.0084774,0.048907,0.013254,-0.0018205,-7.1561,5.8017,2.1288,1.2533,0.25683,0.038545,-0.071024,-0.29088,-0.064782,-0.056804,-0.022052,-0.059793,-0.058948,0.021097,-14.704,5.6989,0.74522,1.5587,0.15763,0.31876,0.19783,-0.32029,0.050399,-0.14774,-0.044627,-0.024655,-0.048931,0.0071131,-15.734,5.7296,1.13,1.8316,0.19378,0.3081,0.16395,-0.31289,0.034878,-0.18857,-0.050081,-0.02492,-0.030724,0.015482,abnormal
-6.2532,5.2778,3.2998,1.9624,0.96267,0.21436,-0.16934,-0.31793,-0.27686,-0.17736,-0.065994,-0.038813,-0.015694,0.013482,-11.138,5.4208,2.9552,1.5467,0.72334,0.25882,0.028345,-0.10377,-0.17869,-0.19408,-0.1001,-0.030479,-0.0061564,-0.0012629,-16.214,5.9282,2.8994,1.4952,0.56742,0.10148,-0.0034493,-0.12113,-0.065902,-0.075632,-0.072458,-0.03279,-0.025731,-0.0043401,-17.154,5.7945,3.0283,1.7116,0.76543,0.21125,-0.012293,-0.15898,-0.1151,-0.1125,-0.089642,-0.044287,-0.016627,-0.0042787,abnormal
-6.8862,5.8065,2.6129,1.3212,0.3222,-0.08328,-0.16057,-0.24317,-0.098511,-0.067431,-0.026027,-0.022509,-0.026839,-0.007962,-8.1558,5.8862,2.3391,1.1591,0.24234,0.016991,0.13738,-0.09477,-0.081312,-0.094761,-0.093076,-0.022618,-0.030586,-0.017043,-13.982,5.8808,1.8642,1.4985,0.2263,0.03646,0.058866,-0.23046,-0.013659,-0.1077,-0.044413,0.0050394,-0.03411,0.0094349,-16.033,5.8226,2.0517,1.7401,0.33266,0.15615,0.11824,-0.29188,-0.047508,-0.14089,-0.076537,0.0070523,-0.044092,0.0016224,normal
-1.9234,5.6409,2.0577,1.3318,0.2411,0.049844,0.1075,-0.10012,-0.00066533,-0.07409,-0.032128,-0.014797,-0.053464,-0.01916,-2.6914,5.9434,1.2982,0.94807,0.086544,0.17841,0.18487,-0.17775,0.069627,-0.016692,-0.022827,-0.010682,-0.031354,0.011852,-7.827,5.6925,0.69852,1.3189,-0.16015,0.14085,0.080832,-0.23599,0.11765,-0.15598,0.0026849,0.0092641,-0.041679,0.018774,-9.426,5.946,1.1644,1.5065,0.044283,0.1027,0.064257,-0.27204,0.067119,-0.13857,-0.0079342,0.006705,-0.057453,0.008427,abnormal
-10.809,5.4475,2.8795,1.6487,0.77611,0.23872,-0.0024538,-0.20553,-0.201,-0.14109,-0.053535,-0.019305,0.005335,0.021601,-7.078,5.9193,2.5333,1.0487,0.51086,0.15407,-0.0030066,-0.061134,-0.049086,-0.057426,-0.032811,-0.053678,-0.033467,-0.011104,-15.115,6.1384,2.0887,1.1139,0.35395,0.145,0.134,-0.10085,-0.049114,-0.093609,-0.07362,-0.036744,-0.036547,-0.0073524,-16.089,6.3114,2.2424,1.1868,0.41767,0.15072,0.10862,-0.14506,-0.071301,-0.092282,-0.078602,-0.021294,-0.039605,-0.0099805,abnormal
-5.5736,5.3099,2.3697,1.9095,0.67594,0.20714,-0.035825,-0.2974,-0.11703,-0.14865,-0.062641,0.0069381,0.00085383,0.035134,-9.0147,5.5604,1.2766,1.3764,0.26921,0.1839,0.11408,-0.19146,0.020209,-0.13886,-0.10064,-0.060155,-0.033035,0.0089781,-7.8509,5.3717,-1.0751,1.458,-0.52632,0.41864,0.097637,-0.23001,0.28944,-0.20036,0.049335,-0.085555,-0.019887,-0.020152,-15.735,5.3674,0.92793,2.199,0.45116,0.3597,0.24116,-0.19659,0.077107,-0.19353,-0.072598,-0.052601,-0.051199,0.012112,abnormal
-3.4291,5.7656,2.6567,1.4904,0.36298,-0.056012,-0.13411,-0.21385,-0.063431,-0.076793,-0.055808,-0.0033465,0.0060791,0.00024878,-3.8148,5.9155,1.6215,1.0585,0.00010238,-0.013442,0.099457,-0.13518,-0.020903,-0.14869,-0.107,-0.044073,-0.039957,-0.020665,-5.669,5.4107,0.4479,1.9083,-0.32272,0.17837,0.077409,-0.32429,0.064691,-0.20269,0.0050082,-0.048794,-0.031598,-0.007774,-9.4212,5.9181,1.7101,1.808,0.20759,0.097288,0.031081,-0.33304,-0.033995,-0.15838,-0.06187,-0.017903,-0.033993,-0.0084277,abnormal
2.4358,5.8913,0.44952,0.93528,-0.70326,-0.3087,0.22172,0.062397,0.0066704,-0.32812,-0.025425,0.073191,0.029029,-0.0048294,1.9044,5.9808,-0.6218,0.66374,-0.68275,-0.40927,-0.01766,-0.18098,0.040234,-0.31359,-0.082329,-0.026687,-0.013461,0.0034958,3.8246,5.1003,-1.6311,0.095793,-1.3332,-0.19803,0.42442,0.12578,-0.10142,-0.57601,-0.016263,0.083706,-0.005591,0.015297,-12.993,5.738,1.7242,1.7907,0.40324,0.23792,0.13035,-0.25501,-0.0073742,-0.15233,-0.047873,-0.015891,-0.03115,0.029937,abnormal
-5.0421,5.5282,2.8458,1.4364,0.53332,0.14571,-0.07158,-0.20952,-0.12245,-0.078662,-0.033539,-0.0027764,-0.012784,-0.0065979,-5.7328,5.7093,2.721,1.3352,0.56712,0.23261,0.062807,-0.13206,-0.11237,-0.11808,-0.078389,-0.030762,-0.016067,-0.0059384,-11.022,6.258,1.8517,0.81741,0.075213,0.15704,0.13181,-0.1418,0.026455,-0.10173,-0.057916,-2.90E-05,-0.064585,0.014193,-12.737,6.349,2.0733,1.0297,0.1606,0.26349,0.16632,-0.13602,0.055619,-0.14907,-0.078814,-0.0079754,-0.093463,0.022855,normal
-10.269,5.681,2.2832,1.3424,0.43168,0.095559,0.011375,-0.12114,-0.021699,-0.026016,0.024894,-0.01725,-0.029739,-0.010277,-9.4251,5.8364,1.5845,1.0056,0.2267,0.069292,0.10495,-0.026061,0.096467,-0.019989,-0.024505,-0.069091,-0.058301,-0.00073065,-14.777,6.1734,0.88286,1.0434,-0.16742,0.00059278,0.040706,-0.19965,0.079784,-0.10121,0.028798,-0.068178,-0.035441,0.025409,-15.932,6.1707,0.91208,1.2763,0.00098894,0.17608,0.12213,-0.16651,0.092024,-0.12661,0.034738,-0.081866,-0.033659,0.021745,abnormal
-5.8497,5.4507,2.7475,1.5514,0.5757,-0.0070845,-0.12325,-0.17926,-0.10654,-0.071585,-0.0094269,-0.0018557,-0.023973,-0.035207,-11.492,6.0053,1.9983,1.0788,0.30196,-0.16204,-0.044329,-0.072042,-0.098042,-0.14027,-0.064516,0.020077,-0.015064,-0.023058,-16.809,5.9623,1.3612,1.2244,-0.023552,-0.15449,0.10658,-0.069765,0.024473,-0.10117,0.00061028,0.0088838,-0.048278,0.0069995,-17.321,6.1728,1.0778,1.3571,0.18542,-0.061393,0.15068,-0.071166,0.035589,-0.14032,-0.039479,0.0057239,-0.050797,-0.0015462,normal
-10.169,5.5011,2.7854,1.515,0.5202,0.18141,0.069205,-0.1015,-0.050456,-0.10946,-0.096697,-0.065527,-0.063641,-0.012798,-8.8271,5.5839,2.5283,1.3677,0.3907,0.20142,0.038224,-0.11761,-0.021001,-0.095824,-0.062569,-0.060704,-0.046265,0.012548,-15.501,5.9546,1.9419,1.3693,0.078082,0.20156,0.14266,-0.20524,0.077674,-0.13345,-0.029785,0.0034186,-0.10096,0.0093801,-16.022,6.0661,2.0344,1.4378,0.16879,0.22053,0.097293,-0.22154,0.055312,-0.18111,-0.038924,0.024487,-0.098278,0.013532,normal
-9.3898,6.0325,2.284,1.0502,0.044683,-0.11897,-0.019842,-0.095359,0.030172,-0.054375,-0.093078,-0.057409,-0.05008,-0.012498,-9.3728,5.693,2.5724,1.3261,0.25634,-0.036088,-0.011461,-0.051207,0.044212,0.0060797,0.0007984,-0.033709,-0.048298,-0.0075858,-14.075,5.9534,1.8689,1.0993,-0.0030782,-0.010683,0.14481,-0.10361,-0.01112,-0.056888,-0.010856,-0.0055859,-0.054113,-0.033917,-15.149,6.3825,1.8507,1.1017,-0.025794,-0.028754,0.12788,-0.11113,0.012343,-0.093483,-0.03123,-0.018368,-0.062392,-0.012142,normal
-5.583,5.7159,2.204,1.4565,0.45448,0.06866,0.035457,-0.1711,-0.13146,-0.13078,-0.0031601,-0.011441,-0.036885,-0.0011517,-8.6349,5.1159,2.2542,1.6384,0.79602,0.37806,0.11401,-0.21831,-0.20162,-0.18149,-0.082568,0.00027853,0.0072812,-6.02E-05,-11.12,5.5399,0.93158,1.658,0.28721,0.2447,0.20297,-0.15397,0.037823,-0.21619,-0.022418,-0.0091622,-0.064233,-0.0038844,-12.508,5.5558,1.4099,1.7266,0.5831,0.39873,0.33029,-0.18833,-0.1396,-0.22981,-0.10568,-0.042947,-0.044745,0.018447,abnormal
-5.6611,6.1807,2.0509,1.1285,0.040066,-0.25775,-0.28291,-0.32027,-0.070258,-0.083347,-0.018506,-0.033359,-0.038377,0.0072943,-6.2412,6.0591,0.98961,0.9895,-0.3199,-0.19419,0.015197,-0.29454,0.0059469,-0.10504,-0.0049404,0.022531,-0.066075,0.0019385,-5.7759,6.3765,-0.56648,0.68726,-0.62443,-0.18515,-0.18532,-0.42,0.11602,-0.17089,-0.020778,-0.072596,-0.066279,0.022037,-13.707,5.6022,0.69855,1.9592,-0.23975,0.1132,0.084234,-0.25558,0.084151,-0.24623,0.0095674,-0.015949,-0.063829,0.0014639,abnormal
-4.5685,5.5264,2.7628,1.4542,0.33199,0.14009,-0.059096,-0.22272,0.053501,-0.083332,-0.047418,0.007156,-0.095437,0.0076061,-5.627,5.6397,2.1149,1.1527,0.21842,0.21433,0.11927,-0.16218,0.014284,-0.20473,-0.11162,0.019439,-0.066083,0.0019875,-10.264,5.615,1.7439,1.4321,-0.15222,0.42278,0.14812,-0.35497,0.27598,-0.26654,-0.087334,0.069377,-0.17371,0.07466,-11.599,5.6816,1.8676,1.7441,-0.11209,0.51868,0.20647,-0.37007,0.29729,-0.32373,-0.084881,0.096328,-0.17156,0.09271,normal
-7.0348,5.5354,3.1269,1.8646,0.45349,-0.16228,-0.34881,-0.35409,-0.051695,-0.0069453,0.054636,0.038321,-0.064197,-0.047964,-9.6997,5.4365,1.5345,1.8011,0.011723,0.089518,-0.089663,-0.42283,0.00042294,-0.12122,0.024114,-0.014199,-0.03407,0.022916,-9.3171,4.579,-0.1892,2.579,-0.54069,0.53876,-0.028801,-0.34376,0.18158,-0.1307,0.11182,-0.11956,-0.02153,-0.061682,-16.752,5.302,1.8624,2.3347,0.50627,0.41825,0.050877,-0.38315,0.10597,-0.22953,-0.096856,0.0048961,-0.081698,0.011099,abnormal
-3.6425,5.9663,2.6763,1.2654,0.35833,0.017931,-0.12647,-0.22761,-0.089738,-0.090204,-0.018846,-0.0059647,-0.040834,0.010477,-4.7036,5.9258,1.9905,0.97889,0.29667,0.17982,0.016851,-0.16967,-0.040949,-0.16931,-0.082869,-0.0014479,-0.058372,0.016189,-7.4775,6.4363,1.563,0.74757,-0.068258,0.042921,-0.032914,-0.23404,0.081626,-0.083323,0.013206,0.04958,-0.076982,0.029536,-8.0717,6.4881,1.3396,0.79951,0.034836,0.26056,0.16523,-0.16057,0.10713,-0.1395,-0.039855,0.014143,-0.10379,0.021694,abnormal
-7.7396,5.7641,2.4873,1.4973,0.46612,0.097042,-0.065628,-0.26304,-0.053517,0.019041,-0.057839,-0.084171,-0.033162,0.015169,-8.7851,5.8117,2.2019,1.1994,0.35046,0.14805,0.028049,-0.23136,-0.012367,0.010203,-0.076485,-0.079884,-0.050639,0.014505,-11.777,6.1997,1.3452,1.0921,0.04164,0.056108,0.014708,-0.37589,0.034829,0.12646,-0.0072444,-0.10699,-0.078542,0.012557,-11.824,6.2718,1.5765,1.1974,0.11096,0.1077,0.020528,-0.34783,0.069629,0.097018,-0.045591,-0.11698,-0.083429,0.032944,normal
-5.9794,6.0796,2.251,1.211,0.069049,-0.28685,-0.27707,-0.30082,-0.061866,-0.062175,-0.0041558,0.00065736,-0.0538,-0.041407,-5.3097,5.9066,1.4946,1.1377,-0.12341,-0.12438,-0.042763,-0.25452,0.0033494,-0.072263,-0.017554,-0.029674,-0.059184,-0.029797,-5.2256,6.3134,-0.34067,0.68093,-0.60146,-0.018649,-0.16119,-0.37343,0.13175,-0.13825,-0.00079802,-0.071338,-0.06004,0.0029429,-13.264,5.7574,1.2754,1.7773,-0.0035504,0.10833,-0.012108,-0.22538,0.055881,-0.20228,-0.012526,0.00088887,-0.033479,-0.01962,abnormal
-7.108,5.6205,2.9424,1.667,0.40484,-0.032682,-0.076083,-0.20238,-0.10138,-0.095091,-0.030256,-0.0042377,-0.037334,0.0098339,-9.1631,5.677,2.4268,1.3347,0.18976,0.011034,0.044074,-0.090643,-0.0018087,-0.07457,-0.036836,-0.029079,-0.0073889,0.017345,-13.677,5.8921,1.6531,1.5425,-0.18998,-0.095068,0.21674,-0.16938,0.052244,-0.082334,-0.038619,-0.0043998,-0.053887,0.0077136,-13.456,5.9107,1.9448,1.6178,-0.037356,0.02052,0.22357,-0.14417,0.03608,-0.10929,-0.064277,-0.016939,-0.045838,0.0020216,abnormal
-5.1274,5.6763,2.3533,1.3831,0.50661,0.082617,-0.042957,-0.20962,-0.15641,-0.14721,-0.061541,0.00053887,0.0058263,0.03131,-4.2223,5.6985,2.204,1.3011,0.59386,0.11811,0.042792,-0.096095,-0.14703,-0.16188,-0.081475,-0.035542,-0.0080247,0.0032518,-8.292,6.2208,1.9931,1.1143,0.36741,0.072118,0.010789,-0.16009,-0.10843,-0.1375,-0.055103,0.0062647,0.0014169,0.0027703,-8.8337,6.227,1.9871,1.2323,0.32049,0.10331,0.028109,-0.23839,-0.10803,-0.11554,-0.048336,-0.017283,-0.027507,0.0021021,normal
-18.93,5.5368,2.0845,1.4971,0.52554,0.28631,0.052562,-0.14636,-0.040562,-0.12227,-0.075411,-0.035556,-0.038447,-0.017564,-18.328,5.322,1.8473,1.5041,0.58993,0.38683,0.11507,-0.069471,-0.030408,-0.1151,-0.050321,-0.051718,-0.018633,-0.014751,-24.549,5.5803,0.85759,1.5278,0.13656,0.2762,0.20518,-0.13319,0.045344,-0.10541,-0.011262,-0.053977,-0.0363,-0.0074754,-24.887,5.3856,0.64911,1.7216,0.21385,0.38487,0.16735,-0.10766,0.026267,-0.14751,-0.010634,-0.034959,-0.027002,-0.014591,abnormal
-4.9783,5.8496,1.6764,1.1599,-0.066786,-0.057205,-0.071006,-0.19698,0.083703,-0.10851,0.0053158,0.017306,-0.086453,-0.0053546,-3.6921,6.2151,1.1901,0.88456,-0.35117,-0.057664,-0.00669,-0.25102,0.13156,-0.10082,-0.028128,-0.022033,-0.093054,0.029289,-8.5654,5.8113,0.83202,1.2898,-0.36124,0.21204,0.0083547,-0.29076,0.23485,-0.21114,0.01569,0.014501,-0.099148,0.044756,-10.013,5.7381,1.3179,1.6014,-0.2215,0.32936,0.0011471,-0.28936,0.27327,-0.24346,-0.017307,0.040373,-0.091732,0.04026,abnormal
-8.1775,5.614,2.1902,1.556,0.26788,0.092308,0.053762,-0.1771,0.062923,-0.06555,-0.060474,-0.02436,-0.04596,0.0061678,-8.6107,5.8856,1.7336,1.1174,-0.14736,-0.11901,-0.021149,-0.18863,0.11532,-0.052984,-0.029403,-0.033927,-0.10372,-0.00075865,-10.187,5.8729,1.2793,1.4267,-0.30912,-0.008926,0.12363,-0.29944,0.13987,-0.064137,-0.020183,0.017287,-0.042068,-0.0069104,-13.517,5.8453,1.3922,1.7179,-0.202,0.14527,0.12722,-0.25988,0.18884,-0.16523,-0.026446,0.0037161,-0.09351,0.0086713,abnormal
