MFCC1_S1,MFCC2_S1,MFCC3_S1,MFCC4_S1,MFCC5_S1,MFCC6_S1,MFCC7_S1,MFCC8_S1,MFCC9_S1,MFCC10_S1,MFCC11_S1,MFCC12_S1,MFCC13_S1,MFCC14_S1,MFCC1_S2,MFCC2_S2,MFCC3_S2,MFCC4_S2,MFCC5_S2,MFCC6_S2,MFCC7_S2,MFCC8_S2,MFCC9_S2,MFCC10_S2,MFCC11_S2,MFCC12_S2,MFCC13_S2,MFCC14_S2,MFCC1_Sys,MFCC2_Sys,MFCC3_Sys,MFCC4_Sys,MFCC5_Sys,MFCC6_Sys,MFCC7_Sys,MFCC8_Sys,MFCC9_Sys,MFCC10_Sys,MFCC11_Sys,MFCC12_Sys,MFCC13_Sys,MFCC14_Sys,MFCC1_Dias,MFCC2_Dias,MFCC3_Dias,MFCC4_Dias,MFCC5_Dias,MFCC6_Dias,MFCC7_Dias,MFCC8_Dias,MFCC9_Dias,MFCC10_Dias,MFCC11_Dias,MFCC12_Dias,MFCC13_Dias,MFCC14_Dias,atomLen1,atomAmp1,atomFreq1,atomPhase1,atomPos1,atomLen2,atomAmp2,atomFreq2,atomPhase2,atomPos2,atomLen3,atomAmp3,atomFreq3,atomPhase3,atomPos3,atomLen4,atomAmp4,atomFreq4,atomPhase4,atomPos4,atomLen5,atomAmp5,atomFreq5,atomPhase5,atomPos5,atomLen6,atomAmp6,atomFreq6,atomPhase6,atomPos6,atomLen7,atomAmp7,atomFreq7,atomPhase7,atomPos7,atomLen8,atomAmp8,atomFreq8,atomPhase8,atomPos8,atomLen9,atomAmp9,atomFreq9,atomPhase9,atomPos9,atomLen10,atomAmp10,atomFreq10,atomPhase10,atomPos10,atomLen11,atomAmp11,atomFreq11,atomPhase11,atomPos11,atomLen12,atomAmp12,atomFreq12,atomPhase12,atomPos12,atomLen13,atomAmp13,atomFreq13,atomPhase13,atomPos13,atomLen14,atomAmp14,atomFreq14,atomPhase14,atomPos14,atomLen15,atomAmp15,atomFreq15,atomPhase15,atomPos15,Class
-7.0626,5.8667,2.4788,1.3412,0.26572,0.033161,0.02188,-0.14993,-0.042251,-0.063021,0.021044,0.027336,-0.023142,-0.014419,-8.2317,5.9878,1.5722,0.9001,0.036651,-0.011962,0.052709,-0.081181,0.046891,-0.080094,-0.050804,-0.026561,-0.048906,0.0027269,-11.065,5.7936,1.1856,1.198,-0.10995,0.0068651,0.063811,-0.15217,0.09056,-0.13534,0.0020079,0.0094291,-0.022159,0.021306,-13.236,5.9907,0.88929,1.6104,-0.18741,0.059379,0.071162,-0.3019,0.084778,-0.18312,-0.016444,-0.020737,-0.040575,0.037762,204.8,4.902,0.011217,-0.66825,13.029,192,2.7701,0.012891,0.012432,151.54,217.6,2.1284,0.012333,-0.16628,291.66,237.71,1.7007,0.015513,0.042807,267.2,194.74,1.3742,0.017076,0.41912,269.14,181.94,1.0985,0.015179,-0.1601,344.91,191.09,0.88514,0.011942,0.020789,268.34,200.23,0.83048,0.016071,0.11129,261.71,234.97,0.68623,0.013839,0.49866,272.23,162.74,0.60865,0.0125,-0.030413,304.46,202.06,0.51133,0.013616,0.89118,275.31,223.09,0.48501,0.019531,0.6798,301.71,155.43,0.43299,0.017969,0.19784,249.71,173.71,0.39871,0.0226,0.43894,342.06,196.57,0.32139,0.017522,0.01478,320,abnormal
-3.1012,6.1026,1.7715,1.0482,0.22253,0.0079398,-0.041088,-0.24418,-0.031932,0.0059952,0.017973,-0.033702,-0.033038,0.0055787,-2.9544,6.2105,1.3654,0.82432,0.030808,-0.10374,0.0017683,-0.20477,-0.016691,-0.043648,-0.013527,-0.017755,-0.051527,-0.027312,-7.9433,6.2864,1.0229,0.92058,-0.011012,0.024022,0.18084,-0.1306,0.063971,-0.038123,-0.029328,-0.029319,-0.048336,-0.012164,-9.5187,6.0997,0.99962,1.3694,0.17358,0.13911,0.21572,-0.13723,0.071165,-0.10721,-0.045535,-0.020993,-0.058422,-0.014118,121.81,6.1655,0.015247,0.60648,177.81,154.84,4.8247,0.01342,0.23696,464.77,254.97,3.0918,0.013483,-0.50269,428.9,256,2.5557,0.013483,0.16425,186.32,245.68,2.2395,0.014932,0.1046,434.58,225.03,1.8727,0.011782,0.13367,321.81,213.68,1.6988,0.013231,-0.28836,343.23,224,1.4615,0.017074,0.083997,337.68,177.55,1.4221,0.016192,-0.12886,418.45,192,1.2462,0.016255,0.52956,439.1,240.52,1.0465,0.017641,0.72299,368.13,222.97,0.96324,0.016822,0.011924,326.19,186.84,0.91054,0.016948,0.069575,253.42,190.97,0.84523,0.022429,-0.10331,377.81,222.97,0.72202,0.017893,0.29439,281.68,abnormal
-6.7194,5.4212,3.1376,1.7782,0.83044,0.17046,-0.13616,-0.21512,-0.077604,-0.025083,-0.03688,-0.057582,-0.021035,-0.010991,-5.6114,5.6722,2.5267,1.2091,0.65099,0.23503,0.0139,-0.11475,-0.073496,-0.085446,-0.10179,-0.050833,0.001724,-0.0091942,-11.888,5.4681,2.3727,1.3151,0.7836,0.36318,0.052786,-0.10116,-0.0024667,-0.063387,-0.11221,-0.061101,-0.010737,0.01341,-13.858,5.8727,2.5654,1.4254,0.80343,0.33187,-0.0069928,-0.17593,-0.047239,-0.098478,-0.13083,-0.055183,-0.0017241,0.0080851,144,4.8037,0.015137,0.21979,204.29,176,3.6532,0.012137,-0.21923,201.14,272,2.7605,0.012207,-0.16105,134.57,238.86,2.0079,0.0092076,0.36874,223.86,212.57,1.545,0.017648,0.15681,198.71,198.86,1.2423,0.011161,1.0086,266.71,144,1.0575,0.011789,0.34531,329.43,190.86,0.98284,0.019043,0.21715,294.43,144,0.80373,0.013044,0.60814,358.14,162.29,0.78515,0.017857,0.37884,210,130.29,0.6563,0.016323,0.31469,311.86,214.86,0.61228,0.019601,-0.19133,246.43,170.29,0.56644,0.020229,-0.21206,215.14,241.14,0.48012,0.015137,-0.056987,255.43,153.14,0.4238,0.01988,0.077345,385,abnormal
-5.3333,5.6531,2.3587,1.492,0.20129,-0.0036225,0.030077,-0.18204,-0.034471,-0.099879,-0.068279,-0.016343,-0.020953,0.010501,-5.21,5.5964,1.7751,1.4375,0.31636,0.045298,0.086891,-0.14075,0.037034,-0.061061,-0.05822,-0.040106,-0.083228,-0.044759,-9.8462,5.6102,1.559,1.7014,0.10704,0.07767,0.10982,-0.22886,0.028037,-0.10334,-0.030563,-0.052592,-0.031603,0.0035129,-10.424,5.4959,1.7519,1.9289,0.25096,0.18622,0.18349,-0.20934,0.027396,-0.13977,-0.07044,-0.027782,-0.039515,-0.0032079,185.6,4.9182,0.012109,-0.35394,85.92,235.52,3.6151,0.01293,0.30683,296.96,261.12,2.8671,0.012109,0.47443,245.28,206.72,2.2618,0.01043,0.078116,293.52,158.72,1.9319,0.013398,0.087818,218.24,179.84,1.5862,0.015781,0.24382,180.48,199.04,1.4169,0.013555,0.6255,211.28,208,1.1709,0.014609,0.10318,308.96,192.64,1.0535,0.015938,-0.18906,303.68,228.48,0.93193,0.017969,0.040169,275.68,181.12,0.78393,0.015898,0.34447,343.84,186.88,0.74754,0.02043,0.43373,235.68,154.24,0.64628,0.016172,0.13297,314.08,183.04,0.61158,0.016445,-0.021723,286.56,151.04,0.56314,0.020273,0.26106,292.32,abnormal
-4.34,5.151,3.2887,2.0079,0.9327,0.17591,-0.18637,-0.27828,-0.16529,-0.072729,0.001975,0.0026244,-0.010347,-0.012531,-4.8822,5.5777,2.7927,1.435,0.55333,0.12891,0.062105,-0.069303,-0.12013,-0.10529,-0.026933,-0.0042821,-0.010861,0.0025733,-11.811,5.3104,2.815,1.9467,0.6746,0.23166,-0.070604,-0.28774,-0.1069,-0.13622,-0.037654,-0.033463,-0.042084,0.042046,-13.225,5.518,3.108,2.0746,0.78343,0.26349,-0.085567,-0.34936,-0.15113,-0.16802,-0.064096,0.012201,-0.023019,0.018352,168.96,6.6081,0.015781,-0.40075,36.48,174.08,3.5321,0.017344,-0.70187,423.68,115.2,3.0214,0.018437,-0.027259,225.92,126.72,2.1575,0.016094,0.12415,202.72,195.84,1.675,0.017344,0.1751,351.52,279.04,1.4798,0.015312,-0.042233,334.72,175.36,1.1756,0.017734,0.31114,261.76,142.08,1.1019,0.016719,0.27114,333.44,231.68,0.94881,0.015625,0.63745,191.84,174.08,0.86851,0.017188,-0.074305,316.16,198.4,0.73604,0.020781,-0.26347,360.32,203.52,0.63324,0.016406,0.27323,335.68,147.2,0.58145,0.021172,0.55569,463.68,174.08,0.51776,0.019453,0.61296,354.72,185.6,0.49117,0.020078,0.46173,336.48,abnormal
-9.3639,5.6114,2.6815,1.6716,0.42718,-0.02281,-0.14609,-0.24989,-0.026493,-0.055704,-0.045627,-0.0084139,-0.017429,-0.013208,-8.0695,5.5105,2.3107,1.598,0.37786,-0.055534,-0.08698,-0.145,0.069459,-0.098831,-0.091956,0.0026039,-0.057313,-0.013748,-14.331,5.3428,1.7698,1.9331,0.31455,0.26402,0.093954,-0.17917,0.18458,-0.18285,-0.10544,0.01591,-0.065799,-0.0065705,-14.683,5.4342,1.8345,2.0316,0.42286,0.33421,0.14612,-0.1708,0.21532,-0.16986,-0.17143,-0.0043541,-0.059129,-0.024911,107.16,4.2742,0.018532,-0.71276,535.26,194.98,2.9244,0.015216,0.17582,169.3,253.02,2.098,0.012536,0.52515,346.6,238.88,1.7072,0.013036,0.025441,229.95,267.16,1.5022,0.011719,0.27633,310.42,206.14,1.2201,0.017851,-0.16921,275.35,142.88,1.106,0.019077,-0.15393,336.65,209.86,0.93945,0.016942,0.028148,361.86,197.95,0.85726,0.016579,0.20017,287.63,203.16,0.79031,0.01776,-0.16798,264,180.84,0.71327,0.021166,-0.25218,275.16,169.67,0.61423,0.021121,0.34137,406.23,195.72,0.55079,0.019032,0.51844,267.91,180.84,0.4936,0.016533,0.14469,355.81,153.3,0.44549,0.022983,0.26276,451.53,abnormal
-6.8437,5.4801,2.9619,1.555,0.52682,-0.0029458,-0.14185,-0.20394,-0.11362,-0.053298,-0.025964,-0.028375,-0.030432,-0.014747,-6.0505,6.0224,2.6004,1.1778,0.12378,-0.17227,-0.03863,-0.12996,-0.066412,-0.059974,-0.057867,-0.011638,-0.017812,0.023237,-11.315,6.0219,2.6046,1.335,0.25401,-0.067975,-0.046847,-0.17132,-0.062623,-0.083817,-0.062856,-0.0049578,-0.007382,-0.00090442,-11.919,6.0105,2.6603,1.5222,0.45521,0.12478,0.077097,-0.13159,-0.080992,-0.10721,-0.094171,-0.05137,-0.033952,-0.0010325,177.07,4.8186,0.016602,0.79648,419.73,185.6,3.7606,0.016276,-0.3006,266.67,251.73,2.7793,0.013607,0.42315,315.47,195.2,2.2231,0.014128,0.47871,423.73,211.2,2.0226,0.013021,-0.032846,352.53,176,1.7254,0.012695,0.17581,436.8,208,1.6441,0.018359,0.058084,332,197.33,1.4986,0.014714,0.71112,446.93,157.87,1.3113,0.016211,-0.34974,472.27,185.6,1.124,0.013086,0.012868,285.07,201.6,1.0863,0.017122,-0.092391,395.6,197.33,1.0012,0.016341,0.1374,463.47,197.33,0.91739,0.019987,-0.20874,408.13,192,0.85952,0.022396,0.77115,365.87,170.67,0.76166,0.019466,0.25604,370.4,abnormal
-3.6171,5.4804,3.0441,1.8536,0.51838,-0.040434,-0.25615,-0.33016,-0.10543,-0.026677,0.014173,-0.0028761,-0.02733,-0.029931,-3.7796,5.0848,2.8904,1.9245,0.77123,0.2192,-0.1468,-0.32942,-0.19505,-0.16476,-0.061577,-0.042287,-0.0074758,0.044087,-6.6888,5.2713,2.6706,2.068,0.63007,0.21784,-0.055333,-0.25428,-0.11392,-0.16843,-0.027114,-0.015416,-0.029222,0.020861,-7.3621,5.2789,2.8683,2.24,0.74734,0.31921,-0.017897,-0.28833,-0.17452,-0.19556,-0.0465,-0.040771,-0.023774,0.04281,208.98,5.6922,0.011958,-0.019996,166.04,224.65,4.2068,0.012835,-0.19687,278.2,228.57,3.4292,0.013154,0.24314,233.96,229.22,2.8319,0.01411,0.028832,247.43,207.02,2.4056,0.013273,0.29083,266.45,220.73,2.0808,0.01427,0.15944,347.1,227.27,1.9034,0.015784,0.27663,353.39,208.33,1.635,0.014868,-0.018324,273.14,210.94,1.5283,0.01702,0.15354,302.37,205.71,1.3395,0.016901,-0.10521,272.33,182.86,1.2417,0.018933,-0.065705,291.1,185.47,1.0467,0.018256,0.63558,268.65,214.86,0.94154,0.018176,-0.045356,303.76,195.27,0.89432,0.01698,-0.093208,320.65,182.2,0.7634,0.021365,0.25087,380.73,abnormal
-6.0447,5.785,2.4324,1.135,0.21651,-0.057556,0.049352,0.040368,0.070444,-0.030878,-0.080392,-0.082893,-0.037572,0.0047113,-10.164,6.4671,1.8001,0.59603,-0.31088,-0.35432,-0.015974,-0.065061,0.077955,0.02511,-0.032595,-0.038694,-0.067792,-0.013693,-13.341,6.112,1.5778,1.0864,0.023613,-0.099741,0.074143,-0.13091,0.032782,-0.043655,-0.029288,-0.027295,-0.064918,-0.013176,-13.246,6.106,1.4029,1.2703,0.13907,-0.068431,0.15718,-0.10925,0.042765,-0.051548,-0.071553,-0.047956,-0.055735,0.011165,127.33,4.6332,0.015544,0.36575,14.833,110.67,1.5436,0.011678,0.83498,33.417,217.33,0.94101,0.011475,0.95444,125.08,203.33,0.79137,0.019368,0.52797,182.25,219.33,0.68081,0.016561,0.38409,197.67,214.67,0.58638,0.017537,-0.047629,211.25,156.67,0.52953,0.0177,0.036896,276.17,230.67,0.43752,0.014893,-0.068921,234.17,193.33,0.40981,0.02006,0.36576,214.17,238,0.36153,0.017578,-0.24988,205.17,211.33,0.31812,0.018392,-0.10302,284.17,177.33,0.30072,0.019084,0.15413,286.33,208,0.26475,0.019124,0.090573,252.25,173.33,0.22803,0.020467,0.052165,346.75,166.67,0.20318,0.021769,0.36059,239.42,abnormal
-4.7608,5.5422,2.228,1.3807,0.49122,0.16205,0.12483,-0.069074,-0.032614,-0.079947,-0.054382,-0.035969,-0.030719,-0.023305,-2.9467,5.8803,2.1518,1.1106,0.39623,0.15535,0.18836,-0.01944,0.031539,0.049686,0.0088756,-0.055655,-0.09555,-0.053166,-7.9353,6.0148,1.3339,1.203,0.12262,0.035386,0.13411,-0.0886,0.14462,-0.073423,-0.066164,-0.017884,-0.054794,0.0077367,-8.5698,6.0618,1.4446,1.3767,0.20095,0.10889,0.18342,-0.10506,0.097691,-0.095695,-0.072511,-0.0059299,-0.052617,-0.0084841,181.33,4.6609,0.014811,0.93122,456.33,170,3.431,0.010498,-0.014421,109.33,186,2.0934,0.012533,0.33218,217.67,193.33,1.5834,0.012004,0.31868,291.33,176,1.4174,0.013468,0.21678,262.83,194.67,1.1738,0.011027,0.30184,349.33,226.67,1.0402,0.01416,-0.11946,233,179.33,0.91908,0.014974,0.45715,305.67,183.33,0.77972,0.012126,0.3631,226.33,181.33,0.7151,0.018107,0.059787,308.5,169.33,0.65709,0.015055,0.24942,294.33,176.67,0.5607,0.018677,0.28283,324,152,0.47669,0.018107,0.6561,277.92,206.67,0.46537,0.021118,-0.21138,308.42,190,0.41084,0.018433,0.38604,295.08,abnormal
-4.8905,5.4035,2.9526,1.7619,0.68109,0.13137,-0.057242,-0.27304,-0.2035,-0.096033,-0.052571,-0.0025416,0.0084836,-0.018055,-5.0682,5.7835,2.7135,1.316,0.34924,-0.067369,-0.11572,-0.23894,-0.18177,-0.10987,-0.059073,-0.014019,0.018313,0.0078734,-8.5818,5.8373,2.5256,1.5598,0.36982,0.064809,0.024779,-0.29575,-0.15922,-0.126,-0.067957,0.013014,-0.013911,0.00082431,-8.8185,5.9286,2.6345,1.6628,0.50554,0.13082,0.062217,-0.28323,-0.21218,-0.16226,-0.079668,0.010637,0.0060434,0.0017558,138.18,4.4726,0.013228,0.94507,39.091,194.91,2.7883,0.013139,0.53061,490.91,224,2.0816,0.013494,-0.25073,306,223.27,1.8739,0.014205,0.3377,370.36,221.82,1.5323,0.013272,0.19805,279.55,218.18,1.447,0.014737,0.03349,315.82,225.45,1.233,0.015137,0.13956,359.09,207.27,1.0514,0.014737,0.23724,357.73,218.18,0.9682,0.017711,0.48542,421.27,183.27,0.88019,0.016824,-0.16829,309.64,209.45,0.81384,0.017223,-0.42529,315.64,200.73,0.70579,0.015225,0.28693,371.64,197.82,0.65291,0.020064,0.13511,372.18,229.82,0.59718,0.017933,0.42738,314,178.91,0.54887,0.021174,0.055249,286.64,abnormal
-9.3019,5.3972,2.9879,1.7423,0.65345,0.13623,-0.071006,-0.2366,-0.13467,-0.067986,-0.01102,0.010175,-0.014651,0.01484,-9.9409,5.6944,2.6849,1.3483,0.46731,0.21832,0.079316,-0.13106,-0.13384,-0.17348,-0.084685,-0.015853,-0.012209,0.0042055,-14.721,5.8443,2.1829,1.4321,0.24841,0.18863,0.074337,-0.17346,-0.044784,-0.14568,-0.068965,-0.033929,-0.026235,0.00077839,-15.588,6.0954,2.2134,1.4164,0.30451,0.15537,0.16511,-0.18228,-0.07078,-0.10486,-0.079047,-0.035909,-0.039817,0.0034382,174.4,3.5271,0.013184,0.71343,39,152,2.3166,0.015625,0.47459,509.6,150.4,1.8714,0.013721,0.089897,145.6,189.6,1.3043,0.016309,0.14551,185,205.6,1.0363,0.017676,0.21662,286.4,222.4,0.80938,0.015088,0.16814,316.2,216,0.73025,0.01626,0.50792,260,216,0.68158,0.017139,0.065296,401,204.8,0.60913,0.015234,0.15519,357.8,221.6,0.53093,0.015674,-0.10657,336.3,216,0.49552,0.01748,0.34185,312.8,189.6,0.44411,0.01543,0.030802,341.4,203.2,0.39509,0.015674,0.058993,360,179.2,0.35381,0.019287,0.36843,358.8,221.6,0.30287,0.016309,0.079773,257.6,abnormal
-6.1733,4.4255,1.6448,1.2371,0.39673,-0.007927,-0.062001,-0.17713,-0.1246,-0.12857,-0.0401,-0.014738,0.0013119,0.013705,-8.2383,5.2387,2.0488,1.6812,0.64582,0.074876,-0.036419,-0.28963,-0.20626,-0.17322,-0.080769,0.0011131,0.0088568,0.017016,-8.9483,5.656,2.0485,1.783,0.57995,0.0012804,-0.034207,-0.28099,-0.14162,-0.15214,-0.074025,-0.006466,-0.02207,0.026077,-9.0531,5.3554,1.9068,1.7449,0.55671,0.053219,-0.0099094,-0.24946,-0.14115,-0.14791,-0.060824,-0.021582,-0.0013226,0.020208,77.804,0.88289,0.39277,-0.46632,349.65,38.275,0.78689,0.33119,-0.62334,568.63,97.255,0.74047,0.34999,-0.022466,339.14,93.49,0.71845,0.35547,0.29715,343.06,66.51,0.69601,0.32518,-0.41515,480.47,48.941,0.67076,0.28056,0.12883,557.33,73.412,0.64544,0.25184,0.16418,519.14,60.863,0.63097,0.25911,0.14439,462.98,80.941,0.62884,0.2505,0.31316,571.14,67.765,0.61054,0.27616,-0.16108,467.92,65.255,0.605,0.26409,0.40641,455.22,74.667,0.59729,0.28707,0.45204,477.96,68.392,0.58367,0.24816,0.40773,503.61,73.412,0.58322,0.29071,0.083093,561.8,47.686,0.56487,0.26134,0.14419,547.06,abnormal
-0.47791,6.0589,1.3194,1.0808,-0.01452,0.095771,0.15307,-0.21553,-0.0069066,-0.12327,-0.025254,-0.0258,-0.043784,0.028491,-9.8216,5.8629,1.4425,1.3151,0.06481,-0.26083,0.10141,-0.11507,-0.078639,-0.097622,-0.044781,-0.045009,-0.062294,0.015911,-4.7056,6.1056,0.31569,1.0669,-0.55929,-0.24732,0.16421,-0.26142,-0.053738,-0.18611,-0.011981,-0.041705,-0.044844,0.011671,-13.161,5.56,1.8246,2.1653,0.5352,-0.084866,0.11022,-0.14669,-0.10448,-0.12698,-0.051889,-0.05302,-0.03019,0.019966,171.24,4.6314,0.01647,0.3444,14.27,183.35,3.2722,0.017525,0.69385,24.649,259.46,2.152,0.0142,0.46095,94.703,188.54,1.687,0.017895,-0.39494,81.081,225.73,1.2731,0.018476,-0.24006,142.27,194.59,1.1045,0.017684,0.0075093,135.35,200.65,0.94689,0.017367,0.15021,251.46,233.51,0.87906,0.019215,-0.15944,229.84,177.3,0.76059,0.016892,-0.048729,270.49,195.46,0.72052,0.018317,-0.36032,254.92,176.43,0.61229,0.020851,-0.042591,253.73,220.54,0.58305,0.021115,0.26907,247.78,153.08,0.51275,0.017789,0.38402,269.51,163.46,0.4891,0.021484,0.33659,366.38,179.03,0.46332,0.024652,-0.20144,253.51,abnormal
-4.0445,5.2418,3.1981,1.8134,0.90053,0.30146,0.0080452,-0.14271,-0.16297,-0.13183,-0.059238,-0.015916,0.0086383,0.015082,-4.4585,5.4434,3.0217,1.5597,0.7372,0.29131,0.067803,-0.12612,-0.17721,-0.15978,-0.10188,-0.042068,-0.0064221,0.0026012,-11.648,6.0816,2.4871,1.1134,0.27115,0.096683,0.10088,-0.097738,-0.067737,-0.091004,-0.074962,-0.042337,-0.025719,-0.007435,-12.875,6.3541,2.5257,1.1056,0.2654,0.11282,0.12989,-0.10357,-0.061495,-0.072555,-0.079845,-0.047045,-0.033497,-0.0051281,221.41,6.4212,0.016153,-0.37516,303.14,174.7,5.6345,0.01742,-0.41166,377.95,115.89,3.7845,0.016681,1.0971,76.324,165.19,2.3807,0.015467,-0.26217,188.97,211.89,2.0171,0.01742,-0.34864,483.68,204.11,1.6197,0.01705,0.10385,343.14,209.3,1.39,0.019056,-0.1422,330.7,240.43,1.2117,0.01478,0.48248,322.49,192.86,1.1102,0.020376,-0.44086,366.7,236.11,0.99296,0.019426,-0.37945,300.54,241.3,0.91602,0.015097,-0.052344,324.76,242.16,0.791,0.018845,-0.11893,336.32,243.03,0.68472,0.02027,0.27773,250.92,232.65,0.65123,0.016839,-0.33756,315.46,171.24,0.61352,0.019003,0.59174,409.95,abnormal
-3.1915,5.6676,2.5735,1.4655,0.45519,0.064538,-0.10608,-0.21582,-0.044053,-0.074013,-0.02993,0.01629,-0.029978,-0.014893,-4.2189,5.9345,1.885,1.0452,0.35873,0.23168,0.10978,-0.12278,0.091568,-0.019469,-0.09617,-0.034959,-0.031545,-0.016985,-7.9804,5.8161,1.0316,1.3027,0.11635,0.13391,0.021936,-0.35401,0.10294,-0.12425,-0.059006,0.044218,-0.071946,0.026998,-9.2772,6.0281,1.3774,1.4962,-0.017351,0.19118,0.019256,-0.40257,0.18252,-0.10079,-0.11817,0.011609,-0.0381,0.033711,228.17,6.1123,0.015965,0.58464,29.913,169.74,4.3602,0.015455,-0.54231,524.17,111.3,3.0105,0.018342,-0.54612,110.61,185.04,2.2908,0.01588,-0.11542,154.09,185.04,1.7759,0.018173,-0.14025,364.7,168.35,1.4617,0.018767,0.1209,304,196.17,1.2578,0.016219,0.056978,273.57,168.35,1.189,0.018682,-0.1185,292.52,197.57,1.0055,0.01588,0.63354,352.35,153.04,0.92538,0.019871,0.24296,265.22,151.65,0.81243,0.018427,0.57253,262.61,133.57,0.7029,0.01605,-0.16292,316.17,233.74,0.67866,0.020805,0.30156,275.13,224,0.61523,0.016984,0.0095423,290.78,118.26,0.52402,0.022758,-0.22539,384,abnormal
-8.0788,5.6809,1.9393,1.4212,0.35968,-0.0094865,-0.036435,-0.23322,-0.068824,-0.09582,-0.025419,-0.0041464,-0.048489,-0.011908,-10.422,5.9616,1.6061,1.1826,0.2755,0.051011,0.020895,-0.21296,-0.022315,-0.14897,-0.046155,0.030855,-0.052144,0.00041856,-13.7,5.4632,0.62253,1.4244,0.092092,0.21533,0.14771,-0.23134,0.11534,-0.16804,-0.029757,-0.023695,-0.078598,-0.0021234,-14.334,5.8336,0.6193,1.5661,-0.0086949,0.16724,0.082702,-0.28215,0.12126,-0.20857,-0.048217,-0.024368,-0.069406,0.030063,162,4.5967,0.015625,0.79684,16.5,236,3.424,0.01123,0.027342,54,156,2.5806,0.016113,-0.0094845,205.75,198,1.9941,0.018066,-0.071054,237.5,167,1.6501,0.015747,0.44604,336,179,1.4055,0.018066,-0.33071,292.62,166,1.1603,0.014404,0.3812,222.75,188,1.0925,0.014709,0.35477,222,223,0.94326,0.012573,0.066097,288.88,186,0.86399,0.017517,0.44415,227,222,0.74607,0.023438,-0.076853,146,166,0.66714,0.019409,-0.43468,266.75,188,0.56746,0.020142,-0.046532,250.25,175,0.54627,0.019836,-0.29403,252.25,182,0.49436,0.025085,0.042084,215,abnormal
-8.8593,5.6808,2.899,1.6124,0.42704,-0.042458,-0.14866,-0.25383,-0.1231,-0.10702,-0.060981,-0.047421,-0.056775,-0.0011729,-13.399,5.8878,2.3653,1.1726,0.25584,0.065105,0.01034,-0.16992,-0.096628,-0.098301,-0.036824,-0.022949,-0.028252,0.014073,-14.349,6.2733,1.319,1.0307,-0.16699,-0.14627,0.082715,-0.21884,-0.033627,-0.11826,-0.049578,-0.026848,-0.06348,0.028175,-18.772,5.608,1.9389,1.9664,0.43893,0.27237,0.13664,-0.26127,-0.013947,-0.20357,-0.11061,-0.022746,-0.05188,0.0073925,146.58,2.7163,0.021799,0.94071,99.613,158.97,1.5003,0.012727,0.58006,104,134.19,1.2172,0.014491,0.48389,256.77,137.29,0.97064,0.015499,0.62875,211.87,147.61,0.70767,0.01909,0.83492,338.97,158.97,0.6171,0.020917,0.029183,172.52,194.06,0.50817,0.018019,0.58053,289.81,222.97,0.43786,0.012538,0.75664,395.35,162.06,0.38283,0.016255,-0.099404,297.55,236.39,0.36134,0.02035,0.25,227.1,208.52,0.32345,0.020098,-0.26906,353.68,178.58,0.28495,0.020602,0.16641,293.55,167.23,0.25759,0.019216,0.30666,383.23,163.1,0.24276,0.027092,-0.15881,398.97,274.58,0.22638,0.02558,0.11758,253.81,abnormal
-3.5423,5.0103,2.9655,1.8414,0.8788,0.31806,0.044649,-0.15956,-0.16062,-0.12924,-0.066673,-0.049966,-0.031957,0.0017157,-5.2653,5.776,2.8103,1.3858,0.39407,-0.021568,-0.028104,-0.10818,-0.11108,-0.099683,-0.092569,-0.078729,-0.047191,-0.047122,-10.402,5.919,2.0938,1.4604,0.28226,0.10728,0.19802,-0.088469,0.00038392,-0.14373,-0.10842,-0.030721,-0.032211,0.0057085,-9.9915,5.9823,2.2165,1.5363,0.26668,0.052176,0.16914,-0.066773,0.010293,-0.17147,-0.10235,-0.019419,-0.053381,0.006111,166.4,6.6074,0.015625,-0.70126,10.88,120.32,2.8596,0.012656,-0.20474,118.88,168.96,2.251,0.014375,0.32803,210.4,151.04,1.8739,0.012969,-0.036708,469.12,203.52,1.6688,0.017422,-0.21597,315.36,212.48,1.3619,0.018281,0.47144,217.28,263.68,1.2347,0.015547,-0.33114,244.48,163.84,1.0482,0.017344,0.20787,345.12,166.4,1.0031,0.016016,0.078043,367.84,263.68,0.84734,0.016641,0.28581,249.92,216.32,0.80449,0.017344,0.50859,371.52,230.4,0.66491,0.016484,0.17236,419.84,189.44,0.62407,0.021484,0.16186,301.44,154.88,0.55191,0.01875,-0.43026,279.2,126.72,0.53138,0.019922,0.43702,299.68,normal
