,atomFreq1,atomFreq2,atomFreq8,atomFreq5,atomFreq6,atomFreq12,atomFreq7,atomPos5,atomFreq4,LPC_Coefficient6,atomFreq3,atomFreq14,atomFreq13,atomFreq10,atomPos7,atomFreq11,atomFreq9,LPC_Coefficient5,atomFreq15,atomAmp1,atomAmp3,LPC_Coefficient8,atomAmp4,atomAmp2,LPC_Coefficient11,atomAmp14,atomAmp5,atomAmp12,atomPos13,LPC_Coefficient1,LPC_Coefficient9,atomAmp15,LPC_Coefficient13,LPC_Coefficient3,atomAmp13,LPC_Coefficient2,atomLen1,LPC_Coefficient7,LPC_Coefficient12,atomAmp6,atomPos11,atomPos6,atomPos10,atomPos14,LPC_Coefficient10,atomPos4,atomPos3,LPC_Coefficient4,LPC_Coefficient14,atomAmp7,atomPos12,atomAmp8,atomPos2,atomPos9,LPC_Coefficient15,atomAmp9,atomPos8,atomAmp11,atomAmp10,atomPos1,atomPos15,atomLen2,atomLen6,atomLen3,atomLen7,Class
10,0.054688,0.039062,0.046875,0.019531,0.046875,0.078125,0.015625,0,0.015625,0.09202300000000001,0.039062,0.0625,0.046875,0.03125,96,0.027344,0.023438,0.08213999999999999,0.015625,0.6264,0.26386,-0.0075878,0.33962,0.36721,0.027738,0.08962300000000001,0.23831,0.095971,760,-0.7025600000000001,0.021258000000000003,0.088046,0.018015,0.12435,0.091448,0.059326,128,0.007640000000000001,0.037857999999999996,0.18853,0,608,592,152,0.018803,0,128,0.023336000000000003,0.022664,0.16846,96,0.13557,0,688,0.017912,0.12614,128,0.10248,0.10365,64,40,128,256,128,256,normal
11,0.015625,0.015625,0.0,0.0078125,0.015625,0.0625,0.015625,640,0.03125,0.030881,0.023438,0.085938,0.03125,0.019531,544,0.039062,0.054688,0.11694,0.03125,0.56148,0.32191,0.029410000000000002,0.29486999999999997,0.35159,-0.029324,0.08382200000000001,0.20272,0.090404,120,-1.1024,0.075292,0.084379,0.0088675,0.07775900000000001,0.08313,0.21295999999999998,128,-0.085141,0.045537,0.22694,576,0,640,640,-0.029089999999999998,576,784,-0.040482,-0.051479,0.17576,736,0.099634,0,624,0.051963,0.12444000000000001,52,0.097558,0.10538,688,0,256,64,128,256,normal
12,0.019531,0.03125,0.046875,0.019531,0.023438,0.0078125,0.015625,608,0.03125,-0.086324,0.015625,0.023438,0.015625,0.015625,16,0.0625,0.046875,0.32466999999999996,0.09375,0.79704,0.3239,0.18244000000000002,0.26635,0.51742,0.096467,0.10665999999999999,0.21614,0.16477,776,-1.0259,0.043507,0.10415,-0.027755000000000002,-0.26833,0.15724000000000002,0.76949,256,-0.097189,0.023356000000000002,0.21311,0,96,128,304,-0.023108,56,784,-0.089407,0.039668,0.23848000000000003,848,0.16938,704,752,0.067594,0.16625,80,0.14956,0.16462000000000002,0,740,128,128,128,64,abnormal
13,0.039062,0.03125,0.019531,0.023438,0.03125,0.023438,0.03125,448,0.023438,-0.44798000000000004,0.03125,0.023438,0.023438,0.015625,72,0.046875,0.03125,0.59609,0.023438,0.74307,0.34453,0.32626,0.22466999999999998,0.39812,0.18286,0.079805,0.18102000000000001,0.080678,256,-1.8312,-0.22194,0.079501,0.047849,-1.1515,0.08139600000000001,2.0013,128,0.05670700000000001,-0.061741,0.15188,128,176,32,576,-0.00038742,704,0,0.13224,-0.048116,0.14073,288,0.13425,96,40,0.024236,0.14212,608,0.09814500000000001,0.10955999999999999,16,832,128,128,64,64,abnormal
14,0.015625,0.019531,0.03125,0.03125,0.015625,0.03125,0.019531,688,0.023438,-0.14403,0.019531,0.03125,0.015625,0.023438,480,0.027344,0.03125,0.31932,0.015625,0.31503000000000003,0.21848,0.17931,0.1992,0.31361,0.14976,0.076047,0.18358,0.10674000000000002,64,-1.234,-0.061975999999999996,0.075556,-0.049135000000000005,-0.37915,0.07778600000000001,0.84985,256,-0.048728,-0.06667999999999999,0.18223,800,224,464,352,-0.024268,0,864,-0.079217,0.1118,0.18219000000000002,8,0.15027000000000001,768,784,-0.035144999999999996,0.18808,800,0.11095999999999999,0.11707000000000001,576,992,256,256,256,256,abnormal
15,0.015625,0.03125,0.011719,0.023438,0.03125,0.019531,0.023438,80,0.046875,-0.051533,0.015625,0.015625,0.015625,0.019531,736,0.03125,0.0,0.38533,0.03125,0.9315,0.62183,0.16801,0.5281,0.6509199999999999,0.072345,0.1731,0.50341,0.1998,224,-1.5224,-0.025384999999999998,0.1693,-0.0063971,-0.38059,0.20140999999999998,0.99049,64,-0.12473,0.031830000000000004,0.38008000000000003,744,48,384,896,-0.11348,712,672,-0.14137,0.03283,0.28021999999999997,96,0.26799,672,4,-0.0017297,0.17182,544,0.20294,0.23636999999999997,16,696,64,64,256,256,normal
16,0.03125,0.03125,0.039062,0.0625,0.023438,0.027344,0.019531,704,0.023438,0.057215999999999996,0.046875,0.015625,0.015625,0.0,672,0.015625,0.042969,0.12194,0.085938,0.5381199999999999,0.20770999999999998,0.041628,0.17165999999999998,0.21126999999999999,0.014394,0.050774,0.1444,0.052785000000000006,64,-0.61738,0.065285,0.049444999999999996,-0.0085335,-0.031675,0.052284000000000004,-0.02017,128,-0.036854000000000005,0.060267999999999995,0.13639,544,576,4,416,-0.011689,0,672,-0.021148,-0.042691,0.11027,32,0.08160099999999999,0,32,0.008934200000000002,0.078861,608,0.057762,0.051539999999999996,704,640,256,256,64,256,abnormal
17,0.023438,0.015625,0.023438,0.039062,0.015625,0.011719,0.03125,48,0.015625,0.00021666,0.039062,0.0625,0.03125,0.023438,0,0.023438,0.023438,0.31174,0.015625,0.52578,0.22209,0.092286,0.19302,0.31003000000000003,0.065774,0.052879999999999996,0.15971,0.067736,56,-1.5806,-0.012293,0.046266,0.036032999999999996,-0.24254,0.076185,1.0759999999999998,128,-0.091861,-0.018585,0.15874000000000002,224,544,672,8,-0.05374299999999999,128,0,-0.22621999999999998,0.04763,0.13084,32,0.08646000000000001,640,32,-0.036209,0.08459900000000001,416,0.069342,0.0726,32,736,256,256,128,32,abnormal
18,0.015625,0.015625,0.019531,0.039062,0.03125,0.03125,0.03125,32,0.0078125,0.052967999999999994,0.015625,0.015625,0.011719,0.015625,592,0.019531,0.023438,0.06010700000000001,0.0625,0.8289,0.45713000000000004,0.032161,0.38049,0.73155,0.0052001999999999994,0.08796,0.25079,0.13759000000000002,480,-0.65701,0.047338,0.08430800000000001,0.0045815,0.072674,0.099623,-0.050477,128,0.0063854,0.029539999999999997,0.24850999999999998,128,0,352,672,0.012913999999999998,64,512,0.028102999999999996,-0.022905000000000002,0.22558000000000003,52,0.13905,8,96,0.042707,0.12918,544,0.11739000000000001,0.12485999999999998,16,8,64,32,256,32,normal
19,0.015625,0.015625,0.03125,0.023438,0.046875,0.015625,0.03125,64,0.015625,0.051694000000000004,0.023438,0.015625,0.03125,0.0078125,568,0.015625,0.023438,0.1902,0.0625,0.80666,0.36561,0.053349,0.27935,0.59123,0.019915000000000002,0.10304,0.28620999999999996,0.11577,48,-0.69524,0.073647,0.069654,-0.013267,-0.031001,0.11077999999999999,0.20573000000000002,256,-0.082936,0.020362,0.2563,160,16,32,72,-0.010245,0,560,-0.048520999999999995,0.056895,0.23606,656,0.17977,0,464,0.088256,0.1567,640,0.11728,0.14063,0,48,128,128,128,32,abnormal
20,0.023438,0.015625,0.015625,0.023438,0.015625,0.015625,0.03125,848,0.011719,0.039918,0.042969,0.078125,0.027344,0.023438,0,0.0625,0.019531,0.06354299999999999,0.023438,0.60119,0.19278,-0.0018758,0.1233,0.22286,-0.013662,0.057148000000000004,0.10904000000000001,0.084161,416,-0.9583,0.065227,0.046463,0.016497,0.067802,0.057790999999999995,0.21586999999999998,128,-0.07704,0.030933999999999996,0.1087,752,128,288,728,0.0054972,640,672,-0.093957,-0.018799,0.10428,8,0.083566,0,672,0.023875,0.079544,864,0.071943,0.07504,736,128,256,256,256,256,abnormal
21,0.015625,0.015625,0.015625,0.015625,0.03125,0.015625,0.015625,72,0.015625,-0.55293,0.015625,0.015625,0.015625,0.023438,192,0.03125,0.03125,0.35728000000000004,0.023438,0.51682,0.26863000000000004,0.15487,0.17556,0.34202,0.04407,0.071327,0.21185,0.094747,152,-1.5943,-0.27888,0.050684,0.18955,-1.2997,0.08658099999999999,1.7864,128,0.28768,-0.17722000000000002,0.09765,464,744,752,720,0.2025,0,96,0.4586,-0.11049,0.092958,616,0.10751,0,0,0.040824,0.071124,128,0.073338,0.077802,80,256,128,64,256,256,abnormal
22,0.03125,0.019531,0.03125,0.046875,0.027344,0.10937999999999999,0.023438,800,0.039062,-0.023822,0.03125,0.078125,0.019531,0.039062,736,0.03125,0.019531,0.34241,0.03125,0.46037,0.42700000000000005,0.22705999999999998,0.35472,0.43054,0.09349400000000001,0.12443,0.28981,0.13077,224,-0.9936200000000001,-0.050203,0.14656,0.0094854,-0.31579,0.1265,0.8981899999999999,256,0.031581,-0.0074545,0.23955,320,384,64,736,-0.070418,16,0,-0.14959,0.083312,0.21728000000000003,768,0.19882,64,480,0.031278,0.18245999999999998,816,0.13999,0.16598,0,0,256,256,64,128,abnormal
23,0.015625,0.0,0.015625,0.09765599999999999,0.03125,0.0078125,0.0625,352,0.039062,-0.50063,0.015625,0.0625,0.023438,0.10156,372,0.03125,0.0625,0.41007,0.07421900000000001,1.0472,0.36727,0.08313,0.3602,0.35863,0.007418899999999999,0.16634000000000002,0.35434,0.15079,512,-1.5761,-0.2927,0.16623,0.25258,-1.379,0.16872,1.8916,64,0.42875,-0.11335999999999999,0.34059,12,440,160,348,0.31306999999999996,0,80,0.59108,-0.16227,0.22371999999999997,0,0.22311,0,416,0.075511,0.20626,64,0.25004,0.20146,40,320,32,32,64,32,abnormal
24,0.015625,0.03125,0.011719,0.023438,0.03125,0.019531,0.015625,448,0.015625,-0.11843,0.03125,0.015625,0.046875,0.03125,64,0.054688,0.035156,0.32471,0.015625,0.71441,0.28486,0.20989000000000002,0.22825,0.36978,0.16701,0.080595,0.21039000000000002,0.11444000000000001,0,-1.6159,-0.052443,0.080567,-0.11370999999999999,-0.18709,0.098187,0.9958899999999999,256,-0.12215999999999999,0.032808,0.19685999999999998,608,544,0,672,-0.12180999999999999,720,32,-0.18162999999999999,0.064321,0.16927,256,0.15448,0,128,0.0041884999999999995,0.1389,512,0.12480999999999999,0.17257999999999998,576,0,64,256,128,256,normal
25,0.023438,0.019531,0.0625,0.023438,0.039062,0.015625,0.0,752,0.042969,-0.014062,0.019531,0.023438,0.054688,0.046875,8,0.06640599999999999,0.023438,0.21031999999999998,0.023438,0.16373,0.11574000000000001,0.12624000000000002,0.090827,0.12718,0.10169,0.037704,0.076093,0.055047000000000006,656,-0.9828899999999999,0.022224,0.034888999999999996,-0.029514999999999996,-0.067985,0.040737999999999996,0.66619,128,-0.07725900000000001,0.071259,0.072854,544,48,40,944,-0.063871,544,608,-0.14525,0.050191,0.049111,16,0.068285,32,512,0.023275,0.05837899999999999,572,0.051902,0.055082000000000006,16,224,256,128,256,32,abnormal
26,0.023438,0.015625,0.03125,0.03125,0.0039062,0.03125,0.015625,96,0.015625,0.059351999999999995,0.015625,0.10937999999999999,0.03125,0.015625,48,0.015625,0.046875,0.21151999999999999,0.0,1.5521,0.66903,0.049499,0.20793000000000003,0.5313399999999999,0.007273600000000001,0.039827,0.23628000000000002,0.051191,592,-1.1127,0.098137,0.0272,-0.0066691,-0.084623,0.04748,0.8314799999999999,128,-0.13597,0.037205,0.16514,208,32,608,48,-0.011936,0,24,-0.25187,-0.059637,0.13595,0,0.13362000000000002,80,0,-0.0079886,0.092788,624,0.054083000000000006,0.05751900000000001,32,0,128,256,64,128,normal
27,0.023438,0.019531,0.03125,0.023438,0.015625,0.10937999999999999,0.015625,432,0.046875,-0.38678,0.03125,0.03125,0.023438,0.023438,640,0.039062,0.03125,0.49771000000000004,0.0625,0.36604000000000003,0.20495,0.30299,0.19044,0.3451,0.12009,0.08806,0.15767,0.092641,48,-1.5178,-0.17302,0.083482,0.088611,-0.9804299999999999,0.09235,1.6432,128,0.038191,-0.16827,0.13878,0,0,800,744,0.026843000000000002,672,624,0.010947,0.032172000000000006,0.1532,376,0.11865999999999999,64,392,0.048764,0.11850999999999999,96,0.09564199999999999,0.11342,0,880,256,64,128,256,normal
28,0.03125,0.015625,0.015625,0.03125,0.03125,0.0625,0.039062,12,0.023438,-0.23440999999999998,0.019531,0.023438,0.054688,0.019531,0,0.023438,0.046875,0.43673999999999996,0.046875,0.26838,0.17933,0.22298,0.12460999999999998,0.22366999999999998,0.16317,0.053328,0.12064000000000001,0.054814,16,-1.3226,-0.0995,0.044657999999999996,-0.021712000000000002,-0.54343,0.053551999999999995,1.2061,64,-0.062586,-0.035883,0.11034000000000001,160,528,320,752,-0.011845999999999999,624,32,-0.061795,0.092748,0.087903,544,0.10372999999999999,480,736,-0.038926999999999996,0.070538,496,0.054973,0.056574,40,616,256,128,256,256,normal
29,0.03125,0.019531,0.019531,0.03125,0.015625,0.0625,0.035156,16,0.019531,-0.34615999999999997,0.046875,0.078125,0.039062,0.050781,64,0.015625,0.015625,-1.925,0.023438,0.40188,0.20252,-1.804,0.12477,0.27055,-1.2477,0.06251799999999999,0.10639000000000001,0.063516,640,-2.3746,0.78087,0.059338999999999996,-0.8724299999999999,-4.7178,0.062538,4.0048,256,1.831,1.2849,0.10362,48,1040,32,16,0.48944,736,16,3.9241,0.41815,0.098223,1064,0.091017,32,160,-0.12193,0.087451,608,0.077291,0.076758,0,384,256,128,128,256,abnormal
30,0.03125,0.027344,0.06640599999999999,0.023438,0.046875,0.070312,0.0625,0,0.046875,-0.1052,0.042969,0.03125,0.015625,0.03125,688,0.03125,0.039062,0.33924,0.027344,0.71365,0.27786,0.22291,0.19610999999999998,0.3794,0.10925,0.08395599999999999,0.16025,0.089088,672,-1.4449,0.0047535,0.080326,-0.043835,-0.27949,0.084329,1.0827,256,-0.084132,0.021322999999999998,0.13088,20,112,856,160,-0.074442,56,704,-0.14627,0.05714400000000001,0.1042,32,0.10234,704,576,0.040201,0.094948,416,0.087036,0.092988,32,512,256,128,256,128,abnormal
31,0.015625,0.015625,0.046875,0.015625,0.015625,0.015625,0.0078125,704,0.03125,-0.12717,0.0,0.015625,0.015625,0.039062,0,0.03125,0.054688,0.21458000000000002,0.0625,1.0338,0.33737,0.29305,0.3979,0.62139,0.08656699999999999,0.11045999999999999,0.28523000000000004,0.13472,288,-1.422,-0.005462300000000001,0.099601,-0.13427,-0.051608,0.11552,0.62883,128,-0.083677,0.14649,0.23274,136,608,768,880,-0.27678,0,0,-0.083719,0.011921,0.20844000000000001,128,0.2091,48,0,0.08341699999999999,0.15184,0,0.14154,0.14097,0,0,128,256,32,128,normal
32,0.035156,0.027344,0.027344,0.023438,0.03125,0.050781,0.023438,16,0.015625,-0.6384,0.046875,0.023438,0.03125,0.03125,480,0.070312,0.03125,-0.23825,0.03125,0.92432,0.2489,-0.36353,0.18194000000000002,0.29665,-0.34751,0.065515,0.13560999999999998,0.07274,732,-1.9663,-0.11864000000000001,0.068274,0.088005,-2.5313,0.08959400000000001,2.5839,256,0.8372700000000001,0.079154,0.13523,80,800,0,352,0.42581,96,104,1.5418,-0.16704000000000002,0.11846,64,0.11792000000000001,64,752,0.10920999999999999,0.11537,160,0.081198,0.082139,32,816,256,128,64,256,abnormal
33,0.035156,0.027344,0.03125,0.019531,0.015625,0.015625,0.046875,384,0.015625,0.076352,0.03125,0.035156,0.046875,0.019531,0,0.03125,0.03125,0.2029,0.023438,0.47481999999999996,0.23108,0.087263,0.19842,0.3082,0.044603,0.10589000000000001,0.18161,0.10970999999999999,128,-1.179,0.072764,0.099955,-0.0065797,0.0046700000000000005,0.10605999999999999,0.61125,256,-0.070262,0.08614400000000001,0.16901,32,704,96,608,-0.036489,0,96,-0.16364,-0.024616,0.16523,512,0.20501999999999998,672,512,0.045038,0.14103,4,0.1335,0.13626,0,368,256,256,256,256,abnormal
34,0.03125,0.03125,0.0078125,0.015625,0.019531,0.023438,0.03125,736,0.011719,0.0027356,0.023438,0.019531,0.054688,0.03125,0,0.035156,0.015625,0.2071,0.03125,0.29328000000000004,0.20533,0.11936,0.19683,0.21156999999999998,0.065802,0.051241999999999996,0.13519,0.06209099999999999,672,-0.9691700000000001,0.081081,0.039744,-0.023417,-0.085075,0.061995,0.63744,128,-0.081597,0.012985,0.12462000000000001,672,448,72,288,0.01273,32,672,-0.15884,0.010981999999999999,0.094224,608,0.12993,40,288,0.032677,0.12353,160,0.079516,0.08743200000000001,80,896,64,256,128,32,normal
35,0.03125,0.019531,0.023438,0.03125,0.023438,0.015625,0.039062,0,0.015625,-0.72412,0.03125,0.039062,0.039062,0.054688,624,0.035156,0.042969,0.26033,0.023438,0.5382899999999999,0.32256,0.047669,0.34948,0.34915,-0.076185,0.10908,0.21579,0.12783,48,-2.0454,-0.38076,0.10559,0.3381,-1.8294,0.11657000000000001,2.4068,256,0.54778,-0.2277,0.20884,384,832,0,368,0.43051000000000006,8,48,0.85992,-0.21123000000000003,0.20711,704,0.19869,608,640,0.099079,0.149,80,0.13155,0.14778,704,144,256,128,64,128,abnormal
36,0.015625,0.03125,0.03125,0.0,0.03125,0.011719,0.023438,124,0.023438,0.11875,0.015625,0.023438,0.0,0.042969,208,0.046875,0.015625,0.23189,0.015625,0.54442,0.19346,0.085021,0.13682,0.19884000000000002,0.0037412,0.05661,0.073401,0.068347,4,-0.7641600000000001,0.039774000000000004,0.049538,-0.00084984,-0.17197,0.04539,0.27516999999999997,256,-0.013975,0.029151999999999997,0.093836,672,672,64,272,-0.053964,128,672,-0.14372000000000001,0.014527000000000002,0.08780299999999999,608,0.098026,0,768,-0.013749,0.079679,72,0.07069,0.0731,0,416,128,256,256,128,abnormal
37,0.015625,0.019531,0.015625,0.015625,0.015625,0.046875,0.023438,800,0.03125,-0.7577,0.023438,0.023438,0.03125,0.023438,224,0.03125,0.03125,0.071828,0.03125,0.34943,0.26456,-0.14302,0.22225999999999999,0.32503000000000004,-0.17382,0.09727999999999999,0.20353,0.10309000000000001,84,-2.1964,-0.35386,0.093948,0.18586,-2.3555,0.084878,2.6936,128,0.69367,-0.062898,0.18988,832,752,496,416,0.44752,608,64,1.2772,-0.15267999999999998,0.19251,0,0.24716999999999997,544,64,0.063697,0.10543,0,0.10649000000000002,0.1258,0,136,256,128,128,256,normal
38,0.019531,0.015625,0.125,0.25,0.015625,0.21875,0.0625,48,0.039062,-0.47695,0.03125,0.0625,0.03125,0.03125,48,0.0625,0.0,-0.25006999999999996,0.15625,0.06274600000000001,0.034941,-0.42245,0.033248,0.045836,-0.33237,0.01253,0.023658000000000002,0.013753999999999999,136,-1.6707,-0.0016361000000000001,0.011387999999999999,-0.024322,-1.9687,0.013019,2.2632,256,0.72853,0.26497,0.023584,704,96,784,0,0.32193,704,8,1.2737,-0.012247,0.019775,868,0.017911,0,76,0.065414,0.011072,868,0.013757,0.01526,576,48,256,256,64,32,abnormal
39,0.03125,0.054688,0.015625,0.070312,0.046875,0.023438,0.046875,544,0.03125,-0.07642,0.03125,0.027344,0.042969,0.015625,16,0.10937999999999999,0.03125,0.3112,0.03125,0.54399,0.20457999999999998,0.18621,0.14504,0.24475,0.084646,0.061576,0.12894,0.065532,448,-1.0248,-0.043831,0.060673000000000005,-0.01679,-0.3016,0.06515399999999999,0.7307,128,-0.0021545,-0.040054,0.099276,592,96,0,224,-0.031122000000000004,672,16,-0.067478,0.027169,0.09383899999999999,480,0.09122999999999999,544,656,0.0056578,0.092589,64,0.073017,0.10489000000000001,592,720,256,64,128,64,abnormal
40,0.015625,0.015625,0.023438,0.015625,0.023438,0.03125,0.046875,56,0.015625,-0.20573000000000002,0.019531,0.03125,0.023438,0.042969,768,0.03125,0.03125,0.3828,0.03125,0.25056,0.14094,0.23684000000000002,0.1689,0.19974,0.1481,0.073148,0.12252,0.061296,448,-1.1327,-0.11722,0.057812,0.0089623,-0.49054,0.059208000000000004,0.9453799999999999,128,0.022043,-0.046308999999999996,0.10297,0,256,352,808,-0.01905,24,512,0.031681,0.029831,0.098813,320,0.096248,96,552,-0.007492399999999999,0.078543,96,0.06568600000000001,0.071203,64,720,256,128,256,64,abnormal
